Unnamed: 0	t_score_TCvsB6	p-value	log2FC_TCvsB6
Spp2	1.15664	0.29272	1.070696803
Gm3142	-1.29121	0.292723	-1.14702
Zfand3	1.15502	0.292745	1.024031433
Gm15857	1.27108	0.292757	1.12176463
Fbxl17	-1.25073	0.292831	-1.05699
Zkscan8	-1.21169	0.292886	-1.03815
Gm2016	1.1796	0.292891	1.139120209
Slc39a14	1.19426	0.292932	1.033157355
Arfgef2	-1.15443	0.29295	-1.030989999
Gm11337	1.15323	0.292962	1.196897825
Gm6816	1.20751	0.292979	1.059585495
Klrb1-ps1	1.15466	0.292995	1.05937987
Gm6245	-1.16468	0.293063	-1.04189
Plk3	1.30726	0.293108	1.073885367
Gm4917	1.15487	0.293142	1.104321314
4930518I15Rik	-1.24678	0.293163	-1.199829999
Gm13411	1.17287	0.293182	1.064392316
Gm11614	-1.15851	0.293195	-1.07299
Gm21083	1.2576	0.293212	1.121033973
Gm7910	-1.22903	0.293221	-1.04657
Pi4kb	-1.15187	0.293224	-1.04095
Gm10494	1.18421	0.293244	1.101050012
Gm16091	-1.15535	0.29327	-1.151960001
D630024D03Rik	1.15767	0.293282	1.068591169
Gm5459	-1.34468	0.293289	-1.0591
Gm5160	-1.21814	0.293295	-1.03275
N6amt1	-1.17264	0.293296	-1.06401
Gm13397	1.28143	0.293297	1.032047949
Gm14132	1.17824	0.293301	1.04530938
Psmc3ip	1.17096	0.293326	1.030011182
Grwd1	-1.1548	0.293358	-1.05375
Pacs2	1.24577	0.293506	1.117914614
Mospd4	1.18596	0.293518	1.12654114
9230117E06Rik	1.17375	0.293551	1.144359226
Ovol3	1.15934	0.293574	1.062659943
Smok2a	-1.16174	0.293579	-1.072699999
Stc2	1.15092	0.293595	1.090598442
A830009L08Rik	1.16604	0.293598	1.073617431
Gm13269	1.17463	0.293616	1.086915662
Gm26936	1.35133	0.293648	1.148770017
Gm26233	1.31191	0.293656	1.063957114
Spt1	1.18918	0.293674	1.068983808
Lrat	1.19086	0.293675	1.076605723
Gm26387	1.18406	0.293712	1.091233621
Ccdc59	1.19746	0.293721	1.052215349
Gm22105	-1.22203	0.293734	-1.1409
Pik3c2g	1.167	0.293764	1.075285677
Rhox10	1.21106	0.293777	1.089940968
Bmper	1.2116	0.293804	1.056095281
Svs2	1.15731	0.29384	1.047739454
Daam2	1.15693	0.293868	1.040350743
2310022A10Rik	1.29327	0.293931	1.063942365
2310007B03Rik	1.15083	0.293944	1.059534085
Gm25724	1.15365	0.293986	1.121383696
Galk2	-1.19232	0.29399	-1.02814
Fam184b	1.18804	0.293998	1.049265663
Gm12818	-1.1756	0.294001	-1.05309
Gm13938	1.20723	0.294099	1.156407604
Gm13928	-1.28145	0.294109	-1.16065
Seh1l	-1.2333	0.294126	-1.05908
Gm7969	-1.26053	0.294159	-1.1733
Gm7969	-1.26053	0.294159	-1.1733
Gm12512	1.153	0.294162	1.05630759
Gm12671	1.2822	0.294216	1.091188239
Med16	-1.23031	0.294222	-1.04863
Pcm1	-1.15524	0.294226	-1.06045
Apoc2	1.1491	0.294263	1.057421085
Gm24056	1.18719	0.294295	1.117039343
1700030O20Rik	1.21309	0.294306	1.095735813
Gm7429	-1.14995	0.294307	-1.042860001
Slc33a1	-1.15026	0.294381	-1.07367
Gm8546	-1.15349	0.294415	-1.074539999
Gm15669	1.16605	0.294454	1.103953955
Mkln1os	1.16444	0.294578	1.035236221
Gm21681	1.23468	0.294597	1.120948502
Gm13673	1.14818	0.294607	1.087186917
Sox4	1.24905	0.294692	1.196275767
Lama2	1.15133	0.294765	1.054361795
Slc18b1	1.19204	0.294794	1.062497908
Gm24707	1.1641	0.294796	1.167578864
Gm14594	1.17589	0.29482	1.087043746
Gm27008	-1.25756	0.294836	-1.07025
Gm24957	1.15307	0.294872	1.087480853
Lyzl1	1.17564	0.29489	1.038815899
Gm21818	-1.16991	0.294894	-1.09407
Gm10283	1.17445	0.294928	1.124349062
Yod1	1.34626	0.294933	1.1128738
Vmn2r47	1.1507	0.294956	1.081519742
Proser1	1.19035	0.294957	1.126260066
Pex3	1.23627	0.294974	1.073639756
2610204G07Rik	1.15364	0.295003	1.052470649
Kctd12	1.18827	0.295021	1.088227356
6030419C18Rik	1.15233	0.295036	1.097978649
Vmn2r-ps53	1.14789	0.295038	1.069665711
Becn1	-1.17903	0.295052	-1.04272
Gm5639	1.16973	0.295058	1.094726135
Gpx1	-1.3487	0.295074	-1.08148
Gm3150	-1.15661	0.295103	-1.0431
Gm3898	1.15321	0.295143	1.077680854
Atp10b	1.15264	0.295146	1.066504461
Rnf138rt1	1.14867	0.295179	1.109846381
Tdrd3	1.15144	0.295215	1.037470274
Gm12	1.2574	0.295221	1.131471307
Asb13	1.14803	0.295392	1.076180447
Rpl29-ps1	1.26411	0.295484	1.157859339
Gm17430	1.15831	0.295496	1.065477406
Afap1l2	1.1519	0.295536	1.059622218
Luzp1	1.18142	0.295577	1.070986281
4930478P22Rik	1.14569	0.29558	1.067858137
Gm24554	1.14629	0.295601	1.093527878
Popdc3	1.17427	0.295671	1.06507129
2410016O06Rik	1.15388	0.295702	1.072814023
Ereg	1.3552	0.295748	1.108009307
Gdap1l1	1.14733	0.29576	1.071060519
Gm19343	1.20479	0.29584	1.09065892
n-R5s176	1.18131	0.29587	1.174339866
Gm24433	1.1847	0.295894	1.087171845
Socs1	1.15329	0.295931	1.079849308
Atp13a4	1.14489	0.295941	1.052857364
4931431C16Rik	1.20451	0.295944	1.081744661
Gm25947	-1.26373	0.295969	-1.11188
Rps6ka6	1.14559	0.296023	1.051595592
Asap3	1.16731	0.296032	1.052302873
Gm15747	1.31804	0.296037	1.186786154
Gm16572	1.15639	0.296076	1.114270884
Ovch2	1.20391	0.296098	1.06541094
Mettl5	-1.14615	0.29612	-1.06666
Gm20539	1.14537	0.29616	1.068531916
Gm22575	1.19451	0.296193	1.091929718
Pdgfb	1.14598	0.296211	1.053952611
Ghitm	-1.21604	0.296237	-1.079339999
Gm16108	1.28417	0.296242	1.144708291
Nat2	-1.14399	0.296246	-1.09011
Gm12708	1.18391	0.296292	1.08167718
Foxd2os	1.19684	0.29631	1.057406427
Gm15445	1.19878	0.29632	1.18186889
Phxr4	-1.15446	0.296333	-1.12645
Vmn1r43	1.19446	0.296335	1.063323071
Gm10369	-1.19023	0.296387	-1.08772
Socs2	1.15112	0.296401	1.06547002
Gm19966	-1.16679	0.296424	-1.0614
1110035H17Rik	1.29183	0.296425	1.114093256
Whsc1	-1.17291	0.296487	-1.05977
Olfr270	1.23784	0.296603	1.100737148
Gm26663	1.17771	0.296647	1.061379067
Gm10736	-1.19591	0.296661	-1.03444
Samd4	1.14702	0.296665	1.042725923
Nt5c	-1.18415	0.296668	-1.04641
Fuca2	1.14277	0.296688	1.09386902
Casc1	1.17282	0.296695	1.050349894
Gm9816	-1.20818	0.296712	-1.081049999
Gm22095	1.15402	0.296719	1.072033508
Unc93b1	1.17271	0.296742	1.03844154
Smpd1	-1.17877	0.29676	-1.04953
Gm13426	1.14233	0.296842	1.121476974
Gm16338	1.20006	0.296891	1.095804171
Sparcl1	1.14806	0.296901	1.066940704
Gm24799	1.15314	0.296937	1.060687741
Gm6310	1.15318	0.296952	1.06424477
Gm15947	1.14469	0.296959	1.117147747
Mir5627	1.27828	0.296993	1.174470112
Mir6943	1.14634	0.296995	1.078921574
Olfr584	-1.31433	0.29703	-1.1615
Tex22	1.14686	0.297043	1.054398337
Olfr485	1.14815	0.297098	1.10108054
Gm8145	-1.16213	0.297102	-1.073290001
Gm26238	-1.14157	0.297143	-1.0307
Acaca	-1.17595	0.297175	-1.04076
Gm25539	1.15336	0.297198	1.056974081
Gm23893	-1.17219	0.297226	-1.18226
Inhbe	1.32069	0.297227	1.125557687
Hoxa7	1.1424	0.297259	1.080335939
Hhatl	1.14317	0.297272	1.041996188
Gm24118	1.1932	0.29729	1.201511119
Epdr1	1.20435	0.297345	1.093406608
Fndc9	1.26732	0.297369	1.147814894
Gm25961	1.17029	0.2974	1.166236192
Pdxp	1.32777	0.297414	1.075464572
Pdc	1.16368	0.297417	1.060614223
Gm25493	1.16742	0.297429	1.122301267
1700010N08Rik	1.14877	0.297481	1.05249983
Gm16169	1.1435	0.297486	1.060981867
1700042O10Rik	1.15048	0.297563	1.066497068
Hist1h2ai	-1.17533	0.297618	-1.08893
Gm3287	1.2455	0.297633	1.07726262
Gm4152	1.16477	0.297633	1.154293418
Map7d2	1.14111	0.297657	1.050189735
Gm22528	1.15217	0.297658	1.078368306
Gm26629	1.14634	0.297663	1.105883951
Begain	1.25632	0.297666	1.084484926
Gm26833	1.3494	0.297746	1.156760344
Gm7367	1.22754	0.297821	1.168720541
Gm4559	1.14106	0.297824	1.059218335
Gm25394	-1.33863	0.297826	-1.17734
Padi3	1.1534	0.29787	1.054149876
Arhgef15	1.16505	0.297882	1.050517358
Olfr963	1.13974	0.297945	1.132483476
Olfr671	1.15843	0.297949	1.061982505
1700039M10Rik	1.17173	0.297972	1.117875871
1700026D11Rik	1.14061	0.297974	1.054581066
Rai14	1.16814	0.297988	1.050852366
4930562C15Rik	1.14891	0.298039	1.040458916
Prl4a1	1.16447	0.298056	1.050328052
Gm22936	1.14822	0.298056	1.14998098
Gm15605	-1.1978	0.298063	-1.06384
4930542D17Rik	1.27877	0.298226	1.052426879
Rpl21-ps6	1.14528	0.298234	1.015014263
Amot	1.32272	0.298235	1.17086115
H2-T10	1.15238	0.298248	1.046977182
Gm8633	-1.15032	0.298284	-1.08502
Gm23431	1.15766	0.298292	1.103005512
Gm26069	1.17989	0.298348	1.083688408
Gm16172	1.21234	0.298349	1.070815554
Trp53i13	1.31527	0.298355	1.059306442
Gm24415	1.16703	0.298361	1.165339243
Clcn5	1.17588	0.298384	1.039384896
Appl1	-1.16726	0.298423	-1.04562
Gm11894	-1.25753	0.298429	-1.10607
Fbxo7	-1.15224	0.298443	-1.04772
4930598A11Rik	1.13908	0.298505	1.044100076
Gm26207	1.253	0.298518	1.185257071
Gm12460	-1.16559	0.298541	-1.059990001
Gm12322	-1.18873	0.29855	-1.03069
Gm12758	1.14227	0.298551	1.122363502
Specc1l	-1.15907	0.298583	-1.04182
Col6a2	1.17907	0.298601	1.085319642
Scgb2b6	-1.33451	0.298636	-1.08786
Ackr4	1.15307	0.298637	1.098679048
Olfr564	1.15052	0.298689	1.10501044
Ankrd12	1.16702	0.298692	1.05877791
Syt15	1.13773	0.298694	1.046788514
Gm20201	-1.23327	0.298772	-1.0687
Plekhh3	1.25014	0.298802	1.065241101
Toporsos	1.24902	0.298835	1.059600184
Rnase13	1.13722	0.29886	1.136785454
Gm15293	1.13723	0.298948	1.075546575
Sf3b1	-1.15371	0.298952	-1.06071
Gm17042	1.25984	0.298958	1.119046511
Gm23936	-1.2966	0.298967	-1.12583
Gm23147	-1.2966	0.298967	-1.12583
Gm25086	-1.2966	0.298967	-1.12583
Gm24496	-1.2966	0.298967	-1.12583
B3gat2	1.17722	0.298993	1.045773197
n-R5s13	1.14993	0.299021	1.138275674
L3mbtl3	1.16836	0.299076	1.034676666
Vmn2r54	1.16983	0.299079	1.101179761
9530053A07Rik	1.14223	0.299108	1.043311525
Gm14218	1.19025	0.299125	1.145756126
Ptprq	1.15495	0.299131	1.042827115
Olfr235	1.1388	0.299236	1.082419699
Aldh18a1	1.14247	0.299263	1.042169544
Olfr1467	1.14796	0.299323	1.096290393
4833420G17Rik	-1.16582	0.299328	-1.05443
Gm14324	1.13572	0.299437	1.060401047
Cyp2c38	1.17324	0.299465	1.066120123
Ttc38	-1.13558	0.299475	-1.07688
Gm25486	1.25425	0.299476	1.113467925
Wbp2nl	1.22191	0.299551	1.053521678
Fkbp1b	1.14953	0.299552	1.05409873
Gm16527	1.16131	0.299555	1.030575357
Ncoa5	1.13814	0.299558	1.040120012
Trmt13	-1.13857	0.299567	-1.06707
1700024N05Rik	-1.13506	0.299664	-1.06491
Gm21104	1.15257	0.299671	1.058484395
Taf15	-1.13782	0.299679	-1.06551
Klhdc7b	1.15334	0.299685	1.122293487
Gm15555	1.15881	0.299686	1.089940968
Gm16073	-1.23027	0.299719	-1.09353
Gm27030	1.14474	0.299731	1.072717357
Abcg8	1.14259	0.299753	1.049942266
Gm21961	1.15442	0.299782	1.056497974
Gpalpp1	-1.17904	0.299784	-1.07247
Mir6406	-1.14243	0.299926	-1.07647
Olfr320	1.14748	0.299984	1.129183537
Gm25226	-1.21112	0.30001	-1.0845
Gm10447	1.17555	0.3001	1.075375121
Gm15556	1.34674	0.300101	1.113823008
Gm5732	1.16105	0.300134	1.041779534
Insr	1.13355	0.300236	1.060842147
Gm16086	1.35033	0.300237	1.163111979
Ssbp1	-1.15248	0.300253	-1.040280001
Olfr424	1.28465	0.300263	1.123040534
Gm14035	1.1395	0.300267	1.039889331
Edn1	1.24084	0.30029	1.104191193
Igkv14-100	-1.31586	0.300298	-1.797719999
2010012P19Rik	1.16476	0.300359	1.095720623
Syne1	-1.15337	0.300366	-1.04491
Tmem181a	1.13582	0.300395	1.16787025
Cisd3	-1.18726	0.300396	-1.04791
Fam19a1	1.18754	0.300509	1.081354831
Gm11739	1.16876	0.30052	1.104405517
Kif24	-1.15513	0.300523	-1.04534
Hist1h3f	1.17323	0.300559	1.209801203
Klhl14	1.15961	0.300566	1.070964011
4732487G21Rik	1.13313	0.300584	1.082134631
Aqr	-1.164	0.300596	-1.05357
Olfr1144-ps1	1.13364	0.300596	1.08164719
Nol11	-1.21215	0.300627	-1.04791
Fstl3	1.26225	0.300668	1.079153433
Gm20434	-1.33679	0.30069	-1.226680001
Boll	-1.278	0.300701	-1.05411
Vmn1r47	1.13266	0.300725	1.063839124
A830010M20Rik	1.14701	0.300743	1.037010139
Tnfrsf21	1.18706	0.300829	1.092732293
Gm4581	1.13229	0.300837	1.084928524
Gm22915	1.28265	0.300847	1.069895581
Gm23257	1.16846	0.300848	1.127814659
Gm23102	1.27502	0.300849	1.142338329
4933407E24Rik	1.18805	0.300855	1.064399693
1810019D21Rik	1.18596	0.300883	1.026810533
Gm22779	1.14485	0.300884	1.139965371
Dnmt3l	1.17466	0.300907	1.041043245
Gm2837	1.28811	0.300925	1.157634642
Apoo	-1.13734	0.300935	-1.03811
Gas2l3	-1.22855	0.300964	-1.08514
Gm15288	1.13359	0.300971	1.072137544
4632428C04Rik	1.18305	0.300983	1.090137413
5330434G04Rik	1.15666	0.300989	1.06424477
Tmem229b	1.14608	0.300997	1.032105179
Gm15550	-1.25241	0.301004	-1.13536
4930413G21Rik	1.33959	0.301004	1.241401677
Parva	1.14364	0.301005	1.077598688
Msh3	-1.13152	0.301046	-1.05513
Nsmf	1.13565	0.301066	1.036291588
Myo5a	-1.1345	0.301089	-1.05419
n-R5s26	-1.18535	0.301132	-1.06373
Vmn1r128	1.13938	0.301162	1.110454284
Mir219a-1	1.19238	0.301175	1.104566287
Wdr16	1.1346	0.301204	1.060452499
Ermp1	-1.13129	0.301245	-1.05087
Vmn1r66	1.1843	0.301288	1.156295391
Oraov1	-1.13382	0.301294	-1.0384
Ppp2r5e	-1.15032	0.301319	-1.04349
Gm3677	1.13436	0.301356	1.090515292
Gm8212	1.13068	0.301359	1.089789881
Gm5941	-1.20074	0.301457	-1.14407
Gm12410	1.13073	0.301457	1.095735813
Olfr1153	-1.21824	0.301484	-1.07109
Dgcr8	-1.13614	0.301507	-1.06029
Prr5	-1.19949	0.30151	-1.06822
Ttc30a2	1.13019	0.30155	1.06015852
Olfr262	1.14986	0.301603	1.101340062
Gm23923	1.12987	0.301699	1.219212839
Gm22115	1.12987	0.301699	1.219212839
Kbtbd7	1.16809	0.3017	1.129332258
Gm26594	-1.14022	0.301708	-1.061
Gm12832	-1.13539	0.301717	-1.131759999
Tnfsf4	-1.14103	0.301732	-1.07773
Primpol	-1.12968	0.301741	-1.04931
Gm11889	1.13043	0.301755	1.107740535
4930401G09Rik	1.137	0.301795	1.144097497
Gucy2c	1.1328	0.301842	1.05154457
Vmp1	1.12945	0.30185	1.062520002
2810433D01Rik	-1.1392	0.301857	-1.092509999
Ciz1	1.13898	0.301876	1.047608739
Olfr985	1.15415	0.301888	1.08191713
Astx4b	1.13098	0.301895	1.136604238
Astx4d	1.13098	0.301895	1.136604238
Astx4a	1.13098	0.301895	1.136604238
Astx4c	1.13098	0.301895	1.136604238
1110008E08Rik	1.19819	0.30191	1.105309195
Gm19426	1.14149	0.301974	1.090606002
Trp63	1.14102	0.301991	1.023314781
Ap5b1	1.16289	0.30202	1.064119372
Itgb3	-1.27014	0.302021	-1.11703
Kcnc4	1.13243	0.302094	1.07635949
Gm10653	-1.12964	0.302095	-1.05246
3830408C21Rik	-1.14696	0.302145	-1.05944
Gm11638	1.26264	0.302187	1.086960866
Mex3b	-1.25913	0.302219	-1.11267
Gm15036	1.23776	0.302223	1.08928389
Gm6570	-1.13302	0.302253	-1.050630001
Gm4897	1.12887	0.302262	1.069613812
Kdm5c	1.14797	0.302277	1.038628703
Tas2r143	1.15341	0.302287	1.135454582
Gng13	1.13189	0.302326	1.071402079
Efcab10	1.1494	0.302338	1.050357174
Elk3	1.16013	0.302338	1.057662986
Tmem82	1.18795	0.302358	1.046817538
Gm22980	-1.23125	0.302362	-1.28512
Gm12430	1.22535	0.302406	1.066681894
Slc30a1	1.26236	0.302462	1.064466096
Ggnbp2	-1.12791	0.302486	-1.063419999
Gm12648	1.14236	0.302516	1.081159968
Gm5581	1.13018	0.302544	1.053623917
Slc23a2	-1.12783	0.302589	-1.03593
Apc2	1.12876	0.302612	1.034870324
Gm5346	1.12795	0.30262	1.143685197
Gm3984	1.13853	0.302624	1.08693073
Olfr730	1.16542	0.302624	1.138638668
Gm5124	1.12911	0.302629	1.062571557
RP23-264P8.1	1.12983	0.302645	1.06449561
Gm26150	1.3121	0.302661	1.112272282
Hspg2	1.14095	0.302671	1.058785249
A730098A19Rik	1.16615	0.3027	1.093315665
Prl8a1	1.1494	0.302723	1.059673633
Lilra6	1.19674	0.302823	1.036076119
Foxr2	-1.16306	0.302883	-1.06755
Fbrs	1.12697	0.302914	1.091218494
Gm26734	1.12652	0.302976	1.061739617
Gm13314	1.29841	0.302984	1.095135968
Stim2	-1.18235	0.302986	-1.06095
Gm3609	1.16739	0.302992	1.06728095
Atp5d	1.12761	0.303043	1.113406183
Rara	1.17292	0.303059	1.056673742
Stx1a	1.16863	0.303087	1.035875056
Ptpn7	-1.13957	0.30309	-1.087280001
Hmgb1-ps8	-1.16406	0.303122	-1.05899
Arl6ip6	1.1737	0.303127	1.060996576
Gm22308	1.13542	0.303134	1.229098042
Gm22851	-1.17681	0.303154	-1.14238
Supt7l	-1.13141	0.30316	-1.06621
Psme4	1.1406	0.303163	1.07122386
Ppp1r3f	-1.30622	0.303166	-1.05309
Grem1	1.13139	0.303176	1.090424589
Oxgr1	1.1804	0.303212	1.082607284
Gm24602	1.15873	0.303221	1.122363502
Gm24524	1.14723	0.303231	1.075897023
BC030867	-1.31518	0.303265	-1.13565
Gm14107	1.12876	0.303268	1.116017771
Gm25588	-1.13113	0.303279	-1.08009
Las1l	-1.12778	0.303307	-1.05578
Gm22827	1.19135	0.303319	1.231878525
Rbm18	-1.22212	0.303333	-1.06696
4933428C19Rik	1.13119	0.303364	1.100546422
Gdi1	1.20981	0.303409	1.097141801
Dab1	1.17235	0.303428	1.047107818
Syndig1	1.14891	0.303432	1.101065275
Mageh1	1.17868	0.303462	1.064591535
Doxl2	1.2227	0.303464	1.106980647
Lpin3	1.19486	0.303481	1.073081759
Gm22406	1.12709	0.303492	1.081849639
Chrna6	1.25793	0.303496	1.099059887
Rap2b	-1.17309	0.303497	-1.05258
Gm16250	1.26076	0.303509	1.107794284
4930453N24Rik	-1.24655	0.303517	-1.07424
Gm15793	-1.22748	0.303548	-1.02568
Ankrd61	1.15171	0.303574	1.042487439
Msmb	1.13859	0.303575	1.074227828
Ubfd1	1.12763	0.303585	1.058910018
Tex16	1.1668	0.303609	1.082622292
Tmem51os1	1.13163	0.303611	1.067717511
Dicer1	-1.12847	0.303666	-1.04528
Sh3d19	1.13883	0.303701	1.031325687
Gm17090	-1.15447	0.303741	-1.08595
Rarg	1.30154	0.303743	1.049498424
Gm20796	1.13441	0.303756	1.10679651
Yap1	1.26028	0.303829	1.065669442
Gm5864	-1.1911	0.303878	-1.178249999
Trp53inp1	-1.14621	0.303879	-1.083180001
Baz1a	-1.12559	0.303891	-1.042850001
Polk	-1.13062	0.303914	-1.04086
1700054M17Rik	1.12413	0.303963	1.100477768
A230059L01Rik	1.13144	0.304013	1.102287073
Folr4	1.14913	0.304103	1.092247649
Tanc1	-1.23183	0.304107	-1.07357
4933414I15Rik	1.13065	0.304111	1.077083427
Fcrl5	1.1317	0.304125	1.054676098
Gm25933	1.13533	0.304196	1.102042605
Gm24463	-1.19567	0.304217	-1.13781
Atg3	-1.161	0.304243	-1.040939999
Cdc20b	1.16001	0.304288	1.066511853
Ephb1	1.20415	0.304297	1.070073578
Vmn1r225	1.14382	0.304312	1.129762876
Bend6	1.21788	0.304337	1.076568412
Msx3	1.14936	0.304348	1.068050602
Enthd2	1.13577	0.304353	1.084319563
Gm12145	1.27023	0.304461	1.092921665
Uxt	1.12416	0.304519	1.071899762
1700026H06Rik	-1.25165	0.304528	-1.088509999
4930445N08Rik	1.12732	0.304571	1.078368306
AU019823	-1.17672	0.304605	-1.03496
Ldoc1	1.12635	0.304618	1.053989139
Gm22408	1.14972	0.304691	1.083575741
Rps24	-1.15005	0.304694	-1.03065
2900005J15Rik	1.14528	0.304727	1.061916258
Pigc	1.17295	0.304762	1.045447054
Zcchc12	1.17698	0.304781	1.116033242
Matn1	1.33272	0.30483	1.060952451
Gm13100	1.12529	0.304884	1.058799927
Gpr144-ps	1.14015	0.304889	1.019406883
Gm23987	1.13234	0.304894	1.032971178
1700021L22Rik	1.27988	0.30491	1.114649401
Gm17508	-1.16532	0.304981	-1.14179
Upb1	1.12381	0.305013	1.075591307
Foxd3	1.16527	0.305041	1.051282207
Mybpc3	1.12718	0.305056	1.03475556
Psmc2	-1.12521	0.305062	-1.04399
Nedd1	-1.12218	0.305072	-1.04499
Olfr1489	-1.12134	0.305088	-1.05442
Gpr125	1.18633	0.305109	1.048458676
Mir300	1.26041	0.305129	1.124988302
Dus1l	-1.12433	0.305174	-1.02611
Gm13115	1.15715	0.305176	1.089012112
Cenpv	1.12963	0.305201	1.056952102
Ccrn4l	-1.16454	0.305249	-1.0542
Sult2a1	-1.17027	0.305253	-1.05906
Hils1	1.12951	0.305255	1.114294054
Gm6807	-1.25471	0.305267	-1.06119
Olfr933	-1.12616	0.305287	-1.05533
Gm20157	1.12637	0.305334	1.07780038
Gm17024	-1.19359	0.305374	-1.22664
Gm14657	1.24986	0.305412	1.137613113
Vmn1r25	1.1246	0.305434	1.062976719
Tlr6	-1.28261	0.305452	-1.0912
Lrmp	1.14045	0.305453	1.060496603
Gm10640	1.23442	0.305497	1.112935512
Stx17	-1.15994	0.305526	-1.04813
Gm8172	-1.12016	0.305552	-1.02577
Slc9a6	-1.2221	0.30558	-1.086050001
Gm15574	1.2502	0.305607	1.181451167
Hpca	1.18761	0.305623	1.05877791
Tie1	1.12113	0.305625	1.045367346
Gm23585	1.12435	0.305668	1.119100808
Mir103-2	-1.13144	0.305673	-1.21066
Dcaf5	1.16847	0.305689	1.063581066
Nkap	-1.12871	0.305725	-1.04886
Col26a1	1.12818	0.305728	1.056432068
Slc22a21	1.12301	0.305731	1.03345101
Ankrd53	1.16014	0.305741	1.072434845
Krtap4-6	-1.15407	0.305795	-1.11742
Itga2b	1.1396	0.305818	1.053441354
Gm12149	1.23536	0.305909	1.102592735
Nfs1	-1.12424	0.30591	-1.06566
Zfp217	-1.11905	0.305928	-1.03763
Gm12320	1.12574	0.305948	1.08417677
Gm12459	-1.16145	0.306004	-1.03295
Efcab4a	1.14002	0.306015	1.050495513
Gm15709	1.12745	0.306029	1.082682327
Vmn1r209	1.12995	0.306057	1.142354165
Ccdc155	1.15999	0.306068	1.076934122
Gm10635	1.11891	0.306105	1.06837639
Nampt	1.11932	0.306119	1.056263661
Gm24680	1.14544	0.306126	1.128995707
Olfr653	-1.14521	0.30613	-1.0838
Gm19445	1.1194	0.306138	1.111555512
Mzf1	1.15716	0.30616	1.033608615
Nkx6-3	1.12501	0.30617	1.088476304
Tex43	1.1191	0.306178	1.03734084
Ccl25	-1.23877	0.306208	-1.0485
Paqr4	-1.12829	0.306247	-1.07556
Il12b	-1.20035	0.306254	-1.05168
Kctd7	1.12368	0.306277	1.029811296
Tyrp1	1.1182	0.306286	1.095576329
Gm4609	1.2674	0.306317	1.089752112
Myh7b	1.14616	0.306322	1.055465923
mmu-mir-6412	1.11849	0.306322	1.111840623
Gm17064	-1.33533	0.306334	-1.11951
Gm17092	-1.23004	0.306371	-1.085150001
Krtap8-1	-1.13145	0.306394	-1.07797
Oosp1	-1.32955	0.306403	-1.342659999
Opn5	1.20534	0.306431	1.10375502
Serpinb5	1.21432	0.306435	1.059078847
Gm23086	1.12703	0.306531	1.081962127
Gm14261	1.26022	0.306543	1.103770322
Slc22a19	1.11759	0.306562	1.02752251
2810410L24Rik	1.21296	0.306587	1.05154457
Gm26065	1.2468	0.306606	1.151735951
Gm16122	1.1839	0.306654	1.211681059
Grk1	1.13014	0.306672	1.086915662
Vmn1r190-ps	1.13418	0.306703	1.091664846
Faah	-1.18963	0.306707	-1.06498
AW121686	-1.31952	0.306897	-1.07592
Gm5592	1.248	0.30692	1.093967592
Gm12962	1.11674	0.306924	1.089457562
4933408J17Rik	-1.12651	0.306926	-1.043460001
Gm23750	1.15831	0.30693	1.077135689
Vmn1r-ps61	1.11858	0.306965	1.140455378
Zdhhc19	1.26014	0.306978	1.098602896
Dok2	-1.20044	0.307068	-1.07589
Rnf130	1.13878	0.307108	1.034160423
Gm22870	1.14523	0.307123	1.058616466
Rims1	1.11637	0.307126	1.0471804
Gm5091	1.11613	0.307236	1.086102302
Vmn2r40	1.15969	0.307273	1.065706375
Slc7a9	1.14933	0.307296	1.046360511
Slc9c1	1.16625	0.307354	1.04473714
Csmd3	1.16875	0.307373	1.050626588
Olfr557	1.15462	0.307377	1.120808654
Smpx	1.12458	0.307394	1.040466128
Gm6150	1.21195	0.307417	1.122106804
Gm15215	1.12062	0.307421	1.057047348
Kctd6	1.13063	0.307424	1.064938413
Gm27011	1.1305	0.307433	1.057443074
Rgl2	1.15933	0.307506	1.026782064
Gm3675	1.11618	0.307514	1.099326553
Gm5862	1.11818	0.30754	1.113529671
Gm24363	1.19024	0.307565	1.22743787
Mup-ps22	1.11483	0.307576	1.099783845
Cps1	1.12905	0.307594	1.055158698
1810018F18Rik	1.32332	0.307653	1.163991078
4930513D17Rik	1.11453	0.307699	1.052667637
Ankrd52	1.1338	0.30772	1.046404028
Gm21284	-1.11824	0.307726	-1.08386
Mrpl18	-1.12265	0.307747	-1.02382
1700003M07Rik	1.11443	0.307767	1.058887999
Gm364	1.12455	0.307798	1.045055817
Kitl	1.11417	0.307838	1.054690719
Gm13601	1.12879	0.308022	1.055729329
Tmed9	-1.1179	0.308058	-1.05018
Cant1	1.3046	0.308072	1.05376999
Anp32b	-1.20282	0.308089	-1.0363
Serpini2	1.1206	0.308102	1.084402241
Cmpk2	1.12484	0.308121	1.153525583
Gm9550	1.13262	0.308124	1.090870617
Cep72	-1.2013	0.308148	-1.07875
Gm24196	-1.22459	0.308149	-1.131249999
Gm20873	1.15253	0.308166	1.063190412
Skil	1.18051	0.308302	1.086027022
Cubn	1.1148	0.308315	1.032563138
BC002059	-1.11334	0.308354	-1.05532
Traf5	-1.11632	0.308355	-1.0358
Ly6c1	-1.19401	0.308382	-1.08216
Tmem164	-1.12902	0.308387	-1.03767
