gene_name,B6-1-Tfh,B6-1-Tn,B6-2-Tfh,B6-2-Tn,B6-3-Tfh,B6-3-Tn,B6-4-Tfh,B6-4-Tn
Lancl3,280,0,228,2,307,1,251,0
Lap3,319,389,322,384,287,356,277,355
Laptm4a,2027,1817,2338,1851,2196,1804,2177,1694
Laptm4b,158,123,156,100,114,120,131,97
Laptm5,39893,34626,51981,33387,45252,34923,48315,36166
Large,18,19,25,12,22,22,21,17
Larp1,2612,5162,2665,4416,2680,4331,2651,4572
Larp1b,811,314,651,320,648,303,634,326
Larp4,1128,1470,1046,1358,1121,1138,980,1309
Larp4b,2597,3064,2299,2559,2488,2388,2537,2648
Larp6,0,0,0,0,0,0,1,0
Larp7,916,817,995,774,847,796,951,808
Lars,1404,1900,1361,1524,1279,1524,1297,1455
Lars2,8134,10339,6953,19610,5765,5207,3056,15729
Las1l,1453,1787,1495,1631,1391,1596,1355,1541
Lasp1,5401,6623,5861,5759,5444,5897,5899,6256
Lat,10241,13140,12906,13135,9889,13151,12136,13828
Lat2,111,9,100,4,73,9,66,7
Lats1,1670,1706,1282,1418,1592,1403,1489,1661
Lats2,1929,2289,1967,2005,2033,2073,2079,2104
Lax1,6558,1380,6985,1430,6787,1375,7389,1550
Layn,0,0,0,0,0,0,0,0
Lbh,19715,10682,19972,8854,20517,9008,18716,9084
Lbhd1,53,61,73,62,71,64,72,89
Lbp,12,56,20,60,7,50,21,93
Lbr,4272,7363,4991,6617,4241,6209,4481,6613
Lbx2,3,3,4,5,4,2,2,4
Lca5,105,141,82,111,97,111,101,121
Lca5l,1,0,0,0,1,0,1,0
Lcat,30,21,24,17,27,20,27,20
Lce1a1,11,0,16,0,16,0,14,0
Lce1c,0,0,0,0,0,0,0,0
Lck,20306,20880,24136,19377,20970,19529,23441,20150
Lclat1,3460,511,2890,417,3367,369,2773,370
Lcmt1,298,300,362,281,282,288,302,282
Lcmt2,309,402,307,333,258,315,254,292
Lcn10,6,0,3,0,3,0,2,0
Lcn12,1,0,1,0,0,2,1,1
Lcn2,3,2,24,3,2,1,1,0
Lcn4,2,37,2,29,2,37,3,33
Lcn6,0,0,0,0,0,0,0,0
Lcor,429,481,213,426,354,323,294,427
Lcorl,370,427,311,374,382,373,378,411
Lcp1,29025,25068,31962,24035,28151,23152,28692,26788
Lcp2,12723,7396,13215,6829,13152,6567,13002,7113
Lct,9,5,11,1,7,2,6,5
Ldah,1376,1669,1476,1347,1336,1348,1384,1370
Ldb1,8180,9495,8895,8684,8096,9097,9209,10107
Ldb3,1,1,3,0,6,0,2,0
Ldha,6947,10746,8778,10566,7798,11042,7881,10571
Ldha-ps,0,0,0,0,0,0,0,0
Ldha-ps2,1,0,1,2,0,1,0,1
Ldhal6b,8,9,7,8,12,5,12,11
Ldhb,1013,687,1039,596,966,625,773,538
Ldhc,0,0,0,0,0,0,0,0
Ldhd,30,243,24,213,27,210,32,226
Ldlr,147,1333,135,1098,76,987,124,1374
Ldlrad1,4,4,0,0,0,0,3,4
Ldlrad3,106,8,74,3,91,4,58,2
Ldlrad4,1413,433,1013,354,1369,350,1201,385
Ldlrap1,2630,4072,2640,3381,3024,3453,2907,3448
Ldoc1l,424,358,348,261,370,300,339,269
Leap2,0,0,0,0,0,0,0,0
Lect1,2,0,0,0,2,0,0,0
Lef1,2368,20062,2830,16843,2628,16752,3001,16710
Lefty1,8,18,6,16,6,9,9,12
Lekr1,10,7,7,7,7,3,10,2
Lemd1,0,0,0,0,0,0,0,0
Lemd2,1453,1165,1633,1086,1464,1105,1572,1248
Lemd3,944,896,841,785,927,729,839,794
Lenep,0,0,0,0,0,1,0,0
Leng1,306,372,349,337,323,364,381,387
Leng8,6901,6254,6076,5784,6273,5512,5781,5955
Leng9,203,162,256,180,207,185,224,178
Leo1,478,537,465,385,441,408,453,447
Lepr,1,2,2,3,2,1,1,0
Leprot,1247,737,1269,611,1167,596,1158,548
Leprotl1,3960,5948,4902,5647,4198,5478,4683,5348
Letm1,1614,1919,1744,1665,1562,1684,1632,1763
Letm2,173,291,202,277,185,282,188,275
Letmd1,1092,1305,1196,1058,1154,1111,1130,1251
Lfng,3565,9026,3823,6113,3662,6954,3759,7000
Lgals1,2394,767,2733,539,2337,565,2040,543
Lgals12,0,0,0,0,0,0,0,0
Lgals2,0,0,0,0,0,0,0,0
Lgals3,52,0,60,5,63,2,46,3
Lgals3bp,3006,2650,3587,2181,2757,2259,2935,2403
Lgals4,248,235,248,256,224,281,261,302
Lgals7,12,5,13,8,10,4,9,7
Lgals8,1352,1067,1419,1034,1365,1074,1471,1135
Lgals9,2146,3934,2515,3366,1815,3374,2069,3526
Lgalsl,739,32,574,37,648,27,582,25
Lgi1,0,0,0,0,0,0,0,0
Lgi2,15,1,8,0,36,0,15,1
Lgi3,0,0,0,0,0,0,0,0
Lgi4,8,4,6,2,13,6,12,4
Lgmn,179,506,176,429,183,407,177,416
Lgr4,22,4,19,3,26,4,13,2
Lgr5,0,0,0,0,0,0,0,0
Lgr6,8,0,4,1,7,1,8,0
Lhb,5,0,0,0,0,0,1,0
Lhfp,0,4,0,1,0,4,0,1
Lhfpl1,5,2,12,5,5,5,14,1
Lhfpl2,2,1,0,1,2,0,2,5
Lhfpl3,5,9,2,8,5,8,3,5
Lhfpl4,2,0,1,0,1,0,2,0
Lhpp,55,57,64,46,65,54,61,49
Lhx1,0,0,0,0,0,0,0,0
Lhx2,1,0,3,0,1,0,0,0
Lhx3,0,0,0,0,0,0,0,0
Lhx5,0,0,0,0,0,0,0,0
Lhx9,0,0,0,1,0,0,0,0
Lias,538,522,513,475,498,440,530,472
Lif,304,12,186,10,200,6,194,11
Lifr,2,0,0,0,0,1,0,3
Lig1,941,306,1000,359,840,290,947,379
Lig3,1290,1554,1245,1349,1194,1274,1250,1303
Lig4,305,320,269,274,298,291,309,340
Lilra5,0,0,0,0,0,0,0,1
Lilra6,0,0,0,0,1,0,0,0
Lilrb4,304,0,353,4,308,1,248,2
Lima1,438,7,369,7,368,4,341,4
Limch1,0,0,0,0,0,0,1,0
Limd1,2272,2653,2340,2245,2314,2249,2425,2401
Limd2,18942,36227,22235,29053,18920,29863,19356,27589
Lime1,46,38,46,47,41,36,45,47
Limk1,1067,621,1023,536,923,465,956,487
Limk2,1887,2216,2061,1926,1888,1783,2062,2088
Lims1,4503,3104,4465,2882,4508,2728,4532,2892
Lims2,1,0,4,0,2,1,0,0
Lin28a,0,1,1,0,0,0,0,0
Lin37,618,508,650,413,560,512,612,477
Lin52,246,227,243,208,215,203,195,174
Lin54,369,542,387,498,390,533,365,594
Lin7a,1,0,0,0,0,0,0,0
Lin7b,7,2,1,0,6,2,3,0
Lin7c,1553,1810,1556,1656,1470,1393,1387,1484
Lin9,348,306,399,293,377,303,420,346
Lincenc1,0,0,2,0,0,0,0,0
Lincpint,11,3,11,6,10,7,11,13
Lingo1,2,0,2,1,0,0,0,0
Lingo3,0,0,0,0,0,0,0,0
Lingo4,2,0,0,0,0,0,0,0
Lins,218,261,238,260,226,249,231,285
Lipa,1941,3769,2391,3386,2063,3307,2263,3495
Lipc,0,0,2,0,0,0,0,0
Lipe,304,397,285,347,251,328,232,317
Lipg,0,0,0,1,0,3,0,0
Liph,20,1,13,2,18,0,18,1
Lipk,0,0,0,0,0,0,0,0
Lipm,0,0,2,0,1,0,1,0
Lipn,0,1,0,0,0,0,0,0
Lipo1,294,156,341,141,273,134,226,123
Lipo2,0,0,0,0,0,0,0,0
Lipt1,67,71,80,52,55,71,55,63
Lipt2,18,22,20,33,12,31,13,40
Litaf,813,133,746,116,750,91,749,142
Lix1,1,0,1,1,0,0,0,1
Lix1l,196,23,184,18,225,8,164,11
Llgl1,1605,1775,1531,1556,1574,1567,1608,1725
Llgl2,725,696,839,619,774,620,850,699
Llph,161,145,196,146,145,161,139,142
Llph-ps1,0,0,1,0,0,0,0,0
Llph-ps2,3,1,0,1,2,3,4,1
Lman1,1181,708,1266,647,1248,600,1176,640
Lman1l,2,11,3,6,1,8,5,13
Lman2,3955,3277,4262,3037,3982,2990,3889,2997
Lman2l,379,329,443,425,509,428,620,628
Lmbr1,102,83,80,67,85,59,60,61
Lmbr1l,1826,2176,1901,1902,1891,2063,1909,2039
Lmbrd1,1574,1054,1484,970,1592,842,1467,957
Lmbrd2,459,322,294,283,459,227,343,236
Lmcd1,0,0,0,0,0,0,1,0
Lmf1,338,324,335,254,293,245,330,221
Lmf2,1120,1002,1241,839,1189,919,1339,1086
Lmln,69,47,46,35,47,36,40,42
Lmna,165,91,204,112,236,137,150,96
Lmnb1,1445,975,1388,998,1388,866,1407,865
Lmnb2,616,470,615,483,667,472,616,563
Lmntd1,0,4,3,5,3,2,6,3
Lmntd2,321,100,342,103,265,83,328,94
Lmo1,0,0,0,0,2,1,1,1
Lmo2,7,6,6,4,11,7,4,4
Lmo4,665,676,1364,572,990,539,1160,544
Lmo7,2,1,3,1,1,1,1,1
Lmod1,0,0,0,0,0,0,0,0
Lmod3,0,1,0,0,0,0,0,0
Lmtk2,1545,1482,1459,1383,1656,1228,1695,1408
Lmtk3,176,15,113,6,159,5,118,11
Lmx1b,0,0,0,0,1,0,0,0
Lnp,451,412,421,407,410,368,379,379
Lnpep,4277,5036,2251,3988,3741,3019,3024,3967
Lnx1,0,0,1,0,0,0,0,0
Lnx2,3671,1144,3345,1019,3439,948,3484,994
Loh12cr1,239,296,254,233,239,211,251,211
Lonp1,1415,1633,1490,1421,1365,1411,1396,1372
Lonp2,2338,3255,2590,2847,2187,2704,2240,2690
Lonrf1,104,42,73,41,79,38,67,34
Lonrf2,0,0,0,0,0,0,0,0
Lonrf3,5,1,4,2,6,1,3,0
Lox,2,0,2,0,6,0,7,0
Loxhd1,7,0,10,0,21,0,10,0
Loxl1,0,0,0,0,0,0,0,0
Loxl3,17,0,7,2,7,1,11,0
Loxl4,32,0,12,0,19,1,8,0
Lpar1,0,0,0,1,0,0,0,0
Lpar2,515,264,573,269,518,273,471,282
Lpar3,142,0,116,2,113,0,131,0
Lpar4,0,0,0,0,0,0,0,0
Lpar5,301,591,358,485,321,422,335,498
Lpar6,1214,852,1642,762,1312,745,1387,816
Lpcat1,1837,1152,1772,1031,1841,971,1729,1021
Lpcat2,2,1,1,2,0,0,2,1
Lpcat2b,1,0,0,0,0,0,0,0
Lpcat3,694,1235,757,1105,688,1110,671,1128
Lpcat4,1808,901,2174,925,2093,928,2080,1127
Lpgat1,1159,568,965,545,1210,503,1039,528
Lpin1,919,1234,825,1015,833,1018,851,1024
Lpin2,1494,661,1244,663,1399,647,1312,661
Lpin3,57,4,58,8,49,2,51,4
Lpl,119,0,59,0,79,0,31,0
Lpo,3,0,4,0,5,0,9,0
Lpp,1674,1129,1408,880,1912,889,1930,894
Lppos,71,116,95,114,68,104,77,106
Lppr2,116,4,125,9,132,2,110,5
Lppr3,1,0,5,1,0,1,2,0
Lpxn,3536,1131,3879,852,3536,820,3590,840
Lrat,0,0,0,0,0,0,0,0
Lrba,4636,2527,3684,2116,4578,1922,3950,2179
Lrch1,1451,1315,1359,1132,1412,1122,1392,1160
Lrch3,2504,2872,2514,2591,2758,2505,2652,2888
Lrch4,137,128,123,96,128,112,129,136
Lrfn1,28,50,18,44,29,45,18,54
Lrfn3,0,0,0,0,0,0,0,0
Lrfn4,169,4,157,3,156,1,126,3
Lrg1,0,0,3,0,0,0,0,0
Lrguk,0,0,0,0,0,0,0,0
Lrif1,1589,1302,1375,1208,1421,1218,1441,1232
Lrig1,5200,1301,4190,1350,5012,1388,4353,1451
Lrig2,1146,905,980,759,1081,769,977,870
Lrig3,3,1,2,4,0,3,2,2
Lrit2,0,1,0,0,0,0,0,0
Lrit3,0,0,0,0,0,0,0,0
Lrmp,4668,1543,4646,1492,4559,1337,4535,1304
Lrp1,243,18,91,6,100,3,95,6
Lrp10,11632,5085,13297,5113,12155,5205,12499,5465
Lrp11,17,28,21,24,16,24,19,25
Lrp12,91,236,94,192,107,195,94,171
Lrp1b,0,0,0,0,0,0,0,0
Lrp2,0,0,0,0,0,0,0,0
Lrp2bp,0,1,2,0,0,0,2,1
Lrp3,22,0,28,0,16,0,19,0
Lrp4,12,9,7,12,6,17,13,8
Lrp5,21,268,18,215,16,213,15,190
Lrp6,2000,2360,1552,2006,1962,1802,1655,2102
Lrp8,114,177,168,154,113,170,167,171
Lrp8os3,0,2,1,4,1,0,1,1
Lrpap1,841,743,863,611,716,677,790,668
Lrpprc,1067,1763,1321,1676,1127,1587,1203,1766
Lrr1,5,0,5,0,2,0,2,1
Lrrc1,390,656,392,577,394,536,461,640
Lrrc10b,0,0,0,0,1,0,0,0
Lrrc14,453,546,468,463,447,466,442,477
Lrrc14b,0,0,0,0,0,0,0,1
Lrrc16a,44,2,37,0,42,1,20,1
Lrrc16b,54,4,48,7,68,10,43,2
Lrrc2,8,9,1,13,9,3,1,8
Lrrc20,450,176,459,148,456,158,462,173
Lrrc23,64,58,66,57,45,54,59,79
Lrrc24,275,392,299,356,282,353,234,347
Lrrc25,1,0,2,1,1,0,0,0
Lrrc27,23,57,28,35,19,39,16,41
Lrrc28,299,393,329,298,284,299,293,317
Lrrc29,82,75,50,49,62,51,47,28
Lrrc3,0,0,0,0,1,0,0,0
Lrrc32,828,147,801,200,703,154,795,138
Lrrc34,0,0,1,0,0,0,0,0
Lrrc36,0,0,1,0,1,0,0,0
Lrrc39,0,2,0,0,0,0,0,0
Lrrc3b,0,7,1,2,0,1,1,2
Lrrc4,0,0,0,0,0,0,0,0
Lrrc40,387,419,378,344,322,319,333,303
Lrrc41,908,786,978,690,976,654,894,665
Lrrc42,601,879,607,736,578,736,500,724
Lrrc45,993,731,1024,741,965,745,1137,919
Lrrc46,0,0,1,1,0,0,0,0
Lrrc47,1581,1712,1800,1600,1643,1605,1625,1628
Lrrc48,8,10,4,18,2,9,2,14
Lrrc49,116,3,80,1,113,0,74,0
Lrrc4b,0,0,0,0,2,0,0,0
Lrrc51,21,20,24,18,21,10,27,23
Lrrc56,77,82,83,56,78,66,73,66
Lrrc57,332,276,308,248,323,242,303,265
Lrrc58,791,695,637,604,826,563,770,643
Lrrc59,1152,1326,1117,1121,1172,1181,1036,1252
Lrrc6,0,19,2,12,0,12,1,12
Lrrc61,1044,723,1108,596,909,591,896,525
Lrrc63,0,0,0,0,0,2,0,0
Lrrc66,2,3,4,2,2,3,4,3
Lrrc69,0,1,1,2,0,1,0,4
Lrrc7,0,0,0,0,0,0,0,0
Lrrc71,32,6,38,2,25,6,33,3
Lrrc72,2,0,3,0,1,0,0,0
Lrrc73,12,3,12,5,9,4,8,12
Lrrc74a,0,0,0,0,0,0,0,0
Lrrc74b,0,0,0,0,0,0,0,0
Lrrc75a,19,5,16,5,12,10,18,9
Lrrc75aos2,0,0,0,0,0,1,2,0
Lrrc75b,1,580,10,368,5,439,5,442
Lrrc8a,145,414,147,287,138,369,133,387
Lrrc8b,685,859,551,493,560,471,509,454
Lrrc8c,2444,3562,2240,2826,2420,2668,2364,2900
Lrrc8d,1713,616,1527,599,1594,565,1534,578
Lrrc8dos,0,0,0,0,0,0,0,0
Lrrc8e,2,0,3,0,0,0,1,0
Lrrc9,2,0,1,1,0,1,1,0
Lrrcc1,983,638,838,532,876,468,891,486
Lrrd1,7,11,4,10,9,6,4,11
Lrrfip1,6893,5916,6531,4939,6612,4751,6348,5028
Lrrfip2,1086,318,917,273,1047,288,929,279
Lrriq3,10,6,11,2,5,2,8,4
Lrriq4,0,0,0,0,0,0,0,0
Lrrk1,171,12,128,4,158,8,129,10
Lrrk2,30,3,19,4,31,4,23,6
Lrrn1,1,0,0,0,3,0,0,0
Lrrn2,11,0,15,0,11,0,10,0
Lrrn3,287,0,375,0,304,0,367,0
Lrrn4,48,9,68,4,45,3,40,9
Lrrn4cl,3,1,0,0,1,3,4,1
Lrrtm2,1,8,0,4,1,5,1,1
Lrsam1,311,270,283,191,277,190,205,210
Lrtm2,13,17,21,15,12,10,18,13
Lrwd1,1446,1375,1630,1203,1315,1163,1584,1280
Lsg1,910,1193,1009,1033,936,1053,932,1029
Lsm1,522,553,552,493,504,497,564,447
Lsm10,359,277,324,231,340,268,320,260
Lsm11,303,557,267,525,277,502,307,613
Lsm12,692,770,800,696,697,632,724,705
Lsm14a,3905,3707,4264,3484,3915,3490,4100,3670
Lsm14b,1218,1185,1316,1062,1216,1078,1311,1253
Lsm2,386,493,510,421,426,484,427,464
Lsm3,509,560,659,524,564,507,602,537
Lsm4,1230,1825,1416,1566,1200,1636,1188,1389
Lsm5,188,249,228,205,173,219,180,195
Lsm6,689,786,751,681,621,726,657,667
Lsm7,136,183,160,173,148,154,155,161
Lsm8,643,717,662,624,610,651,582,572
Lsmem1,2,0,0,1,0,0,0,0
Lsmem2,0,0,0,0,0,0,0,0
Lsp1,9004,10517,11997,9212,9848,9890,10347,9632
Lsr,298,12,273,8,321,12,196,13
Lss,374,617,382,566,336,532,326,653
Lst1,31,30,28,20,15,21,22,16
Lta,602,527,597,413,636,456,540,415
Lta4h,1828,3153,2371,3068,1962,2874,2044,3144
Ltb,11374,15660,12641,11739,12003,13771,11385,12519
Ltb4r1,5,0,6,2,3,0,3,0
Ltb4r2,0,0,0,0,0,0,0,0
Ltbp1,1,0,0,0,1,0,0,0
Ltbp2,8,0,9,0,6,0,8,2
Ltbp3,115,0,56,1,84,0,87,0
Ltbp4,96,0,116,0,117,0,111,0
Ltbr,29,4,30,4,29,0,18,0
Ltc4s,0,0,1,0,0,0,0,0
Ltf,8,7,43,7,4,1,0,1
Ltk,5,0,13,0,3,0,13,0
Ltn1,1871,2415,1863,2133,1885,1947,1948,2195
Ltv1,625,918,623,876,608,767,551,744
Luc7l,1966,1930,1991,2026,2092,1986,2154,2294
Luc7l2,6853,4286,5058,3738,5704,3582,5289,3935
Luc7l3,3101,2864,3052,2695,3021,2764,3142,3046
Lum,1,0,2,0,0,0,0,0
Lurap1,1,1,2,0,1,2,0,0
Lurap1l,0,0,0,0,0,0,0,0
Luzp1,331,99,327,95,404,105,369,106
Lvrn,0,0,1,0,0,0,0,0
Lxn,321,65,447,46,381,62,462,77
Ly6a,4698,2070,7291,3631,5678,3582,5070,3020
Ly6c1,5,1260,8,1521,7,1412,5,1311
Ly6c2,22,28,41,28,8,25,6,29
Ly6d,8,7,8,7,2,1,5,3
Ly6e,25671,21252,31227,22399,26226,23212,26832,22171
Ly6g,0,0,0,0,0,0,0,0
Ly6g5b,21,22,19,22,21,20,18,20
Ly6g6c,1,0,0,0,1,0,0,0
Ly6g6d,0,0,0,0,0,0,0,0
Ly6g6f,0,0,0,0,0,0,0,0
Ly6h,0,0,0,0,0,0,0,0
Ly6i,4,4,2,2,3,2,6,2
Ly6k,26,109,6,46,28,57,26,65
Ly75,2194,2665,1742,2297,1921,2110,1745,2264
Ly86,8,4,7,1,4,4,4,1
Ly9,4096,4593,4945,4572,4321,4584,4685,4890
Ly96,149,10,123,6,154,6,151,11
Lyar,359,644,423,564,394,633,400,558
Lyg1,0,0,0,0,0,0,0,0
Lyl1,93,14,94,5,63,10,72,10
Lyn,210,3,183,4,158,0,115,4
Lynx1,14,196,10,125,15,143,16,119
Lypd1,16,0,34,0,28,1,2,0
Lypd3,0,0,0,0,0,0,0,0
Lypd4,0,0,0,0,0,0,1,0
Lypd6,0,0,0,0,0,0,0,0
Lypd6b,28,710,45,566,18,483,32,480
Lypla1,1059,1143,1181,997,988,957,1059,971
Lypla2,3550,2990,4030,2695,3551,2676,3564,2802
Lyplal1,8,0,7,0,0,0,1,2
Lyrm1,101,86,110,66,71,73,88,69
Lyrm2,318,303,377,288,297,265,290,238
Lyrm4,244,202,271,159,211,152,242,174
Lyrm5,361,293,402,291,309,299,327,251
Lyrm7,65,148,63,137,39,117,51,98
Lyrm9,368,396,281,312,296,321,290,350
Lysmd1,47,47,44,48,44,42,40,47
Lysmd2,122,169,145,156,87,109,108,115
Lysmd3,413,704,399,630,485,632,428,621
Lysmd4,257,163,233,151,243,175,240,178
Lyst,2840,4532,1793,3349,2548,2958,2358,3923
Lyve1,0,0,0,0,0,0,0,0
Lyz1,1,1,0,0,0,0,2,0
Lyz2,164,45,175,29,29,13,30,11
Lyzl1,0,0,0,0,0,0,0,0
Lyzl4,0,1,0,0,0,1,0,1
Lzic,470,508,524,404,451,407,476,442
Lztfl1,347,404,319,303,336,319,362,318
Lztr1,1379,1491,1577,1299,1401,1375,1525,1463
Lzts1,202,226,153,150,123,153,146,182
Lzts2,62,84,92,59,77,67,109,82
Lzts3,62,28,52,30,56,41,62,43
M1ap,4,0,5,0,1,1,3,0
M5C1000I18Rik,2,0,4,0,0,0,2,0
M6pr,5621,3819,6086,3693,5459,3398,5544,3545
M6pr-ps,2,2,3,1,5,3,3,1
Maats1,4,0,13,0,9,0,12,0
Mab21l1,0,0,0,0,0,0,1,0
Mab21l2,4,1,6,0,14,0,5,0
Mab21l3,0,0,0,0,1,0,0,0
Macc1,12,0,7,0,5,0,8,0
Macf1,21909,38189,15295,30662,19063,26956,19741,34867
Macrod1,128,366,155,312,98,320,102,290
Macrod2,3,22,2,20,3,21,4,13
Mad1l1,450,532,515,489,448,487,524,480
Mad2l1,316,211,333,221,296,205,321,202
Mad2l1bp,395,658,470,560,397,617,402,543
Mad2l2,228,308,261,285,209,265,219,283
Madcam1,17,0,12,1,29,0,20,0
Madd,5978,7606,6039,7022,6902,7219,6856,7872
Maea,1904,1675,2217,1681,1918,1705,2027,1604
Maf,15241,116,15077,404,16294,279,15843,311
Maf1,2685,3157,2996,2615,2842,2798,2857,2718
Mafa,5,0,2,1,6,0,2,1
Mafb,3,1,2,1,3,1,3,4
Maff,47,59,44,61,55,65,41,63
Mafg,1538,317,1407,310,1603,344,1593,370
Mafk,648,1073,627,923,606,960,656,1009
Mag,1,0,0,0,1,0,0,0
Mageb3,0,0,1,0,0,1,0,0
Maged1,525,50,403,21,651,35,447,30
Maged2,368,63,350,61,371,56,296,40
Magee1,525,127,488,129,551,128,457,117
Magee2,53,1,35,0,31,0,21,0
Mageh1,116,4,111,7,95,1,81,5
Magi1,22,0,26,1,17,1,10,0
Magi2,62,24,79,23,53,15,51,25
Magi3,764,495,554,416,768,392,522,486
Magix,0,0,2,1,0,0,0,0
Magoh,815,871,965,793,818,801,779,766
Magohb,83,73,67,57,70,58,53,61
Magt1,860,1456,1039,1303,875,1173,911,1387
Mak,0,0,0,0,0,0,0,0
Mak16,1233,1801,1299,1648,1176,1658,1231,1661
Mal,0,0,0,0,0,0,0,0
Mal2,0,0,0,0,0,0,0,0
Malat1,25216,10567,13442,9565,18282,8340,13060,7971
Malsu1,233,219,247,233,240,214,215,202
Malt1,11597,3631,9961,3134,12631,2846,11177,3263
Mamdc2,0,0,1,0,0,0,0,0
Mamdc4,133,144,127,165,121,165,118,170
Maml1,1669,1993,1545,1812,1600,1720,1605,1875
Maml2,1802,1878,1793,1670,2030,1692,1906,1741
Maml3,174,287,105,188,184,187,106,257
Mamld1,0,0,0,0,0,0,0,0
Mamstr,3,3,2,1,0,1,1,3
Man1a,3046,3048,2723,2823,3129,2647,2699,2612
Man1a2,1592,2249,1569,1991,1616,1921,1692,2084
Man1b1,1749,1650,1782,1464,1841,1512,1833,1598
Man1c1,1202,306,917,269,1274,237,1073,224
Man2a1,3422,2497,3360,2358,3448,2275,3617,2665
Man2a2,3818,3331,3714,3105,3651,2960,4302,3244
Man2b1,3190,3163,3836,3179,3317,3213,3742,3883
Man2b2,2421,1521,2465,1245,2322,1215,2393,1209
Man2c1,2013,2195,2103,2010,2084,2040,2122,2181
Man2c1os,31,61,37,38,33,36,39,44
Manba,1152,700,1062,655,1076,619,948,627
Manbal,373,352,415,336,375,291,335,283
Manea,449,515,436,468,407,429,411,416
Maneal,108,35,77,31,91,26,79,31
Manf,955,1154,1148,1065,1011,1123,1073,1105
Mansc1,229,128,188,99,163,105,177,86
Mansc4,0,0,1,0,0,1,0,0
Maoa,2,8,2,9,2,5,3,4
Maob,0,0,0,0,0,1,0,0
Map10,23,28,27,39,9,33,23,41
Map1a,14,0,7,0,5,1,13,2
Map1b,12,1,16,0,15,3,5,0
Map1lc3a,58,61,63,53,54,52,63,66
Map1lc3b,2164,1661,2272,1510,2225,1562,2193,1564
Map1s,1232,1044,1521,1049,1394,1105,1467,1170
Map2,1020,26,811,32,1199,22,747,32
Map2k1,1438,1660,1694,1520,1646,1509,1636,1521
Map2k2,1827,2050,2072,1915,1808,1940,1983,1956
Map2k3,1573,679,1484,645,1486,684,1423,681
Map2k3os,15,24,21,20,14,17,20,17
Map2k4,1419,1511,1466,1341,1372,1276,1415,1325
Map2k5,618,661,580,536,578,615,607,646
Map2k6,193,319,214,270,170,211,216,269
Map2k7,2640,2801,2410,2307,2511,2469,2327,2465
Map3k1,3103,3968,3203,3578,3236,3629,3179,3724
Map3k10,491,429,427,339,422,370,478,358
Map3k11,2484,2129,2503,1929,2330,2001,2473,2026
Map3k12,471,322,471,250,490,238,529,293
Map3k13,43,45,28,29,66,39,45,39
Map3k14,1073,2254,1293,2222,1233,2499,1244,2245
Map3k15,79,51,66,58,66,41,76,56
Map3k19,59,12,72,6,53,14,56,9
Map3k2,2219,2198,1706,2158,2076,1820,1873,2164
Map3k3,2395,4045,2222,3255,2408,3314,2270,3520
Map3k4,1393,1181,1393,1012,1398,988,1353,1097
Map3k5,2900,1078,2895,1302,3114,1223,3014,1251
Map3k6,3,0,2,1,5,0,3,4
Map3k7,2118,2317,1899,1895,2022,1805,1939,1958
Map3k7cl,0,0,0,0,0,0,0,0
Map3k8,328,128,233,97,316,93,289,100
Map3k9,51,262,52,151,43,195,42,186
Map4,2974,3301,3205,2735,3111,2906,3316,3363
Map4k1,4476,2740,4693,2328,3949,2305,4595,2477
Map4k2,8878,11396,8771,10044,8258,10361,9390,11730
Map4k3,342,418,327,342,337,342,325,364
Map4k4,5273,7832,4858,6793,5240,6814,5019,6945
Map4k5,203,321,154,253,116,257,152,218
Map6,515,19,457,13,547,0,473,5
Map7,694,926,474,681,576,744,466,649
Map7d1,1780,1244,1972,1059,1807,1135,2011,1259
Map7d2,1,0,0,0,0,0,0,0
Map9,107,14,76,12,87,7,67,7
Mapk1,6806,5458,6370,5019,6823,4774,6907,4980
Mapk10,1,0,0,0,0,0,0,0
Mapk11,1041,875,1536,951,1319,850,1292,995
Mapk12,388,24,600,29,443,19,425,36
Mapk13,0,0,1,0,2,0,0,1
Mapk14,3246,3530,3574,3535,3617,3472,3582,3733
Mapk15,1,1,0,1,0,1,2,1
Mapk1ip1,544,521,664,510,559,505,680,619
Mapk1ip1l,1651,2278,1468,1963,1510,1963,1543,2087
Mapk3,1471,1333,1493,902,1446,919,1317,872
Mapk4,1,1,0,0,0,1,0,0
Mapk6,1019,1144,1121,1015,1049,990,1127,1042
Mapk7,557,656,568,601,615,573,542,629
Mapk8,771,818,674,719,663,722,599,759
Mapk8ip1,580,3,414,1,477,5,311,2
Mapk8ip2,4,4,3,2,4,2,3,3
Mapk8ip3,3691,3441,3737,3398,3798,3395,3955,3920
Mapk9,1690,1588,1448,1407,1430,1376,1422,1337
Mapkap1,1273,1053,1332,938,1181,957,1164,900
Mapkapk2,3128,2158,3211,1707,3271,1700,2883,1608
Mapkapk3,2084,1563,1957,1368,1839,1393,1667,1430
Mapkapk5,60,72,68,62,57,55,76,84
Mapkbp1,1190,589,778,445,1042,386,900,410
Mapre1,3368,4318,3443,3713,3075,3751,3236,3841
Mapre2,2270,524,2357,597,2186,603,2317,585
Mapre3,611,125,634,124,610,117,619,136
Mapt,3,3,1,0,0,0,1,0
Marc1,0,2,0,1,0,0,0,3
Marc2,1103,1802,1305,1479,1090,1571,1140,1601
March1,5,2,4,0,3,2,3,0
March11,0,0,0,0,0,0,0,0
