gene_name,TC1-Tfh,TC1-Tn,TC2-Tfh,TC2-Tn,TC4-Tfh,TC4-Tn
Rpl36-ps10,0,0,1,0,0,0
Rpl36-ps2,3,5,3,4,4,4
Rpl36-ps3,0,1,0,2,0,0
Rpl36-ps4,0,0,0,0,0,0
Rpl36a,2807,7378,2308,5788,2677,6653
Rpl36a-ps1,0,1,0,0,0,1
Rpl36a-ps2,29,105,26,76,42,90
Rpl36a-ps3,1,0,0,0,0,0
Rpl36al,385,713,317,632,355,620
Rpl37,3825,8142,3356,6484,3813,7573
Rpl37a,4209,9678,3618,7534,4375,8592
Rpl37rt,249,467,190,352,234,405
Rpl38,1834,3621,1504,3044,1727,3172
Rpl38-ps1,0,1,0,1,0,0
Rpl38-ps2,9,6,3,15,4,12
Rpl39,2346,5575,1953,4438,2211,4933
Rpl39-ps,93,211,86,153,108,189
Rpl39l,53,36,43,21,21,31
Rpl3l,0,0,1,0,0,0
Rpl4,21941,55705,19833,44610,21750,50444
Rpl41,3946,7630,3453,6235,3751,7251
Rpl48-ps1,0,0,0,0,0,0
Rpl5,7270,21594,6410,17306,7719,19270
Rpl5-ps1,9,22,8,28,19,29
Rpl5-ps2,0,11,2,7,1,5
Rpl6,6086,13716,5300,11120,6209,11963
Rpl7,9368,22940,8447,17778,9926,20782
Rpl7a,6229,13825,5454,10918,6327,12589
Rpl7a-ps10,1,0,1,1,1,1
Rpl7a-ps11,0,0,0,0,0,0
Rpl7a-ps12,0,0,0,0,0,0
Rpl7a-ps13,0,0,0,0,0,2
Rpl7a-ps3,0,0,1,1,1,1
Rpl7a-ps5,0,0,0,2,0,0
Rpl7a-ps7,12,7,3,3,9,4
Rpl7a-ps8,0,1,0,0,1,0
Rpl7a-ps9,0,0,0,0,0,0
Rpl7l1,1003,1101,836,986,1132,1115
Rpl8,11166,31186,9412,25258,11354,28675
Rpl9,8485,19626,7331,15900,8798,16820
Rpl9-ps1,0,0,0,0,0,0
Rpl9-ps2,0,0,0,1,0,0
Rpl9-ps3,0,0,0,0,0,0
Rpl9-ps4,0,0,1,0,0,1
Rpl9-ps5,0,0,0,0,0,0
Rpl9-ps6,109,276,148,204,128,242
Rpl9-ps7,1,3,5,4,0,2
Rpl9-ps8,0,0,0,0,1,0
Rpl9-ps9,0,0,0,0,0,0
Rplp0,14316,41959,12264,33106,14229,38602
Rplp0-ps1,1,3,0,1,2,1
Rplp1,15795,43151,13674,35231,15393,40531
Rplp1-ps1,0,0,0,0,1,1
Rplp2,8647,21786,7787,18012,8807,21132
Rpn1,1731,1605,1572,1407,1792,1755
Rpn2,3106,3326,2740,2691,3378,3279
Rpp14,190,235,157,214,210,245
Rpp21,332,569,316,476,349,491
Rpp25,0,0,1,0,0,3
Rpp25l,212,197,181,206,237,169
Rpp30,161,202,144,151,196,165
Rpp38,59,116,46,82,78,127
Rpp40,63,151,77,141,62,181
Rpph1,7,14,8,28,11,18
Rprd1a,247,181,203,148,286,225
Rprd1b,1086,1128,968,961,1147,1183
Rprd2,3137,3711,3213,3916,3635,4235
Rprm,0,0,0,0,0,0
Rps10,2724,6747,2312,5687,2994,5869
Rps10-ps1,65,210,64,156,75,183
Rps10-ps2,17,42,15,40,25,29
Rps10-ps3,0,0,0,0,0,0
Rps11,7749,13888,6976,10454,7736,11702
Rps11-ps1,16,12,9,12,12,7
Rps11-ps2,1,6,0,3,1,2
Rps11-ps3,1,0,2,2,0,2
Rps11-ps4,0,2,1,2,0,3
Rps11-ps5,2,2,8,3,2,7
Rps12,7271,16266,6272,13431,7201,15804
Rps12-ps1,0,0,2,0,0,2
Rps12-ps10,11,32,9,13,23,29
Rps12-ps16,0,0,0,0,0,0
Rps12-ps19,1,2,1,1,2,2
Rps12-ps26,7,6,1,10,15,7
Rps12-ps3,0,0,0,0,0,0
Rps12-ps5,0,1,0,0,1,0
Rps12-ps7,0,0,0,0,0,0
Rps12-ps9,1,2,1,1,0,2
Rps12l1,0,0,0,0,0,0
Rps12l2,1,0,0,0,1,1
Rps13,6097,13869,5477,11599,5986,12728
Rps13-ps1,5,13,3,4,4,2
Rps13-ps2,176,372,143,309,183,329
Rps13-ps4,13,26,11,11,15,16
Rps13-ps5,0,0,0,0,0,0
Rps13-ps6,0,0,0,0,0,0
Rps13-ps7,0,0,0,0,0,0
Rps14,8867,20069,7339,16221,8582,18373
Rps15,10241,26102,8581,20999,9895,22795
Rps15-ps2,11,24,10,16,5,24
Rps15a,9618,21821,8328,16872,9037,20192
Rps15a-ps1,0,0,1,0,0,0
Rps15a-ps2,0,0,0,1,0,0
Rps15a-ps3,1,1,0,3,0,2
Rps15a-ps4,4,8,0,3,2,6
Rps15a-ps5,4,8,2,6,5,10
Rps15a-ps6,115,246,120,171,127,204
Rps15a-ps7,11,11,6,11,7,18
Rps15a-ps8,2,3,1,4,0,4
Rps16,5074,15279,4268,12029,4717,13904
Rps16-ps2,229,652,213,535,249,599
Rps16-ps3,0,0,0,0,0,0
Rps17,2878,7815,2495,6509,2909,7543
Rps18,5535,13667,4722,10749,5639,12189
Rps18-ps1,1,2,0,3,0,1
Rps18-ps3,1,2,2,3,2,2
Rps19,3737,13288,3208,10420,3617,11347
Rps19-ps10,0,0,0,0,0,0
Rps19-ps11,0,0,0,0,0,0
Rps19-ps12,0,0,0,1,1,0
Rps19-ps13,0,0,0,1,0,0
Rps19-ps3,16,23,12,17,13,24
Rps19-ps4,1,1,1,1,1,0
Rps19-ps5,0,0,0,0,0,1
Rps19-ps6,1,2,0,1,0,3
Rps19-ps7,1,0,2,0,0,1
Rps19-ps8,0,2,0,0,0,0
Rps19-ps9,0,1,0,1,0,0
Rps19bp1,165,208,141,161,179,173
Rps2,6225,13349,5599,10958,6303,11861
Rps2-ps10,0,0,0,1,1,0
Rps2-ps11,0,0,0,2,1,1
Rps2-ps13,0,1,0,0,1,1
Rps2-ps2,0,0,0,0,0,0
Rps2-ps4,0,0,0,0,0,1
Rps2-ps5,1,4,2,1,1,3
Rps2-ps6,0,0,0,1,2,3
Rps2-ps9,0,0,0,1,1,0
Rps20,5043,15964,4275,12598,5125,14468
Rps21,4890,11812,3914,9839,5051,10584
Rps23,4557,11817,3984,9587,4564,11150
Rps23-ps1,3,15,6,11,11,16
Rps23-ps2,0,0,0,0,1,2
Rps24,8680,27777,7960,22199,9231,25713
Rps24-ps2,0,1,0,1,1,2
Rps24-ps3,114,351,107,341,105,326
Rps25,2902,7071,2447,5643,2826,6461
Rps25-ps1,4,10,2,9,5,12
Rps26,3519,8611,3353,7023,3685,7795
Rps26-ps1,2,4,1,4,2,4
Rps27,13880,32792,11766,25996,13543,28528
Rps27-ps1,0,1,0,0,0,2
Rps27a,5416,12547,4707,10024,5550,11062
Rps27a-ps1,24,12,21,11,29,22
Rps27a-ps2,0,3,1,2,2,0
Rps27l,231,202,156,126,200,172
Rps27rt,121,320,125,248,161,279
Rps28,1899,4825,1552,3995,1822,4259
Rps29,6842,17091,5931,13949,7350,15705
Rps3,14233,36507,12310,28740,14032,33932
Rps3a1,8208,19379,7280,15316,8469,17018
Rps3a2,3,4,1,4,0,3
Rps3a3,9,20,3,15,7,19
Rps4l,16,7,27,19,43,14
Rps4x,10167,27836,8824,22193,10201,25106
Rps4x-ps,2,5,1,1,1,3
Rps5,9971,25961,8300,20842,10175,22955
Rps6,5979,15254,5394,11818,6194,13390
Rps6-ps1,2,3,3,2,2,3
Rps6-ps2,21,55,21,52,25,53
Rps6-ps3,12,28,13,21,10,15
Rps6-ps4,7,29,11,19,17,25
Rps6ka1,3216,4219,3033,3660,3270,4111
Rps6ka2,40,154,30,140,42,155
Rps6ka3,2834,4958,2861,4526,3024,5246
Rps6ka4,1028,1055,893,859,981,902
Rps6ka5,157,196,152,202,164,231
Rps6ka6,0,2,1,0,0,0
Rps6kb1,1478,1737,1399,1682,1677,1866
Rps6kb2,852,822,745,776,821,849
Rps6kc1,653,154,501,142,655,158
Rps6kl1,7,11,12,17,11,19
Rps7,4589,13964,4299,10663,4625,12354
Rps8,7062,18145,6161,15021,7467,16767
Rps8-ps1,1,1,0,3,0,2
Rps8-ps3,0,1,0,1,0,0
Rps8-ps4,0,2,0,0,1,3
Rps9,11562,27021,10321,21363,12261,25007
Rpsa,16622,33933,14697,27696,17149,30753
Rpsa-ps1,2,5,2,4,5,2
Rpsa-ps10,9,29,14,14,17,19
Rpsa-ps11,42,68,23,63,30,62
Rpsa-ps12,1,6,1,2,1,1
Rpsa-ps2,2,8,2,2,2,3
Rpsa-ps3,0,0,0,0,0,0
Rpsa-ps4,3,14,6,7,6,5
Rpsa-ps5,0,0,0,0,0,143
Rpsa-ps9,5,4,2,8,0,3
Rptor,1056,1166,1103,1044,1211,1197
Rptoros,0,1,0,1,0,0
Rpusd1,279,175,254,143,277,149
Rpusd2,109,164,80,93,86,142
Rpusd3,106,110,74,93,90,116
Rpusd4,558,669,425,557,566,681
Rqcd1,926,963,765,777,921,945
Rrad,229,533,218,451,215,415
Rraga,736,714,620,664,680,707
Rragb,205,158,176,124,212,105
Rragc,1082,1069,956,978,1091,965
Rragd,207,90,205,57,178,63
Rras,173,141,170,133,199,124
Rras2,83,820,89,607,90,736
Rrbp1,2231,1571,1939,1460,2326,1496
Rreb1,404,1702,610,1525,461,1723
Rrh,3,0,0,1,2,0
Rrm1,829,641,770,622,922,575
Rrm2,101,65,131,58,135,50
Rrm2b,661,819,613,600,723,826
Rrn3,811,1250,671,1105,761,1240
Rrnad1,1071,1138,960,1058,1172,1147
Rrp1,3028,3380,2581,3042,2887,3385
Rrp12,437,919,404,840,438,829
Rrp15,307,382,250,330,287,338
Rrp1b,988,1151,973,1033,1104,1128
Rrp36,406,515,391,455,424,506
Rrp7a,993,1120,901,952,1011,1029
Rrp8,525,643,468,557,517,596
Rrp9,542,981,451,905,511,1000
Rrs1,273,558,295,513,355,584
Rs1,0,0,0,0,0,0
Rsad1,119,175,116,143,139,144
Rsad2,191,87,81,51,179,96
Rsbn1,2484,2083,2125,1794,2442,1960
Rsbn1l,2407,2760,2360,2460,2426,2724
Rsf1,2208,2293,2036,2094,2230,2315
Rsf1os2,1,3,1,4,5,4
Rsg1,49,46,27,52,45,45
Rsl1,257,190,176,198,243,224
Rsl1d1,1403,2102,1259,1858,1518,2036
Rsl24d1,419,499,390,449,425,476
Rslcan18,6,5,4,2,15,7
Rsph1,17,4,6,3,12,1
Rsph10b,28,46,28,49,30,60
Rsph14,0,0,0,0,0,0
Rsph3a,59,26,62,18,56,22
Rsph3b,81,34,57,22,79,37
Rsph4a,0,0,0,0,2,0
Rsph6a,0,2,0,0,0,0
Rsph9,5,2,4,1,3,2
Rspo1,0,0,0,0,0,0
Rspo2,0,0,0,0,0,0
Rspo4os,1,0,1,0,0,0
Rspry1,1016,1008,929,950,1095,996
Rsrc1,559,476,483,403,567,399
Rsrc2,3352,3357,3228,3216,3755,3623
Rsrp1,8451,12404,7217,9811,9914,11038
Rsu1,576,786,576,677,706,790
Rtca,454,449,393,346,396,408
Rtcb,1834,2953,1560,2220,2021,2741
Rtel1,1656,2080,1458,1823,1879,2176
Rtf1,1767,2522,1911,2479,2130,2792
Rtfdc1,1765,1437,1481,1310,1836,1518
Rtkn,17,2,24,1,19,2
Rtkn2,5,1,3,0,11,4
Rtl1,36,0,17,0,38,0
Rtn1,0,0,1,0,0,0
Rtn2,7,3,7,0,4,2
Rtn3,3243,2115,2965,1886,3688,2082
Rtn4,1613,1355,1510,1244,1674,1218
Rtn4ip1,242,253,207,208,269,311
Rtn4r,0,0,0,0,0,0
Rtn4rl1,67,619,85,608,90,698
Rtn4rl2,0,0,0,0,0,0
Rtp1,0,0,0,0,1,0
Rtp3,0,0,0,0,0,0
Rtp4,278,486,270,340,320,535
Rttn,454,547,434,470,492,584
Rubie,0,0,0,0,0,0
Rufy1,685,597,540,550,648,605
Rufy2,1347,1428,1199,1259,1471,1464
Rufy3,313,181,312,173,393,154
Rufy4,0,12,3,13,1,18
Rundc1,984,881,810,684,987,789
Rundc3a,583,76,261,64,387,87
Rundc3b,375,649,423,564,354,510
Runx1,2976,2514,2697,2308,2964,2625
Runx1t1,0,0,0,0,0,0
Runx2,679,25,669,12,703,18
Runx2os1,11,0,9,0,5,0
Runx2os2,1,0,0,0,0,0
Runx3,864,1952,1002,1894,827,1838
Rusc1,329,343,295,291,329,363
Rusc2,0,0,0,0,1,0
Ruvbl1,356,344,273,289,354,353
Ruvbl2,804,1030,668,881,775,1023
Rwdd1,338,402,319,326,337,365
Rwdd2a,20,29,19,21,16,24
Rwdd2b,151,195,156,164,191,225
Rwdd3,35,66,36,60,48,80
Rwdd4a,534,686,457,590,522,635
Rxfp1,2,1,3,0,1,0
Rxfp2,0,0,0,0,0,0
Rxfp3,1,0,1,0,2,0
Rxra,458,388,504,332,473,333
Rxrb,1523,2236,1398,1872,1471,2276
Rxrg,0,0,0,0,0,0
Rybp,189,267,169,237,181,229
Ryk,569,4,519,4,683,4
Ryr1,103,0,146,0,117,0
Ryr2,16,0,35,0,15,1
Ryr3,426,48,401,39,375,21
S100a1,14,3,16,4,17,2
S100a10,3625,1769,3278,1516,4176,1801
S100a11,2165,342,1757,243,2378,264
S100a13,419,427,336,362,434,417
S100a14,5,7,2,4,2,3
S100a16,0,1,0,0,0,0
S100a2,4,0,1,0,3,0
S100a3,8,1,12,1,10,0
S100a4,157,1,155,1,172,0
S100a5,0,0,6,0,8,0
S100a6,1213,7,1102,6,1334,8
S100a7a,3,0,4,0,6,0
S100a8,0,0,0,0,0,0
S100a9,0,0,0,1,0,1
S100b,0,0,1,0,0,0
S100pbp,1818,1614,1709,1404,1911,1625
S100z,0,0,0,0,0,0
S1pr1,4665,19096,4442,16083,5009,18973
S1pr2,1801,127,972,110,1503,125
S1pr3,65,0,30,0,59,1
S1pr4,1539,3770,1236,3149,1512,3681
S1pr5,0,1,0,0,0,0
SCARNA4,0,0,0,0,0,0
SNORA50,0,0,0,0,1,0
Saa3,0,0,0,0,0,0
Saal1,353,353,325,331,393,371
Sac3d1,87,172,91,122,78,161
Sacm1l,1949,1273,1675,1044,2033,1242
Sacs,2175,2740,1989,2505,2236,2796
Sae1,1293,1331,1036,1160,1228,1310
Safb,4478,5004,4123,4919,4570,5142
Safb2,4915,4850,4614,4969,5141,5278
Sag,72,116,54,119,65,148
Sall2,612,324,525,263,701,352
Sall3,1,0,6,0,11,0
Sall4,0,0,0,0,0,0
Samd1,799,1057,902,962,876,1040
Samd10,658,368,480,308,689,343
Samd11,278,4,214,2,279,4
Samd12,19,0,1,0,31,0
Samd13,0,3,0,4,0,1
Samd14,168,3,128,0,175,2
Samd15,3,6,4,1,5,7
Samd3,32,7,66,3,23,10
Samd4,1,0,0,0,1,0
Samd5,37,0,8,0,23,0
Samd8,473,758,402,696,507,667
Samd9l,5034,6985,4667,5686,5901,7627
Samhd1,13285,10010,10367,8288,14336,10266
Samm50,1140,1360,1055,1225,1159,1444
Samsn1,1931,367,1750,309,2040,393
Sap130,1914,1994,1753,1820,2004,2166
Sap18,513,627,506,572,534,652
Sap25,19,11,5,11,10,21
Sap30,67,36,49,41,68,24
Sap30bp,783,882,690,725,827,817
Sap30l,418,413,392,417,424,427
Sapcd1,10,11,19,6,7,6
Sapcd2,3,0,8,0,10,1
Sar1a,1435,1596,1296,1366,1600,1546
Sar1b,614,433,561,399,635,414
Saraf,3609,8268,3161,6925,3357,7450
Sardh,5,19,11,13,6,27
Sardhos,0,0,0,0,1,0
Sarm1,111,64,102,39,128,46
Sarnp,490,522,467,478,486,505
Sars,2242,2949,1969,2533,2194,2808
Sars2,341,442,272,404,323,420
Sart1,2745,3377,2469,2968,2678,3373
Sart3,1872,1897,1623,1750,1911,1913
Sash1,78,1,64,2,88,0
Sash3,8078,9041,7306,7455,7873,8806
Sass6,186,221,188,206,237,245
Sat1,2279,2062,2035,1842,2060,1844
Sat2,0,0,0,0,0,0
Satb1,406,17444,482,15292,328,18135
Satb2,3,0,1,0,2,3
Sav1,932,889,868,751,924,822
Saxo2,2,0,1,0,3,0
Saysd1,234,291,179,254,233,321
Sbds,1083,1074,888,827,1183,1128
Sbf1,10742,11878,9601,11021,10788,11977
Sbf2,135,206,164,185,212,173
Sbk1,862,1626,738,1319,886,1583
Sbk2,0,2,0,0,1,3
Sbk3,3,1,4,1,5,0
Sbno1,4578,4841,4313,4473,5072,5002
Sbno2,3445,3061,2559,2436,3318,2880
Sbsn,2,4,3,2,1,2
Sbspon,0,2,0,0,0,0
Sc5d,485,714,538,634,540,768
Scaf1,3283,3383,2954,2974,3315,3576
Scaf11,4181,4386,3703,3776,4348,4347
Scaf4,2004,2353,1854,2123,2059,2529
Scaf8,3653,3325,3137,3079,3674,3450
Scai,1556,1508,1685,1478,1650,1651
Scamp1,158,19,115,21,155,21
Scamp2,1579,1290,1385,1118,1621,1248
Scamp3,2908,2740,2839,2565,2619,2567
Scamp4,1,3,0,5,5,3
Scamp5,1,0,0,0,0,0
Scand1,404,501,441,559,483,567
Scap,2097,2630,1891,2404,2111,2529
Scaper,655,611,569,654,630,567
Scara3,0,0,1,0,0,0
Scarb1,176,261,157,246,197,212
Scarb2,1381,1713,1241,1523,1425,1715
Scarf1,9,6,5,2,3,6
Scarf2,0,0,0,0,0,0
Scarna13,2,0,0,1,2,3
Scarna17,3,3,0,2,3,8
Scarna2,35,38,30,27,29,47
Scarna3a,2,1,1,1,0,0
Scarna3b,0,0,1,2,1,1
Scarna6,2,6,9,0,2,2
Scarna8,4,3,0,1,0,2
Scarna9,0,1,1,1,1,0
Sccpdh,1638,11,1140,1,2017,6
Scd1,3,0,3,0,2,0
Scd2,4011,1272,3298,1249,4168,1414
Scd3,0,0,0,0,0,0
Scd4,24,6,16,5,10,6
Scel,1,0,1,0,5,0
Scfd1,931,1173,753,1009,929,1198
Scfd2,285,299,242,232,279,217
Scg2,15,0,9,1,8,0
Scg3,0,0,0,0,0,0
Scg5,608,1342,710,1172,697,1480
Scgb3a1,2,4,2,2,3,2
Scgn,0,0,0,0,0,0
Scimp,5,0,3,0,3,1
Scin,445,2,233,1,355,2
Sclt1,376,207,362,183,437,262
Scly,1067,522,958,418,1055,474
Scmh1,207,461,225,370,291,405
Scml2,9,8,9,13,9,8
Scml4,1423,6250,1402,5345,1567,6776
Scn10a,0,0,1,0,0,0
Scn11a,256,1,80,0,209,2
Scn1a,1,1,1,0,2,0
Scn1b,59,6,45,2,76,3
Scn2a1,11,0,15,0,20,0
Scn2b,2,2,2,3,3,4
Scn3a,0,0,0,0,0,0
Scn3b,0,0,0,0,0,0
Scn4a,2,4,0,5,2,1
Scn4b,1,1,0,0,1,1
Scn5a,53,0,77,1,49,2
Scn7a,0,0,1,0,0,0
Scn8a,102,9,63,4,99,9
Scn9a,0,0,0,0,0,0
Scnm1,712,777,664,674,775,769
Scnn1a,11,3,11,12,6,6
Scnn1b,34,0,9,0,14,0
Scnn1g,1,0,1,0,1,0
Sco1,245,242,214,198,260,260
Sco2,39,64,23,49,37,40
Scoc,103,132,84,107,134,148
Scp2,636,1319,549,1046,612,1334
Scp2-ps2,3,4,3,3,6,10
Scpep1,110,78,144,78,147,80
Scpep1os,0,0,0,0,0,0
Scrib,3530,3405,2953,3020,3369,3251
Scrn1,1,0,0,0,0,0
Scrn2,118,138,132,129,123,133
Scrn3,351,221,237,153,387,229
Scrt1,0,1,1,5,0,1
Scrt2,0,0,0,0,1,0
Sctr,0,1,0,1,0,1
Scube1,4,12,0,5,1,5
Scube3,0,0,0,0,0,0
Scx,4,1,3,4,5,3
Scyl1,1346,1394,1178,1176,1425,1317
Scyl2,1319,1384,1175,1201,1362,1458
Scyl3,1400,1362,1226,1196,1443,1443
Sdad1,1220,1961,1101,1637,1237,1765
Sdc1,15,0,10,1,15,3
Sdc2,3,0,2,0,2,0
Sdc3,60,307,55,258,49,266
Sdc4,237,26,281,16,225,26
Sdcbp,2235,2679,1823,2409,2205,2553
Sdcbp2,866,155,648,110,839,147
Sdccag3,2071,2641,1956,2434,2168,2676
Sdccag8,298,310,300,263,386,286
Sde2,789,974,717,843,832,892
Sdf2,823,734,724,726,903,827
Sdf2l1,242,164,156,129,232,141
Sdf4,7045,4736,5311,4018,6765,4530
Sdha,4717,4883,4033,4074,4953,4783
Sdhaf1,683,413,470,246,770,411
Sdhaf2,1074,855,885,763,1086,854
Sdhaf3,48,76,54,66,58,82
Sdhaf4,89,135,72,99,86,105
Sdhb,945,1170,867,1020,987,1173
Sdhc,808,903,688,760,827,833
Sdhd,862,969,748,774,948,902
Sdk1,118,1,36,0,125,1
Sdk2,1,0,0,0,0,0
Sdpr,0,0,0,0,0,0
Sdr16c5,0,0,0,0,0,0
Sdr39u1,398,483,329,396,452,468
Sdr42e1,83,67,80,47,75,68
Sds,0,0,0,0,0,0
Sdsl,0,0,0,0,0,1
Sec1,0,0,0,2,0,2
Sec11a,1306,2257,1201,2028,1350,2291
Sec11c,2260,1529,2038,1287,2284,1319
Sec13,1116,1283,918,1085,1220,1341
Sec14l1,3270,964,2431,844,3225,949
Sec14l2,76,25,54,34,89,29
Sec14l4,0,0,0,0,1,0
Sec16a,4473,5064,4164,4674,4947,5286
Sec16b,66,38,74,67,85,52
Sec22a,211,175,175,135,258,165
Sec22b,1015,887,851,746,1041,876
Sec22c,838,812,596,743,807,866
Sec23a,589,511,524,422,632,518
Sec23b,1257,1345,1310,1300,1382,1302
Sec23ip,1651,1683,1553,1396,1756,1559
Sec24a,841,1089,790,989,801,1055
Sec24b,3154,3373,2856,3117,3064,3265
Sec24c,6706,7584,5844,6718,6811,7763
Sec24d,509,333,522,292,605,287
Sec31a,3217,3433,2849,2930,3561,3304
Sec31b,117,196,130,166,135,214
Sec61a1,3763,3407,3253,2964,3787,3180
Sec61a2,321,289,274,256,368,305
Sec61b,484,604,379,532,507,627
Sec61g,19,13,16,12,19,21
Sec62,2637,2352,2320,1990,2617,2295
Sec63,1362,2487,1356,2256,1454,2508
Secisbp2,1037,1371,1031,1233,1193,1542
Secisbp2l,2992,2802,2882,2441,3062,2744
Sectm1a,4,0,1,0,2,0
Seh1l,979,1171,839,1014,1057,1259
Sel1l,1952,1800,1895,1730,2131,1912
Sel1l3,2,0,0,0,1,0
Sele,0,0,0,0,0,0
Selenbp1,11,29,15,20,14,20
Selenbp2,0,0,0,0,0,0
Selk,842,716,715,611,776,614
Sell,1066,23509,1222,18663,1089,25567
Selm,33,2,25,1,36,2
Selo,890,1051,856,886,918,944
Selp,2,5,4,7,0,8
Selplg,2081,9499,1920,7999,1770,8847
Selt,2337,3477,2184,2844,2311,3348
Sema3a,0,0,0,0,0,0
Sema3b,0,1,1,1,1,0
Sema3c,0,0,0,0,0,0
Sema3d,20,15,12,9,12,19
Sema3e,0,0,1,0,0,0
Sema3f,1,7,1,4,0,7
Sema3g,0,0,0,0,0,0
Sema4a,228,4429,308,4294,215,4579
Sema4b,1280,1863,1358,1701,1156,1606
Sema4c,237,1,218,0,322,2
Sema4d,6472,7060,5283,5841,5658,6654
Sema4f,749,1205,871,1151,808,1136
Sema4g,2,6,2,9,9,13
Sema5a,2,0,0,0,1,0
Sema5b,0,0,0,0,0,0
Sema6a,2,0,0,0,4,0
Sema6b,11,0,11,0,9,0
Sema6c,23,13,24,12,22,8
Sema6d,51,1,125,0,55,0
Sema7a,160,38,103,40,146,39
Senp1,2278,1927,2220,1778,2440,2149
Senp2,1474,2386,1366,2021,1536,2384
Senp3,1723,2052,1528,1853,1854,1977
Senp5,615,674,591,556,655,665
Senp6,3622,3504,3257,2991,3623,3462
Senp7,1789,2011,1709,1838,1901,2244
Senp8,99,79,87,65,112,89
Sep15,1787,1984,1619,1730,1941,1910
Sephs1,488,749,460,708,517,736
Sephs2,316,414,260,335,347,372
Sepn1,91,107,94,108,96,103
Sepp1,3239,7549,2546,5955,3256,7315
Sepsecs,486,495,418,474,496,519
Sept1,9509,12742,8368,11135,9369,12417
Sept10,13,5,8,0,18,7
Sept11,1200,1273,1089,1215,1324,1351
Sept12,0,0,0,0,0,0
Sept2,1851,1651,1673,1337,1996,1631
Sept3,5,0,5,0,10,0
Sept4,17,23,18,15,27,23
Sept5,32,0,43,1,39,0
Sept6,4957,6993,4531,5817,5612,7262
Sept7,5887,4285,5255,3783,6288,4372
Sept8,239,62,278,72,318,77
Sept9,12627,8385,11759,7420,12583,7806
Sepw1,2210,2643,1762,2102,2096,2456
Serac1,88,151,82,139,89,172
Serbp1,5454,6889,5207,6039,5718,6863
Serf1,21,16,19,10,24,10
Serf2,1769,2233,1499,1959,1867,2343
Sergef,131,135,94,139,137,176
Serhl,496,223,468,183,547,264
Serinc1,2731,2544,2458,2170,2680,2487
Serinc2,1,1,0,0,0,0
Serinc3,12941,5284,9812,4220,12262,5073
Serinc4,6,6,0,12,8,11
Serinc5,1924,599,1549,565,1840,686
Serp1,2820,2344,2256,1951,2689,2036
Serp2,76,8,51,3,78,7
Serpina11,0,0,0,0,0,0
Serpina12,0,1,1,0,4,0
Serpina1b,0,0,0,0,0,0
Serpina3b,1,0,0,0,0,0
Serpina3e-ps,0,0,1,0,0,0
Serpina3f,127,7,114,2,191,0
Serpina3g,2041,52,1624,21,2277,33
Serpina3h,0,0,0,0,0,0
Serpina3i,0,0,0,0,0,0
Serpina3j,0,0,0,0,0,0
Serpina3n,0,0,0,0,0,0
Serpina4-ps1,2,0,2,0,0,0
Serpina5,0,0,1,0,0,0
Serpina9,207,2,362,1,317,1
Serpinb10,0,0,0,0,0,0
Serpinb1a,4,2,1,0,0,0
Serpinb1b,2,0,0,0,2,0
Serpinb2,0,0,0,0,0,0
Serpinb5,1,0,0,0,0,0
Serpinb6a,676,223,651,180,909,277
Serpinb6b,386,217,413,170,426,153
Serpinb6c,1,1,1,1,2,1
Serpinb7,0,0,0,0,0,0
Serpinb8,0,0,0,0,0,0
Serpinb9,667,419,578,363,651,479
Serpinb9b,0,2,1,1,1,2
Serpinc1,148,18,176,13,212,10
Serpind1,10,0,6,0,6,0
Serpine1,9,0,8,0,14,0
Serpine2,2,8,9,16,1,9
Serpine3,0,0,0,0,0,0
Serpinf1,125,0,76,0,164,1
Serpinf2,3,11,5,15,2,20
Serping1,0,0,0,0,0,0
Serpinh1,2,1,0,1,0,3
Serpini1,120,302,150,266,117,269
Sertad1,385,419,294,355,346,415
Sertad2,1197,1162,1156,997,1236,1183
Sertad3,305,360,228,289,295,311
Sertad4,0,1,0,0,1,1
Sesn1,1041,2775,1043,2576,990,2763
Sesn2,147,132,186,117,134,118
Sesn3,2288,2034,2033,1914,2348,2203
Sestd1,89,399,122,466,139,468
Set,2929,3431,2712,2872,3082,3184
Setbp1,513,3,352,7,608,7
Setd1a,1076,1194,956,1166,1019,1245
Setd1b,3705,5499,3487,5224,3460,5387
Setd2,4196,4881,3760,4184,4141,4769
Setd3,2036,1866,1821,1743,2101,1786
Setd4,370,458,381,360,405,364
Setd5,6432,5231,5536,4702,7049,5332
Setd6,324,668,324,563,403,650
Setd7,3097,4469,2999,3931,3193,4547
Setd8,1168,1069,1127,1009,1109,1028
Setdb1,1648,1782,1478,1790,1924,1971
Setdb2,373,763,388,728,382,818
Setmar,54,60,39,57,88,88
Setx,5085,11457,4659,9922,5250,12168
Sez6,7,0,0,0,1,0
Sez6l,0,0,0,0,0,0
Sez6l2,90,142,98,179,91,192
Sf1,9659,11350,8666,10393,9539,11226
Sf3a1,2827,2806,2600,2420,2949,2741
Sf3a2,1580,1844,1502,1678,1757,1933
Sf3a3,1238,1446,977,1232,1178,1401
Sf3b1,19018,24050,18049,22708,19809,24599
Sf3b2,6942,7061,6365,6113,7303,7226
Sf3b3,4706,5268,4289,4731,4791,5231
Sf3b4,519,544,450,471,553,490
Sf3b5,643,595,495,429,664,581
Sf3b6,936,952,780,829,919,853
