NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,Unnamed: 11,group
GO_GLUTAMATE_METABOLIC_PROCESS,GO_GLUTAMATE_METABOLIC_PROCESS,,17,-0.31874722,-0.84848934,0.6877551,0.8823572,1,2760,"tags=41%, list=22%, signal=53%",,Tn_B6
GO_REGULATION_OF_SODIUM_ION_TRANSPORT,GO_REGULATION_OF_SODIUM_ION_TRANSPORT,,60,-0.24088906,-0.8476736,0.7644628,0.8835073,1,1964,"tags=20%, list=16%, signal=24%",,Tn_B6
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION,GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION,,15,-0.32147607,-0.8470788,0.70464134,0.88417864,1,636,"tags=13%, list=5%, signal=14%",,Tn_B6
GO_SENSORY_ORGAN_DEVELOPMENT,GO_SENSORY_ORGAN_DEVELOPMENT,,306,-0.19011176,-0.8469733,0.9556075,0.8838224,1,1792,"tags=12%, list=14%, signal=14%",,Tn_B6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,,35,-0.26547486,-0.8468909,0.7326531,0.8834273,1,2728,"tags=34%, list=22%, signal=44%",,Tn_B6
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,,33,-0.2680558,-0.8462607,0.72244096,0.8842004,1,986,"tags=15%, list=8%, signal=16%",,Tn_B6
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,,31,-0.27149668,-0.8452393,0.71814674,0.8857175,1,1594,"tags=19%, list=13%, signal=22%",,Tn_B6
GO_PROTEIN_MONOUBIQUITINATION,GO_PROTEIN_MONOUBIQUITINATION,,62,-0.2372097,-0.84499484,0.77665997,0.88565713,1,2360,"tags=27%, list=19%, signal=34%",,Tn_B6
GO_GLIAL_CELL_DEVELOPMENT,GO_GLIAL_CELL_DEVELOPMENT,,73,-0.22703588,-0.8443473,0.8042553,0.88647556,1,2553,"tags=25%, list=20%, signal=31%",,Tn_B6
GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,,85,-0.22377801,-0.84361637,0.82289416,0.88734704,1,1339,"tags=12%, list=11%, signal=13%",,Tn_B6
GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,,17,-0.3155168,-0.84287286,0.69140625,0.88833547,1,1239,"tags=18%, list=10%, signal=20%",,Tn_B6
GO_MEMBRANE_BIOGENESIS,GO_MEMBRANE_BIOGENESIS,,23,-0.29208928,-0.8413588,0.7212766,0.89083815,1,2015,"tags=22%, list=16%, signal=26%",,Tn_B6
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,,124,-0.21148576,-0.8410714,0.87393165,0.89088106,1,2767,"tags=24%, list=22%, signal=31%",,Tn_B6
GO_T_CELL_DIFFERENTIATION,GO_T_CELL_DIFFERENTIATION,,199,-0.1977914,-0.84058523,0.92633927,0.8913124,1,1732,"tags=16%, list=14%, signal=18%",,Tn_B6
GO_OOGENESIS,GO_OOGENESIS,,51,-0.24254166,-0.84037334,0.76811594,0.89118004,1,935,"tags=10%, list=7%, signal=11%",,Tn_B6
GO_RESPONSE_TO_RETINOIC_ACID,GO_RESPONSE_TO_RETINOIC_ACID,,64,-0.2301533,-0.8402315,0.79123175,0.89088833,1,1342,"tags=14%, list=11%, signal=16%",,Tn_B6
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,,34,-0.26637754,-0.8400087,0.7418033,0.8907635,1,507,"tags=9%, list=4%, signal=9%",,Tn_B6
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,,32,-0.26970324,-0.8399584,0.7280164,0.89027864,1,1672,"tags=22%, list=13%, signal=25%",,Tn_B6
GO_DETERMINATION_OF_HEART_LEFT_RIGHT_ASYMMETRY,GO_DETERMINATION_OF_HEART_LEFT_RIGHT_ASYMMETRY,,39,-0.2552384,-0.8393467,0.7549801,0.8909756,1,2290,"tags=23%, list=18%, signal=28%",,Tn_B6
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,,22,-0.29213896,-0.83865315,0.70672095,0.8917709,1,1855,"tags=23%, list=15%, signal=27%",,Tn_B6
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,,115,-0.21114129,-0.8379405,0.8720682,0.8925979,1,3743,"tags=33%, list=30%, signal=47%",,Tn_B6
GO_ACTIN_CYTOSKELETON_REORGANIZATION,GO_ACTIN_CYTOSKELETON_REORGANIZATION,,77,-0.22843413,-0.837903,0.8088235,0.8921107,1,1030,"tags=12%, list=8%, signal=13%",,Tn_B6
GO_TRNA_TRANSPORT,GO_TRNA_TRANSPORT,,33,-0.26632592,-0.83776456,0.7345679,0.8918231,1,2930,"tags=30%, list=23%, signal=39%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,,93,-0.21852736,-0.8362593,0.84782606,0.89422244,1,636,"tags=10%, list=5%, signal=10%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE,GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE,,15,-0.32931787,-0.83606756,0.7109827,0.8940615,1,1180,"tags=27%, list=9%, signal=29%",,Tn_B6
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,,29,-0.27043864,-0.83594155,0.7287449,0.8937199,1,579,"tags=7%, list=5%, signal=7%",,Tn_B6
GO_ASTROCYTE_DEVELOPMENT,GO_ASTROCYTE_DEVELOPMENT,,29,-0.28170806,-0.8359268,0.70520234,0.8931846,1,2425,"tags=24%, list=19%, signal=30%",,Tn_B6
GO_REGULATION_OF_PROTEIN_IMPORT,GO_REGULATION_OF_PROTEIN_IMPORT,,43,-0.25152504,-0.8351917,0.7918455,0.89405984,1,2296,"tags=23%, list=18%, signal=28%",,Tn_B6
GO_KIDNEY_EPITHELIUM_DEVELOPMENT,GO_KIDNEY_EPITHELIUM_DEVELOPMENT,,71,-0.22640303,-0.8338247,0.80876493,0.89619714,1,2610,"tags=15%, list=21%, signal=19%",,Tn_B6
GO_MOTOR_NEURON_AXON_GUIDANCE,GO_MOTOR_NEURON_AXON_GUIDANCE,,15,-0.3211772,-0.83264124,0.67404425,0.897948,1,913,"tags=20%, list=7%, signal=22%",,Tn_B6
GO_WALKING_BEHAVIOR,GO_WALKING_BEHAVIOR,,15,-0.32227993,-0.832473,0.70875764,0.897721,1,2246,"tags=33%, list=18%, signal=41%",,Tn_B6
GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,,16,-0.31277183,-0.8307595,0.72164947,0.90037465,1,2505,"tags=31%, list=20%, signal=39%",,Tn_B6
GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT,GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT,,16,-0.31847665,-0.83044785,0.70555556,0.9003963,1,1785,"tags=31%, list=14%, signal=36%",,Tn_B6
GO_ALCOHOL_CATABOLIC_PROCESS,GO_ALCOHOL_CATABOLIC_PROCESS,,36,-0.25887552,-0.8302892,0.74850297,0.90014863,1,1350,"tags=17%, list=11%, signal=19%",,Tn_B6
GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,,29,-0.27038336,-0.83019674,0.7516199,0.8997623,1,2068,"tags=21%, list=17%, signal=25%",,Tn_B6
GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY,GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY,,34,-0.26635364,-0.8299706,0.75518674,0.8995867,1,2257,"tags=32%, list=18%, signal=39%",,Tn_B6
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,,53,-0.23927058,-0.8298703,0.7720739,0.89918566,1,3087,"tags=30%, list=25%, signal=40%",,Tn_B6
GO_CHONDROCYTE_DIFFERENTIATION,GO_CHONDROCYTE_DIFFERENTIATION,,62,-0.23221925,-0.8298422,0.7838983,0.8986835,1,465,"tags=6%, list=4%, signal=7%",,Tn_B6
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,,48,-0.24084261,-0.8291877,0.798768,0.8993096,1,2045,"tags=21%, list=16%, signal=25%",,Tn_B6
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,,28,-0.27017102,-0.82856435,0.7546778,0.8999058,1,289,"tags=7%, list=2%, signal=7%",,Tn_B6
GO_RESPONSE_TO_PROSTAGLANDIN,GO_RESPONSE_TO_PROSTAGLANDIN,,17,-0.31242782,-0.82773924,0.6972656,0.90088946,1,3991,"tags=59%, list=32%, signal=86%",,Tn_B6
GO_STEROL_METABOLIC_PROCESS,GO_STEROL_METABOLIC_PROCESS,,69,-0.22486341,-0.8261903,0.82655245,0.90318686,1,1873,"tags=17%, list=15%, signal=20%",,Tn_B6
GO_GLUCAN_METABOLIC_PROCESS,GO_GLUCAN_METABOLIC_PROCESS,,53,-0.23674846,-0.8247459,0.8017058,0.9052977,1,2330,"tags=25%, list=19%, signal=30%",,Tn_B6
GO_CALCIUM_MEDIATED_SIGNALING,GO_CALCIUM_MEDIATED_SIGNALING,,141,-0.2022908,-0.8245827,0.9186813,0.90501654,1,1970,"tags=16%, list=16%, signal=19%",,Tn_B6
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,,41,-0.25382692,-0.8237847,0.7643443,0.90585935,1,175,"tags=7%, list=1%, signal=7%",,Tn_B6
GO_ERK1_AND_ERK2_CASCADE,GO_ERK1_AND_ERK2_CASCADE,,182,-0.19662896,-0.8235793,0.9273128,0.9056755,1,1099,"tags=10%, list=9%, signal=11%",,Tn_B6
GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,,36,-0.25387922,-0.82321405,0.7798861,0.90578234,1,2582,"tags=28%, list=21%, signal=35%",,Tn_B6
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,,30,-0.26422697,-0.8225781,0.7558594,0.9063632,1,387,"tags=10%, list=3%, signal=10%",,Tn_B6
GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS,GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS,,24,-0.27753037,-0.8215026,0.7667343,0.9077469,1,1073,"tags=13%, list=9%, signal=14%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,,51,-0.23988451,-0.8208507,0.80172414,0.908353,1,4113,"tags=39%, list=33%, signal=58%",,Tn_B6
GO_GRANULOCYTE_DIFFERENTIATION,GO_GRANULOCYTE_DIFFERENTIATION,,26,-0.27844334,-0.8193742,0.75164837,0.91043437,1,3023,"tags=31%, list=24%, signal=40%",,Tn_B6
GO_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,GO_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,,190,-0.19173962,-0.8190103,0.9490022,0.91053194,1,3490,"tags=33%, list=28%, signal=45%",,Tn_B6
GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,,25,-0.278159,-0.818093,0.7293388,0.9115747,1,1431,"tags=20%, list=11%, signal=23%",,Tn_B6
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,,77,-0.2199503,-0.81766105,0.8523207,0.91173214,1,4141,"tags=45%, list=33%, signal=67%",,Tn_B6
GO_PALLIUM_DEVELOPMENT,GO_PALLIUM_DEVELOPMENT,,111,-0.20980676,-0.8173815,0.88247865,0.9116844,1,2059,"tags=18%, list=16%, signal=21%",,Tn_B6
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,,31,-0.26245996,-0.81732863,0.78213507,0.9112162,1,1984,"tags=19%, list=16%, signal=23%",,Tn_B6
GO_MUSCLE_CELL_DIFFERENTIATION,GO_MUSCLE_CELL_DIFFERENTIATION,,222,-0.19148393,-0.8163949,0.9707207,0.9122757,1,1368,"tags=11%, list=11%, signal=12%",,Tn_B6
GO_REGULATION_OF_PROTEIN_TARGETING,GO_REGULATION_OF_PROTEIN_TARGETING,,63,-0.22885355,-0.8121878,0.8503254,0.91893196,1,3388,"tags=33%, list=27%, signal=45%",,Tn_B6
GO_TRNA_METHYLATION,GO_TRNA_METHYLATION,,34,-0.25437582,-0.8116999,0.7811245,0.9191836,1,2601,"tags=24%, list=21%, signal=30%",,Tn_B6
GO_RELAXATION_OF_MUSCLE,GO_RELAXATION_OF_MUSCLE,,16,-0.30850512,-0.81155026,0.75296444,0.91885835,1,1181,"tags=19%, list=9%, signal=21%",,Tn_B6
GO_ICOSANOID_BIOSYNTHETIC_PROCESS,GO_ICOSANOID_BIOSYNTHETIC_PROCESS,,22,-0.28256637,-0.81117445,0.75101215,0.91897494,1,3332,"tags=36%, list=27%, signal=49%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,,17,-0.29817292,-0.81106794,0.74897116,0.918566,1,2381,"tags=35%, list=19%, signal=44%",,Tn_B6
GO_VESICLE_DOCKING,GO_VESICLE_DOCKING,,49,-0.23722947,-0.8102335,0.82669324,0.9193409,1,2901,"tags=35%, list=23%, signal=45%",,Tn_B6
GO_TYPE_2_IMMUNE_RESPONSE,GO_TYPE_2_IMMUNE_RESPONSE,,29,-0.25908953,-0.8089076,0.8046875,0.9209741,1,2691,"tags=21%, list=21%, signal=26%",,Tn_B6
GO_NECROTIC_CELL_DEATH,GO_NECROTIC_CELL_DEATH,,38,-0.251357,-0.8088003,0.76748973,0.9205669,1,1988,"tags=18%, list=16%, signal=22%",,Tn_B6
GO_MEIOTIC_CHROMOSOME_SEGREGATION,GO_MEIOTIC_CHROMOSOME_SEGREGATION,,59,-0.22904524,-0.8084073,0.83076924,0.9206463,1,1439,"tags=12%, list=11%, signal=13%",,Tn_B6
GO_BONE_RESORPTION,GO_BONE_RESORPTION,,41,-0.24824788,-0.8080944,0.8229572,0.92060816,1,1521,"tags=17%, list=12%, signal=19%",,Tn_B6
GO_SPROUTING_ANGIOGENESIS,GO_SPROUTING_ANGIOGENESIS,,78,-0.2176397,-0.8076516,0.8553459,0.92081016,1,1984,"tags=17%, list=16%, signal=20%",,Tn_B6
GO_NEURAL_RETINA_DEVELOPMENT,GO_NEURAL_RETINA_DEVELOPMENT,,36,-0.25050816,-0.8076444,0.766129,0.92025256,1,5032,"tags=50%, list=40%, signal=83%",,Tn_B6
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,,29,-0.26916745,-0.80722773,0.78105265,0.92036235,1,3190,"tags=41%, list=25%, signal=55%",,Tn_B6
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,,52,-0.22785987,-0.80700207,0.8185654,0.920163,1,1478,"tags=15%, list=12%, signal=17%",,Tn_B6
GO_ENDODERM_FORMATION,GO_ENDODERM_FORMATION,,23,-0.2793079,-0.80499387,0.75255626,0.92284274,1,735,"tags=13%, list=6%, signal=14%",,Tn_B6
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,,27,-0.26940724,-0.8045146,0.78039217,0.9230322,1,3523,"tags=30%, list=28%, signal=41%",,Tn_B6
GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,,39,-0.2488348,-0.80431473,0.80040324,0.92277837,1,715,"tags=13%, list=6%, signal=14%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,,62,-0.22361583,-0.8039906,0.8752599,0.9227195,1,1377,"tags=15%, list=11%, signal=16%",,Tn_B6
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,,50,-0.23453495,-0.8036489,0.83585316,0.922698,1,3504,"tags=30%, list=28%, signal=41%",,Tn_B6
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION,GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION,,26,-0.27052522,-0.80266774,0.798419,0.92374736,1,760,"tags=12%, list=6%, signal=12%",,Tn_B6
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,,18,-0.29726082,-0.8023304,0.75,0.92373335,1,3118,"tags=39%, list=25%, signal=52%",,Tn_B6
GO_RESPONSE_TO_MURAMYL_DIPEPTIDE,GO_RESPONSE_TO_MURAMYL_DIPEPTIDE,,16,-0.30988038,-0.80232614,0.7671233,0.92317384,1,902,"tags=13%, list=7%, signal=13%",,Tn_B6
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,,33,-0.2541536,-0.8021382,0.79107505,0.92290235,1,3174,"tags=33%, list=25%, signal=45%",,Tn_B6
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,,42,-0.24378714,-0.8014255,0.835443,0.92345625,1,3377,"tags=33%, list=27%, signal=45%",,Tn_B6
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,,23,-0.27962816,-0.80089104,0.7643443,0.92376786,1,2498,"tags=26%, list=20%, signal=33%",,Tn_B6
GO_SPECIFICATION_OF_SYMMETRY,GO_SPECIFICATION_OF_SYMMETRY,,76,-0.21341854,-0.80033714,0.89705884,0.9240748,1,800,"tags=9%, list=6%, signal=10%",,Tn_B6
GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,,36,-0.2516638,-0.7996526,0.81380755,0.92457557,1,1925,"tags=22%, list=15%, signal=26%",,Tn_B6
GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,,34,-0.25464877,-0.79963636,0.807393,0.9240425,1,2901,"tags=35%, list=23%, signal=46%",,Tn_B6
GO_FATTY_ACID_DERIVATIVE_TRANSPORT,GO_FATTY_ACID_DERIVATIVE_TRANSPORT,,21,-0.28654322,-0.7989054,0.7690632,0.9245733,1,3332,"tags=33%, list=27%, signal=45%",,Tn_B6
GO_OUTFLOW_TRACT_MORPHOGENESIS,GO_OUTFLOW_TRACT_MORPHOGENESIS,,37,-0.2454867,-0.79871106,0.8211382,0.92433065,1,1991,"tags=19%, list=16%, signal=22%",,Tn_B6
GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT,,17,-0.29359093,-0.7984871,0.7566462,0.92410856,1,216,"tags=6%, list=2%, signal=6%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,,34,-0.24982226,-0.79628336,0.8293173,0.92697793,1,436,"tags=12%, list=3%, signal=12%",,Tn_B6
GO_DE_NOVO_PROTEIN_FOLDING,GO_DE_NOVO_PROTEIN_FOLDING,,31,-0.2579131,-0.79627305,0.76829267,0.92643374,1,1734,"tags=19%, list=14%, signal=22%",,Tn_B6
GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,,59,-0.22179967,-0.7956972,0.8692153,0.92673606,1,3676,"tags=34%, list=29%, signal=48%",,Tn_B6
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,,46,-0.23500845,-0.79560006,0.84444445,0.92632157,1,1819,"tags=15%, list=15%, signal=18%",,Tn_B6
GO_SNRNA_PROCESSING,GO_SNRNA_PROCESSING,,21,-0.28422114,-0.79469377,0.7625,0.9271506,1,2943,"tags=43%, list=23%, signal=56%",,Tn_B6
GO_CHONDROCYTE_DEVELOPMENT,GO_CHONDROCYTE_DEVELOPMENT,,23,-0.2747666,-0.7943689,0.79746836,0.92708397,1,2295,"tags=17%, list=18%, signal=21%",,Tn_B6
GO_REGULATION_OF_TRANSLATIONAL_ELONGATION,GO_REGULATION_OF_TRANSLATIONAL_ELONGATION,,17,-0.3002389,-0.7927991,0.7648305,0.92892903,1,2229,"tags=29%, list=18%, signal=36%",,Tn_B6
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,,21,-0.27847865,-0.79208684,0.7894737,0.92941695,1,1454,"tags=24%, list=12%, signal=27%",,Tn_B6
GO_NEURAL_TUBE_PATTERNING,GO_NEURAL_TUBE_PATTERNING,,24,-0.27031678,-0.79187775,0.77160496,0.9291479,1,1533,"tags=17%, list=12%, signal=19%",,Tn_B6
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,,41,-0.24063915,-0.79155004,0.82165605,0.9290764,1,2322,"tags=24%, list=19%, signal=30%",,Tn_B6
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,,21,-0.2810096,-0.7915185,0.79961467,0.92855364,1,2382,"tags=29%, list=19%, signal=35%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CELL_DIVISION,GO_POSITIVE_REGULATION_OF_CELL_DIVISION,,50,-0.22683935,-0.79091614,0.85084033,0.92891157,1,2106,"tags=18%, list=17%, signal=22%",,Tn_B6
GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,,18,-0.2878381,-0.7889317,0.75803405,0.93124104,1,1636,"tags=17%, list=13%, signal=19%",,Tn_B6
GO_COFACTOR_TRANSPORT,GO_COFACTOR_TRANSPORT,,33,-0.24975005,-0.78885,0.8095238,0.93081146,1,1432,"tags=15%, list=11%, signal=17%",,Tn_B6
GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,,15,-0.30789915,-0.78878564,0.766,0.93035114,1,3133,"tags=40%, list=25%, signal=53%",,Tn_B6
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,,72,-0.21224044,-0.78873247,0.87116563,0.9298805,1,2950,"tags=29%, list=24%, signal=38%",,Tn_B6
GO_POSITIVE_REGULATION_OF_CYTOKINESIS,GO_POSITIVE_REGULATION_OF_CYTOKINESIS,,26,-0.2672403,-0.7884874,0.7983871,0.9296571,1,2106,"tags=23%, list=17%, signal=28%",,Tn_B6
GO_OSTEOCLAST_DEVELOPMENT,GO_OSTEOCLAST_DEVELOPMENT,,15,-0.3028997,-0.78782725,0.78811884,0.9300637,1,3772,"tags=40%, list=30%, signal=57%",,Tn_B6
GO_DNA_LIGATION,GO_DNA_LIGATION,,15,-0.29902738,-0.7877706,0.7519531,0.9295844,1,2664,"tags=40%, list=21%, signal=51%",,Tn_B6
GO_EAR_DEVELOPMENT,GO_EAR_DEVELOPMENT,,114,-0.19976047,-0.7877163,0.9447853,0.92909944,1,1937,"tags=14%, list=15%, signal=16%",,Tn_B6
GO_TRANSPORT_OF_VIRUS,GO_TRANSPORT_OF_VIRUS,,49,-0.2344796,-0.7874475,0.8683128,0.9289137,1,2930,"tags=33%, list=23%, signal=42%",,Tn_B6
GO_RESPONSE_TO_PROSTAGLANDIN_E,GO_RESPONSE_TO_PROSTAGLANDIN_E,,15,-0.3048602,-0.78618896,0.7912525,0.93008804,1,2773,"tags=40%, list=22%, signal=51%",,Tn_B6
GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY,GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY,,19,-0.28591433,-0.7858299,0.77301925,0.93001384,1,2674,"tags=32%, list=21%, signal=40%",,Tn_B6
