gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn
Mir5136,0,0,0,0,0,0,1,0
Mir5618,1,0,0,0,0,0,1,0
Mir5619,0,0,0,0,0,0,0,0
Mir5620,0,1,0,0,0,0,1,0
Mir5621,0,0,2,1,0,0,0,0
Mir5622,0,0,0,0,0,0,0,0
Mir5623,0,0,0,0,0,0,1,0
Mir6236,4847,4503,3376,1695,6332,12435,2954,9568
Mir6240,0,0,0,0,0,0,0,0
Mir6340,0,0,0,0,0,0,0,0
Mir6345,0,0,0,0,0,0,0,0
Mir6357,0,0,0,0,0,0,0,0
Mir6360,0,0,0,1,0,0,0,0
Mir6371,0,0,0,0,0,0,0,0
Mir6374,0,0,0,0,1,0,0,0
Mir6387,3,0,0,2,2,2,3,2
Mir6391,0,0,0,0,0,0,0,0
Mir6392,0,0,0,0,0,0,0,0
Mir6399,1,0,0,0,0,1,0,0
Mir6400,1,0,0,1,0,0,1,0
Mir6403,3,1,1,2,0,3,0,0
Mir6406,0,0,0,0,0,0,0,0
Mir6407,0,0,0,0,0,0,0,0
Mir6417,0,0,0,0,0,0,0,0
Mir6418,1,0,0,0,0,1,1,1
Mir652,0,0,0,0,0,0,0,0
Mir6538,0,0,0,0,0,1,0,0
Mir6546,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0
Mir669h,0,1,0,0,1,0,1,2
Mir669i,0,1,0,0,0,0,0,0
Mir669n,0,0,0,0,0,1,0,0
Mir674,1,0,0,1,0,0,0,0
Mir687,0,0,0,0,0,0,0,0
Mir6897,0,0,0,0,0,0,0,0
Mir6898,0,0,0,0,0,0,0,0
Mir6899,0,0,0,0,0,0,0,0
Mir6900,0,0,0,0,0,0,0,0
Mir6903,0,0,0,0,0,0,0,0
Mir6904,1,0,0,0,0,0,0,1
Mir6905,2,2,3,4,4,0,1,1
Mir6907,1,1,2,1,0,1,1,4
Mir6908,0,0,0,0,0,0,0,0
Mir6909,1,0,0,0,0,0,0,0
Mir6910,0,0,1,1,1,0,2,1
Mir6911,1,0,0,0,0,0,0,0
Mir6912,1,0,0,1,0,0,0,0
Mir6913,0,0,1,0,1,0,0,1
Mir6914,0,0,0,0,0,0,1,0
Mir6916,0,2,0,0,1,0,0,0
Mir6918,0,0,0,0,0,0,0,0
Mir692-1,0,0,0,0,0,0,0,0
Mir692-2,0,0,0,0,0,0,0,0
Mir6921,0,0,0,0,0,0,0,0
Mir6927,0,0,0,0,1,0,0,0
Mir6929,1,2,0,0,0,0,0,0
Mir693,0,0,0,0,0,0,0,0
Mir6931,0,0,0,1,0,0,0,0
Mir6932,0,0,0,0,0,0,0,0
Mir6937,1,0,0,1,0,0,0,1
Mir6938,0,0,0,0,0,0,0,2
Mir6939,2,0,0,0,1,0,0,0
Mir6941,0,0,0,0,0,0,0,1
Mir6942,1,2,1,1,2,2,3,4
Mir6943,1,1,0,0,0,0,0,0
Mir6946,1,1,1,1,1,1,2,1
Mir6951,1,0,1,0,0,1,0,0
Mir6953,0,0,0,0,0,0,1,0
Mir6955,5,9,9,4,1,3,2,3
Mir6957,0,0,0,0,0,3,0,3
Mir6959,0,0,0,0,0,0,0,0
Mir6961,0,0,0,0,0,0,0,0
Mir6963,0,0,0,0,0,0,0,0
Mir6965,0,0,0,0,0,0,0,0
Mir6968,3,0,0,0,2,0,0,0
Mir697,1,0,2,3,4,1,2,6
Mir6973a,31,29,26,30,48,57,40,47
Mir6974,1,0,0,0,0,0,0,0
Mir6975,0,1,1,3,1,0,3,3
Mir6979,0,0,0,0,0,0,0,1
Mir6981,0,0,0,0,0,0,0,0
Mir6984,0,0,0,0,0,0,0,0
Mir6986,1,0,1,0,0,1,0,0
Mir6987,0,0,0,0,0,0,0,0
Mir6988,0,1,0,0,1,1,1,0
Mir6989,0,0,0,0,0,0,0,0
Mir6991,0,0,0,0,0,0,0,0
Mir6993,0,0,1,0,0,0,0,0
Mir6995,0,0,0,0,0,0,0,0
Mir6996,0,0,0,0,0,0,0,0
Mir6997,0,0,0,0,0,0,0,0
Mir6998,1,0,1,2,0,0,2,1
Mir6999,18,15,19,29,0,1,2,1
Mir7-1,8,12,7,5,8,3,7,10
Mir700,0,0,0,0,0,1,0,0
Mir7000,0,0,1,0,0,0,0,0
Mir7001,7,7,4,10,2,1,3,3
Mir7006,0,0,1,0,0,0,0,0
Mir7007,0,0,0,0,0,0,0,0
Mir7008,0,0,0,0,0,0,0,0
Mir701,0,0,0,0,0,0,0,0
Mir7010,0,0,0,0,0,0,0,0
Mir7013,3,3,1,1,1,1,1,0
Mir7016,0,1,1,1,1,0,1,0
Mir7017,1,1,1,2,1,0,1,0
Mir7020,1,1,0,0,0,0,0,0
Mir7022,1,0,0,2,1,1,0,0
Mir7024,1,2,0,0,0,2,2,0
Mir7026,3,5,4,1,2,3,3,5
Mir7027,11,6,7,7,7,6,5,4
Mir7028,3,2,0,0,0,0,0,1
Mir7030,1,2,4,4,4,2,2,1
Mir7031,0,0,0,0,0,0,0,0
Mir7033,0,0,0,0,0,0,0,0
Mir7034,0,0,0,0,0,0,0,0
Mir7038,0,0,0,0,0,0,0,0
Mir704,1,0,1,0,0,0,0,0
Mir7041,4,2,1,0,0,2,0,0
Mir7044,1,1,0,0,0,0,0,0
Mir7048,0,2,0,1,1,1,1,2
Mir7049,0,0,0,1,0,0,0,0
Mir7051,0,0,0,1,0,0,0,0
Mir7052,1,6,3,1,1,1,1,1
Mir7053,2,1,0,1,0,0,1,0
Mir7054,1,0,2,0,0,0,0,0
Mir7056,0,0,0,0,0,0,0,0
Mir7058,0,0,0,0,0,0,0,0
Mir7059,2,0,2,1,1,1,1,2
Mir706,0,0,0,0,0,0,0,0
Mir7060,0,0,3,1,0,2,0,0
Mir7063,1,0,3,0,2,2,1,1
Mir7064,0,0,0,0,0,0,0,0
Mir7065,0,0,0,0,0,0,0,0
Mir7067,1,1,0,0,4,1,1,1
Mir7069,0,0,1,1,0,1,0,0
Mir7072,2,2,2,2,2,0,0,3
Mir7074,0,2,0,0,0,1,0,0
Mir7077,0,0,0,0,0,0,0,0
Mir7078,2,1,0,0,3,1,0,1
Mir7081,1,0,0,2,1,0,0,1
Mir7082,0,4,0,0,0,0,0,0
Mir7085,2,0,2,0,0,0,0,0
Mir7086,0,0,1,1,0,0,0,0
Mir7087,1,4,2,1,2,2,2,1
Mir7089,0,0,0,0,0,0,0,1
Mir709,3,1,1,2,1,1,0,2
Mir7093,0,0,0,0,0,0,0,1
Mir719,0,0,0,0,0,0,0,0
Mir7212,0,0,0,0,1,0,0,0
Mir7213,0,0,0,0,0,0,0,0
Mir7224,0,0,0,0,0,0,0,0
Mir7237,3,1,3,3,0,2,0,4
Mir744,0,0,0,0,1,0,0,0
Mir7578,0,0,0,0,0,0,0,1
Mir762,2,0,0,2,0,0,1,0
Mir7647,0,0,0,1,0,1,0,0
Mir7651,1,1,0,0,1,0,0,1
Mir7655,0,1,0,1,0,0,0,0
Mir7656,0,0,0,2,0,0,0,0
Mir7659,0,0,0,0,1,0,0,0
Mir7660,0,0,0,0,0,0,0,0
Mir7663,2,0,0,0,0,0,0,0
Mir7664,3,2,3,2,0,0,1,1
Mir7665,0,0,0,0,0,0,0,0
Mir7666,0,2,0,2,1,1,0,0
Mir7668,0,0,0,0,0,0,0,0
Mir7669,2,1,1,0,0,0,0,0
Mir7671,1,1,0,0,0,0,0,0
Mir7674,2,4,0,1,0,0,1,0
Mir7675,0,0,0,0,0,0,1,0
Mir7678,0,0,0,0,0,0,1,0
Mir7679,1,0,2,0,0,0,0,0
Mir7687,0,0,0,0,0,0,0,0
Mir7688,0,0,0,0,0,0,0,0
Mir8090,0,0,0,0,0,0,0,0
Mir8091,14,6,11,8,21,22,16,16
Mir8094,9,12,10,11,7,6,7,6
Mir8095,0,0,0,0,0,0,0,0
Mir8096,3,0,0,1,2,0,1,0
Mir8100,0,0,0,0,0,0,0,0
Mir8102,0,2,1,2,1,2,2,0
Mir8103,4,4,1,3,0,0,2,1
Mir8105,1,1,0,0,0,0,0,0
Mir8107,0,0,1,0,0,0,0,0
Mir8111,0,0,0,0,0,0,0,0
Mir8112,15,11,5,10,14,8,11,11
Mir8116,1,0,0,0,0,0,0,0
Mir8118,1,0,0,0,0,0,0,0
Mir8119,5,4,6,6,6,3,2,3
Mir8120,0,0,0,0,0,0,0,0
Mir874,1,0,0,0,0,0,0,0
Mir877,0,0,0,0,0,0,0,0
Mir92-2,0,0,0,0,0,1,0,0
Mir92b,0,0,0,0,0,0,0,0
Mir99ahg,0,0,0,0,0,0,0,0
Mir99b,0,0,1,0,0,0,0,0
Mirg,5,17,7,6,0,0,0,0
Mirlet7a-1,1,0,1,0,0,0,0,0
Mirlet7b,0,0,0,0,0,0,0,1
Mirlet7c-2,0,0,0,0,0,0,0,0
Mirlet7g,1,0,0,0,1,0,0,0
Mirlet7i,0,0,2,0,0,0,4,0
Mis12,1212,1270,1180,1229,1162,1036,1042,1088
Mis18a,416,473,386,440,460,471,467,451
Mis18bp1,30,37,19,25,11,8,9,10
Misp,0,0,0,0,1,0,0,0
Mitd1,766,830,722,762,1093,887,902,1060
Mitf,39,33,32,31,60,62,52,57
Mixl1,0,0,1,0,0,0,0,0
Mki67,1063,728,759,921,65,51,49,35
Mkks,293,300,278,341,385,339,411,424
Mkl1,3317,3846,3571,3781,4492,4258,4329,4593
Mkl2,1251,1018,1218,1113,857,713,640,754
Mkln1,1936,1906,1928,1773,1897,1753,1623,1689
Mkln1os,10,9,6,10,8,6,3,10
Mknk1,934,988,922,1013,1143,1053,1115,1151
Mknk2,7195,8213,7270,7765,10438,8932,9141,9569
Mkrn1,3109,3180,3175,3093,2454,2222,2319,2128
Mkrn1-ps1,0,0,0,0,1,0,0,0
Mkrn2,609,643,600,580,637,518,542,552
Mkrn2os,0,2,1,2,0,0,0,0
Mkrn3,5,4,2,4,0,0,0,1
Mks1,376,408,354,350,385,338,318,288
Mkx,0,0,0,0,0,0,0,0
Mlana,0,0,0,0,0,0,0,0
Mlc1,0,0,0,0,0,1,0,0
Mlec,5531,6592,5526,6635,8563,8372,8498,8736
Mlf1,3,9,8,11,0,1,0,0
Mlf2,2090,2374,2162,2202,1978,1709,1715,1828
Mlh1,655,651,639,679,733,656,599,657
Mlh3,706,676,639,625,881,701,651,638
Mlip,0,0,0,0,1,0,0,0
Mlkl,48,43,30,34,5,4,0,2
Mllt1,1413,1474,1455,1507,1368,1149,1227,1350
Mllt10,1712,1725,1742,1638,2579,2212,2134,2317
Mllt11,305,322,331,390,356,351,379,389
Mllt3,2946,2673,2646,2847,2689,2467,2402,2735
Mllt4,65,41,54,39,28,20,27,26
Mllt6,9868,9381,9780,10526,10636,9636,9184,10695
Mlph,0,0,0,0,0,0,0,0
Mlst8,479,553,504,530,855,794,803,802
Mlx,1189,1342,1221,1221,1654,1325,1562,1444
Mlxip,3750,3431,3995,3702,2750,2944,2723,3312
Mlxipl,6,4,6,6,0,0,0,0
Mlycd,443,552,433,437,449,462,425,429
Mmaa,155,201,168,167,181,126,132,143
Mmab,273,253,265,280,309,280,264,271
Mmachc,179,213,172,171,244,175,160,193
Mmadhc,747,823,730,737,725,661,693,672
Mmd,3669,3229,3400,3188,483,427,415,439
Mmel1,0,0,1,0,0,0,0,0
Mmgt1,700,623,620,610,672,534,535,559
Mmgt2,480,566,455,463,459,422,392,460
Mmp10,5,6,5,9,0,0,0,0
Mmp11,23,18,20,14,98,47,77,47
Mmp12,0,0,2,0,0,1,2,0
Mmp13,1,0,2,0,1,0,0,0
Mmp14,181,259,105,54,15,20,36,12
Mmp15,62,35,51,38,155,82,94,85
Mmp16,0,0,0,1,0,0,0,0
Mmp17,17,19,19,11,16,24,29,24
Mmp19,4,0,0,1,1,3,2,0
Mmp1a,0,0,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0,0,0
Mmp20,1,0,0,0,0,0,0,0
Mmp21,0,0,0,1,0,0,0,0
Mmp23,5,8,10,3,1,6,8,3
Mmp24,4,3,2,2,0,0,1,1
Mmp25,2,1,0,1,0,0,2,0
Mmp27,0,0,0,0,0,0,0,0
Mmp28,1,1,0,0,0,0,0,0
Mmp7,0,0,0,0,0,0,0,0
Mmp8,3,3,0,0,0,1,0,0
Mmp9,80,95,33,67,3,9,4,1
Mmrn1,1,0,0,0,0,0,0,0
Mmrn2,8,9,33,6,0,0,0,0
Mms19,2573,2627,2489,2565,2438,2121,2152,2147
Mms22l,314,296,257,308,229,168,195,166
Mn1,1,0,0,0,34,21,20,22
Mnat1,258,333,247,261,363,315,325,254
Mnd1,11,3,3,4,2,1,0,1
Mnd1-ps,0,0,0,0,0,0,0,0
Mnda,97,50,66,43,0,0,1,1
Mndal,4802,5162,4602,4947,4810,4190,4225,4842
Mns1,247,266,216,277,272,197,206,210
Mnt,1365,1302,1394,1298,1493,1269,1300,1317
Moap1,0,1,0,1,0,0,2,2
Mob1a,8612,8832,8692,8591,8422,7660,7390,7728
Mob1b,1173,880,1124,1028,619,582,538,602
Mob2,805,859,736,780,883,719,714,710
Mob3a,4894,5667,5027,5121,6937,6171,5998,6109
Mob3b,63,80,54,76,328,316,316,318
Mob3c,583,613,553,615,750,631,638,695
Mob4,1046,1145,983,1026,1051,991,936,936
Mobp,0,0,0,0,0,0,0,0
Mocos,174,213,174,175,40,54,38,32
Mocs1,428,459,409,431,543,474,498,432
Mocs2,367,387,335,402,474,409,409,385
Mocs3,260,271,247,242,258,248,236,245
Mogat1,0,0,0,2,0,1,0,0
Mogat2,0,0,0,0,0,0,0,0
Mogs,2856,2972,2891,2827,2053,1851,1889,1920
Mok,2,1,1,0,0,0,0,0
Mon1a,526,587,530,590,509,423,493,489
Mon1b,1721,1604,1554,1597,1324,1091,1059,1307
Mon2,2630,2449,2603,2627,2903,2509,2374,2672
Morc1,1,9,1,2,0,0,1,0
Morc2a,1525,1319,1393,1377,1436,1406,1247,1437
Morc3,1712,1791,1770,1818,2644,2398,2224,2518
Morc4,0,0,0,0,0,0,0,0
Morf4l1,2408,2537,2384,2249,2707,2252,2227,2194
Morf4l2,1027,1142,1019,1104,1092,1205,1214,1240
Morn1,95,87,76,67,10,8,13,12
Morn2,49,36,38,34,13,6,9,9
Morn3,0,0,0,0,3,2,2,1
Morn4,55,51,44,48,2,0,1,1
Morn5,0,0,0,1,0,0,0,0
Mos,0,0,0,0,0,0,0,0
Mospd1,147,144,138,158,219,143,154,147
Mospd2,296,258,231,262,251,218,197,222
Mospd3,690,760,625,695,793,606,742,743
Mospd4,0,0,0,0,0,0,1,0
Mov10,1210,1337,1143,1213,1698,1296,1345,1555
Moxd1,3,0,2,0,1,0,0,0
Moxd2,4,2,4,4,0,1,0,0
Mpc1,225,210,170,184,227,222,182,192
Mpc1-ps,56,51,38,47,75,57,42,54
Mpc2,415,474,484,445,473,404,446,433
Mpdu1,828,847,739,748,896,788,798,814
Mpdz,0,0,0,0,0,0,0,0
Mpeg1,69,78,46,28,11,6,2,2
Mpg,548,510,464,521,416,410,354,374
Mphosph10,657,746,659,672,1065,962,891,899
Mphosph6,556,510,604,466,216,209,169,148
Mphosph8,1036,1001,1044,1122,951,797,793,876
Mphosph9,985,836,833,948,1272,1119,1006,1128
Mpi,174,204,172,179,250,239,203,269
Mpl,0,0,1,1,0,2,0,0
Mplkip,226,295,211,241,414,414,383,352
Mpnd,800,972,730,778,1489,1215,1220,1277
Mpo,70,101,4,0,4,37,3,9
Mpp1,1370,1675,1382,1521,1517,1496,1363,1481
Mpp2,482,565,545,582,23,29,29,31
Mpp3,0,0,0,0,0,0,0,0
Mpp4,12,8,11,7,12,10,13,4
Mpp5,544,538,559,494,564,510,428,474
Mpp6,283,299,266,261,494,405,434,431
Mpp7,217,226,184,246,255,231,210,230
Mppe1,1439,1525,1317,1464,1531,1409,1329,1407
Mpped2,0,0,0,0,0,0,0,0
Mprip,2946,3175,2966,3363,1822,1916,1896,2110
Mpst,623,710,587,601,666,542,536,504
Mpv17,335,387,341,291,277,264,233,210
Mpv17l,22,11,8,8,11,7,3,4
Mpv17l2,417,437,357,368,439,326,364,379
Mpz,0,0,0,0,0,1,1,0
Mpzl1,8,6,7,8,3,2,2,2
Mpzl2,3,5,3,1,0,1,1,0
Mpzl3,764,689,779,704,669,540,525,527
Mr1,1022,883,971,898,494,351,358,391
Mrap,0,0,0,0,0,0,0,0
Mrap2,1,3,0,1,0,0,0,0
Mras,1,0,3,0,0,0,0,1
Mrc1,1,2,4,7,3,1,0,0
Mrc2,5,2,0,2,0,0,1,2
Mre11a,837,887,858,884,900,892,783,851
Mreg,2,2,5,3,2,1,0,0
Mrfap1,1925,2030,1969,2134,1683,1645,1611,1486
Mrgbp,1029,1009,858,902,969,916,848,1002
Mrgpra2b,0,0,0,0,0,0,0,0
Mrgprb3,0,0,0,0,0,0,0,0
Mrgpre,559,510,487,460,50,35,28,46
Mri1,744,769,737,729,924,832,804,828
Mrip-ps,1,2,2,3,2,1,0,1
Mrln,0,0,1,1,0,1,0,1
Mrm1,369,414,365,351,550,597,605,558
Mro,0,0,0,0,0,3,1,1
Mroh1,2002,2113,1898,2148,1355,1274,1279,1360
Mroh2a,2,1,0,2,2,0,0,1
Mroh3,0,0,1,0,0,0,0,0
Mroh5,0,0,0,0,0,0,0,0
Mroh6,3,4,9,2,2,2,1,1
Mroh7,10,3,1,2,1,0,0,0
Mroh8,2,2,0,0,12,7,7,13
Mrpl1,351,365,350,333,341,329,304,321
Mrpl10,1113,1258,1115,1144,1171,1040,1025,1017
Mrpl11,385,426,365,388,488,405,440,386
Mrpl12,545,769,652,607,824,726,785,793
Mrpl13,589,623,520,599,528,488,445,454
Mrpl14,211,261,243,233,245,231,219,224
Mrpl15,710,877,749,754,859,789,811,792
Mrpl16,366,368,370,347,399,348,370,326
Mrpl17,492,502,421,401,498,432,391,369
Mrpl18,677,788,661,736,869,750,720,680
Mrpl19,590,658,552,639,672,633,611,620
Mrpl2,483,468,448,489,551,483,453,460
Mrpl20,462,531,427,449,533,492,512,506
Mrpl21,415,547,419,439,495,500,447,449
Mrpl22,274,295,236,258,349,292,260,273
Mrpl23,115,119,108,112,167,143,152,146
Mrpl23-ps1,3,8,7,3,10,5,7,6
Mrpl24,2403,2561,2322,2491,2505,2357,2474,2437
Mrpl27,260,269,241,233,247,208,249,202
Mrpl28,435,520,448,475,635,581,538,559
Mrpl3,937,899,780,793,971,837,831,811
Mrpl30,555,680,614,651,1327,1180,1285,1124
Mrpl32,387,460,395,453,474,419,416,385
Mrpl33,474,533,478,511,625,565,590,630
Mrpl34,285,358,281,318,361,306,303,290
Mrpl35,298,398,328,348,431,421,409,375
Mrpl36,476,549,392,390,560,500,502,463
Mrpl37,886,930,889,937,894,737,846,848
Mrpl38,585,656,611,697,546,626,580,671
Mrpl39,551,641,554,627,624,529,483,520
Mrpl4,812,918,827,914,829,785,741,804
Mrpl40,457,581,437,475,624,545,481,463
Mrpl41,437,497,449,466,453,425,409,392
Mrpl42,497,527,484,474,517,464,480,472
Mrpl43,543,653,556,533,628,564,544,513
Mrpl44,458,568,487,551,514,474,505,445
Mrpl45,587,631,603,662,581,482,500,470
Mrpl46,394,457,367,354,429,374,389,341
Mrpl47,250,259,226,268,243,245,262,244
Mrpl48,324,363,309,290,442,389,404,346
Mrpl48-ps,1,2,2,2,1,2,0,0
Mrpl49,541,634,568,522,750,622,614,633
Mrpl50,438,501,442,472,527,404,461,431
Mrpl51,516,540,501,484,510,419,416,412
Mrpl52,1060,1264,1028,1079,806,818,771,645
Mrpl53,5,2,3,0,2,2,1,3
Mrpl54,390,460,399,352,415,391,368,320
Mrpl55,224,255,202,184,254,195,229,241
Mrpl57,388,464,342,370,480,465,401,385
Mrpl9,1141,1277,1077,1129,1322,1291,1332,1263
Mrps10,296,276,271,297,304,283,257,318
Mrps11,292,326,257,280,310,247,238,271
Mrps12,292,359,307,341,418,385,383,362
Mrps14,518,630,523,486,672,614,606,611
Mrps15,519,594,559,599,644,701,679,700
Mrps16,570,695,540,584,691,614,626,579
Mrps17,687,861,740,743,1109,913,888,992
Mrps18a,451,522,480,464,472,462,472,535
Mrps18b,250,290,271,234,341,337,365,318
Mrps18c,253,286,256,235,331,284,292,279
Mrps2,572,630,625,530,647,570,536,547
Mrps21,355,430,402,406,368,334,398,375
Mrps22,240,245,183,216,293,297,304,291
Mrps23,886,1094,873,953,1204,1087,1084,1095
Mrps24,449,599,465,447,645,536,543,584
Mrps25,270,379,306,311,358,320,353,409
Mrps26,751,841,747,754,1010,889,891,894
Mrps27,403,448,365,369,427,403,396,388
Mrps28,111,168,131,137,241,239,211,201
Mrps30,560,593,513,578,786,687,673,664
Mrps31,269,320,262,286,337,273,248,274
Mrps33,119,136,120,118,171,155,125,114
Mrps34,594,625,576,546,710,652,696,624
Mrps35,483,555,443,494,595,570,525,501
Mrps36,41,65,41,61,61,51,58,40
Mrps36-ps1,2,0,5,3,3,1,1,3
Mrps36-ps2,0,0,0,0,0,0,0,0
Mrps5,567,703,576,647,841,764,674,782
Mrps6,792,883,817,789,312,282,304,265
Mrps7,600,691,639,600,661,591,605,666
Mrps9,869,930,833,811,1007,839,849,799
Mrrf,247,264,269,262,382,365,282,317
Mrs2,437,364,436,418,548,421,412,445
Mrto4,349,422,346,350,582,577,536,560
Mrvi1,3,12,8,8,126,90,89,94
Ms4a1,19,13,4,10,2,1,1,1
Ms4a14,0,0,0,0,0,0,0,0
Ms4a15,0,0,0,0,0,0,0,0
Ms4a2,0,1,0,0,0,0,0,0
Ms4a3,1,3,0,0,0,0,0,0
Ms4a4a,1,6,1,1,13,16,8,6
Ms4a4b,7794,11584,8277,10286,19217,15970,15791,15646
Ms4a4c,312,364,205,268,626,760,629,547
Ms4a4d,35,38,32,28,26,26,19,26
Ms4a6b,11601,14421,11576,12462,19890,19321,18574,17957
Ms4a6c,532,538,461,438,323,314,309,382
Ms4a6d,208,235,195,224,44,60,64,59
Ms4a7,0,0,0,0,0,0,0,1
Ms4a8a,5,6,0,1,0,0,0,0
Msantd1,18,25,24,47,12,11,11,35
Msantd2,429,422,389,429,347,326,350,422
Msantd3,0,1,0,0,0,0,0,0
Msantd4,867,971,887,898,544,506,468,523
Msc,12,1,12,13,0,0,0,0
Msgn1,1,2,1,0,4,5,5,3
Msh2,1221,1291,1225,1335,1648,1500,1497,1597
Msh3,963,862,860,822,989,826,825,806
Msh4,0,0,0,0,1,1,0,0
Msh5,61,42,34,38,45,36,34,45
Msh6,2233,2125,2033,1989,1964,1745,1785,1929
Msi1,1,1,0,1,0,0,0,0
Msi2,4332,3309,4181,3494,1822,1454,1350,1384
Msl1,3566,3276,3498,3703,4038,3475,3595,3819
Msl2,4389,4403,4395,4356,5135,4592,4452,4700
Msl3,972,905,991,899,971,752,826,811
Msl3l2,456,512,436,400,136,113,92,114
Msln,0,0,0,0,0,0,0,0
Mslnl,2,2,1,2,0,1,2,1
Msmo1,447,452,412,463,750,664,642,714
Msmp,0,0,0,0,1,0,1,0
Msn,21924,24463,23532,23175,39586,34545,34271,36536
Msr1,0,1,0,0,0,0,0,0
Msra,387,486,459,424,503,391,398,380
Msrb1,303,312,267,308,450,346,417,323
Msrb2,144,175,151,145,284,229,241,191
Msrb3,41,41,41,31,3,3,2,3
Mss51,55,42,39,39,61,57,77,101
Mst1,18,13,7,11,7,12,22,16
Mst1r,1,2,1,1,4,0,1,2
Mstn,18,13,18,13,0,0,0,0
Msto1,556,607,497,477,424,331,335,321
Msx1,0,0,0,0,0,0,0,0
Msx2,0,0,0,0,0,0,0,0
Msx3,0,0,0,0,0,0,0,0
Mt1,14,12,14,6,2,1,1,0
Mt2,2,5,3,4,0,0,1,0
Mt3,7,6,11,5,0,0,0,0
Mt4,0,0,0,0,0,0,0,0
Mta1,2263,2311,2195,2243,2623,2307,2302,2452
Mta2,6955,7425,7056,7284,6869,5806,5849,6260
Mta3,1586,1512,1509,1577,1730,1372,1407,1556
Mtag2,0,0,0,0,0,1,0,1
Mtap,1087,1175,1064,1099,1408,1215,1331,1174
Mtap7d3,5,7,8,3,0,1,0,3
Mtbp,494,404,436,431,310,223,204,205
Mtch1,1372,1543,1335,1317,1057,954,964,1023
Mtch2,1236,1285,1167,1192,1264,1034,1071,1047
Mtcl1,0,0,0,2,0,0,0,0
Mtcp1,406,307,374,399,311,255,303,304
Mtdh,2454,2227,2319,2191,2413,2172,2071,2193
Mterf1a,122,158,162,175,120,119,96,134
Mterf1b,60,74,54,68,49,60,62,43
Mterf2,208,219,161,184,207,169,178,171
Mterf3,795,868,839,795,756,760,717,751
Mterf4,254,281,250,281,222,217,214,212
Mtf1,858,736,813,870,998,792,784,930
Mtf2,1787,1645,1720,1629,1725,1414,1449,1329
Mtfmt,554,528,515,546,492,428,407,493
Mtfp1,22,41,28,24,24,25,15,23
Mtfr1,626,722,640,617,641,679,626,672
Mtfr1l,1472,1585,1445,1412,1967,1493,1552,1487
Mtfr2,23,9,5,5,5,1,5,6
Mtg1,257,243,167,209,419,293,302,301
Mtg2,742,857,783,780,694,597,644,726
Mthfd1,924,972,792,864,1434,1346,1204,1315
Mthfd1l,1112,1130,1091,1004,1482,1150,1234,1259
Mthfd2,1406,1461,1309,1338,1564,1396,1411,1373
Mthfd2l,92,80,68,68,73,51,48,44
Mthfr,914,711,786,764,769,626,650,727
Mthfr-ps1,0,0,0,0,0,0,0,0
Mthfs,61,97,74,76,21,27,22,21
Mthfsd,597,578,505,543,573,512,433,530
Mthfsl,279,305,276,253,123,102,92,84
Mtif2,837,802,738,759,741,616,600,633
Mtif3,34,56,43,48,36,33,42,39
Mtl5,2,2,1,0,2,0,1,0
Mtm1,182,191,185,171,218,161,163,180
Mtmr1,1127,1100,1133,1111,1398,1168,1075,1165
Mtmr10,308,264,234,207,470,359,355,332
Mtmr11,135,94,133,93,6,2,6,2
Mtmr12,2211,2119,2113,1986,2129,1831,1870,2003
Mtmr14,618,588,542,525,669,563,536,554
Mtmr2,1082,1014,1011,979,1173,1013,934,1002
Mtmr3,4729,4304,4638,4343,4340,3941,3584,3727
Mtmr4,1366,1486,1475,1617,1318,1294,1193,1312
Mtmr6,1939,1867,1929,1946,2229,1987,1972,2019
Mtmr7,227,254,317,330,14,13,23,22
Mtmr9,659,507,591,574,734,639,556,587
Mtnr1a,0,0,2,0,0,0,0,0
Mto1,361,354,373,358,501,460,446,437
Mtor,1692,1491,1614,1531,1643,1460,1309,1570
Mtpap,822,863,745,776,863,800,761,793
Mtpn,2705,2928,2680,2638,3747,3297,3146,3230
Mtr,838,753,785,807,1323,1147,954,1053
Mtrf1,94,90,69,85,57,39,41,48
Mtrf1l,280,298,242,270,291,227,258,268
Mtrr,474,490,439,483,663,538,526,532
Mtss1,617,559,679,540,2017,1589,1740,1817
Mtss1l,38,47,73,41,23,16,18,15
Mttp,57,37,44,41,52,41,41,41
Mturn,1327,1048,1198,1162,1931,1448,1424,1330
Mtus1,7,12,13,15,0,2,2,2
Mtus2,35,87,49,48,42,99,69,49
Mtx1,596,612,480,547,505,452,536,517
Mtx2,611,562,514,565,481,387,421,357
Mtx3,579,532,535,498,442,379,383,388
Muc1,39,30,29,32,15,16,12,5
Muc13,3,3,4,3,2,0,0,1
Muc15,0,0,0,0,0,0,0,0
Muc16,244,147,228,86,0,0,0,0
Muc2,1,1,1,0,7,1,5,5
Muc20,4,7,4,2,0,0,0,0
Muc3,0,0,0,0,0,0,0,0
Muc3a,45,32,41,35,41,19,18,32
Muc4,1,1,0,0,0,0,0,0
Muc5ac,2,2,5,5,0,0,0,0
Muc5b,0,0,0,1,0,0,0,0
Muc6,0,0,0,0,0,0,0,0
Mul1,594,590,539,526,421,429,388,430
