Unnamed: 0,stat,padj,log2FC_TCvsB6
Gm13042,-0.951943,0.39809,-0.061138
Gm13218,0.928892,0.398145,0.0736109
9430029A11Rik,0.934715,0.398209,0.104285
Gm5891,0.929176,0.398238,0.0515413
Gm10662,0.929176,0.398238,0.0515413
Gm11749,0.954511,0.398286,0.204659
Olfr834,0.943781,0.398307,0.0608886
LOC100861913,0.916578,0.398332,0.0832805
Gm13554,0.909166,0.398356,0.111808
Gm12905,-1.01553,0.398384,-0.124906
Gm16437,-0.922962,0.398398,-0.0581671
Oas1b,0.923132,0.398409,0.0970793
Aldh8a1,0.918397,0.398428,0.0188548
8030411F24Rik,0.934718,0.398486,0.15681
Rapgef2,0.927663,0.398506,0.0603148
Cmip,0.937153,0.398508,0.0414595
Gm13345,1.05008,0.398543,0.129787
Gm23106,-0.93697,0.398593,-0.0500733
Gm13730,-0.983962,0.398599,-0.0848161
Mpp5,-0.908509,0.398648,-0.0554351
Hesx1,0.932405,0.398659,0.0875251
Scgb2b21,0.912492,0.398664,0.070656
Smim7,-0.930624,0.398691,-0.0744549
Gm14714,0.955207,0.398708,0.0671984
Gm24152,0.918724,0.398735,0.145716
Gm23485,0.926981,0.398832,0.0647877
2610035D17Rik,0.916927,0.398862,0.127303
Gm5135,0.932794,0.398901,0.0886703
Mep1a,0.910636,0.398925,0.037835
Gm5874,-0.912663,0.399007,-0.105435
Fam149b,-0.916242,0.399007,-0.0628195
Gm25826,0.926695,0.39902,0.0541885
Gm23988,0.968729,0.399023,0.0635072
Gm5924,1.00916,0.399023,0.165805
Arpc1b,-0.920525,0.399025,-0.0594273
Gm26613,0.933522,0.399044,0.102526
Gm6181,-0.90822,0.399184,-0.0535378
Pinx1,-0.91992,0.399205,-0.0978725
4930430A15Rik,0.935114,0.399254,0.0502947
Hspe1-ps3,0.909471,0.399304,0.10652
Rnf6,-0.925891,0.399312,-0.0362
LOC100503047,-0.922167,0.399334,-0.0982632
Hyal4,0.985858,0.39937,0.106067
Lpo,0.91571,0.399379,0.0569317
Ctu1,-0.90994,0.39943,-0.116389
Mir6948,0.924544,0.399438,0.073428
D10Jhu81e,-0.942138,0.399448,-0.0528756
Trim68,1.00205,0.399454,0.0728402
Vmn1r171,0.910738,0.39947,0.101947
Gm24893,1.00689,0.399543,0.116642
Dclre1a,-0.933724,0.399546,-0.0564955
Manea,-0.939331,0.399551,-0.0620566
Mir342,0.906729,0.399588,0.0965931
Mir342,0.906729,0.399588,0.0965931
Gm24649,0.912395,0.399589,0.123434
Gm3025,-0.94183,0.399597,-0.0848061
Wdr63,0.906565,0.399599,0.0801261
Gm26253,-0.917582,0.399612,-0.0404286
Marco,0.907647,0.399699,0.0912098
Svop,0.931459,0.39971,0.0457517
Slc10a5,0.915574,0.399749,0.0698992
Ppara,0.906399,0.399764,0.0422286
Osm,0.914452,0.399804,0.0377752
Gm26544,0.914037,0.399837,0.0892337
Gm14174,0.915734,0.39989,0.0824849
Gm26747,0.908191,0.399926,0.155578
Gm19863,0.916083,0.399936,0.124477
Gm5390,0.941215,0.399965,0.0750517
Stk10,-0.91891,0.399977,-0.109227
Gm23663,0.971863,0.399979,0.193209
Prkcsh,-0.932144,0.400042,-0.0450156
Cryl1,0.925647,0.400059,0.0568707
Vmn1r219,0.906494,0.400074,0.0582567
Gm9200,-0.929473,0.400079,-0.0691974
Gm13555,1.03442,0.400124,0.227543
Clec7a,0.928118,0.400189,0.0833042
1700121N20Rik,0.968431,0.400194,0.0870301
Gm24635,0.932767,0.400202,0.12931
Bcl2l15,1.02007,0.400263,0.0924838
Gm26864,0.907986,0.400267,0.0752499
Gm20658,0.909064,0.400295,0.113183
Dcun1d3,0.911058,0.400308,0.0761485
Gm23326,-0.905498,0.400327,-0.0833241
Kctd5,-0.964418,0.400375,-0.100128
AW049021,0.920632,0.400388,0.0962931
Gm23037,0.964914,0.400418,0.115534
Mypop,0.943061,0.400423,0.119427
Gm22886,0.911428,0.400424,0.185376
Zdhhc16,-0.931999,0.400443,-0.0583673
Gm23346,-0.913075,0.400453,-0.105849
Ankrd13c,0.993306,0.400467,0.0882197
Gm22113,0.940103,0.400497,0.260361
Gm22053,0.946401,0.400508,0.20749
Gm13262,0.919514,0.400524,0.0527631
Ppig,-1.04658,0.400548,-0.0639247
Gm12040,0.947263,0.400584,0.151694
Tfe3,0.917,0.400598,0.0697887
Gm24692,-0.909829,0.400605,-0.0938005
Bambi-ps1,0.908697,0.400628,0.0657092
Vmn2r12,0.908796,0.400648,0.0617435
Orc4,-0.904808,0.400655,-0.0583081
1110020C17Rik,0.965386,0.400692,0.135626
Glg1,0.909999,0.400707,0.0520666
Phf19,-1.00108,0.400714,-0.0991059
Gm22009,0.920932,0.400738,0.159924
Mir145b,-0.91216,0.40074,-0.1014
Atf7ip2,0.9089,0.400781,0.0767731
Vmn2r-ps3,0.985656,0.400846,0.216472
Gm22706,-0.935965,0.400858,-0.108721
Gm11715,-0.928662,0.400863,-0.113447
Gp6,0.904033,0.400894,0.060212
Dkk4,0.928479,0.400943,0.153952
D730045A05Rik,0.928002,0.400972,0.110744
Gm26536,0.987602,0.400977,0.0798975
Gm7978,0.904487,0.400991,0.0848333
Mmp13,0.996306,0.401022,0.0812627
Gm20859,-0.951074,0.401038,-0.0800221
Ssfa2,-0.912819,0.401054,-0.04015
Slc15a1,0.903708,0.401055,0.0501777
Gm15508,0.951718,0.401071,0.0696801
Cdkl4,0.917931,0.401093,0.0230416
Dsp,-0.943806,0.401139,-0.0899172
Gm25471,-0.911602,0.401198,-0.214227
Gm22046,-0.911602,0.401198,-0.214227
Gm25210,-0.911602,0.401198,-0.214227
Gm26032,-0.911602,0.401198,-0.214227
1700047G07Rik,-0.995367,0.40123,-0.144216
n-R5s87,-0.9956,0.401267,-0.154495
Gm14332,0.903082,0.401283,0.118838
Gm25185,1.02527,0.401286,0.139542
Ifna11,0.921352,0.401301,0.113879
Gm16511,0.971995,0.401311,0.107942
Cpd,0.918001,0.401388,0.0502881
LOC100045026,0.948072,0.401389,0.106941
Zscan26,-0.928492,0.401395,-0.0578756
Gm26753,0.926663,0.401533,0.119527
Plin5,-0.90538,0.401618,-0.0327338
Rbp3,0.915687,0.401625,0.0825456
Atad3aos,0.908974,0.401664,0.0954719
Gm6195,-0.920671,0.401723,-0.0601804
Btbd10,-0.931292,0.401736,-0.0653838
4930528P14Rik,-0.99786,0.401756,-0.07803
Stk35,0.992136,0.401768,0.0927457
Gm6092,0.911703,0.401774,0.142274
Zfp951,0.920627,0.401795,0.0588222
Impdh1,-0.904184,0.40183,0.129734
Gm26538,0.929403,0.40183,-0.0486703
Wscd1,1.01948,0.401832,0.100196
AA388235,0.922248,0.401833,0.0803165
D430036J16Rik,0.906893,0.401838,0.0791541
5830454E08Rik,0.919728,0.401971,0.138043
Olfr467,0.911915,0.401982,0.0737324
Dbn1,0.98432,0.401991,0.051727
Gm22635,-0.929158,0.402014,-0.130033
Gm25680,-0.929158,0.402014,-0.130033
4930486L24Rik,-0.943591,0.402048,-0.082539
Gm25041,0.915889,0.402093,0.122315
Zfp865,-0.902739,0.402094,-0.0197864
Mir497b,0.943744,0.402105,0.0937141
Gm8566,-0.903583,0.402111,-0.0688194
Hist1h2ap,-1.01022,0.402193,-0.187681
Gm23096,0.919823,0.40221,0.230085
Gm6415,-0.948684,0.402235,-0.350383
RP23-51O3.8,0.950439,0.402243,0.113706
Gm4302,0.901059,0.402322,0.0690208
Sst,0.9033,0.402336,0.119145
Dbndd1,1.04762,0.402341,0.190028
Gm20149,-0.902082,0.40235,-0.0747731
Vmn2r-ps62,0.901781,0.402364,0.121988
Edaradd,-0.910662,0.402371,-0.0564597
Coa5,-0.900887,0.402414,-0.0833095
Gm23865,0.91758,0.402438,0.0943736
Gm19434,0.906556,0.402474,0.0842943
Tmem81,-0.968155,0.402488,-0.1288
Sf3a1,0.997064,0.4025,0.119447
4921507L20Rik,0.932831,0.402613,0.0968016
Gm20186,0.968877,0.402629,0.0849305
Gm14713,0.9011,0.402676,0.0907371
Akap8,-0.900242,0.402681,-0.0616961
Cd36,0.921015,0.402699,0.064091
Scaf4,0.940867,0.4027,0.104913
Oaf,0.906786,0.402798,0.0657683
Snx9,0.901357,0.402804,0.10871
Gm23121,-0.92017,0.402805,-0.234634
Gm15580,0.994741,0.402833,0.161553
Gm23817,0.96177,0.402863,0.0978084
AI854517,0.899979,0.402871,0.0623844
Prmt10,-0.928203,0.402902,-0.0862104
Igfbp5,0.901156,0.402915,0.0903444
Olfr25,0.98623,0.402929,0.106924
Zfpm2,0.914709,0.402941,0.0492829
Vtcn1,0.90144,0.403041,0.0950846
Gabrb1,0.916108,0.403043,0.0593151
Gm22307,0.945146,0.403045,0.307464
Gm24690,-0.906396,0.403078,-0.142037
Gm14511,0.931393,0.403118,0.16225
Gm12488,0.969216,0.403121,0.16592
Gm15156,0.919935,0.403144,0.0366845
Cntn6,0.904292,0.403152,0.077587
Car3,0.903392,0.403202,0.0821422
Gm6640,-0.947498,0.403214,-0.0957442
Gm16116,0.918468,0.403254,0.114074
BB218582,0.930751,0.403265,0.0774429
D030045P18Rik,0.909882,0.403315,0.0406826
n-R5s50,0.933055,0.403325,0.14198
Ccdc69,-0.900123,0.403384,-0.0639761
Nudt10,1.01218,0.403397,0.0708423
Cebpz,-0.905859,0.403466,-0.0538098
4933408N05Rik,0.902234,0.403475,0.0784005
Gm15972,0.924816,0.403481,0.122348
Phf1,0.943968,0.403503,0.068265
Olfr1505,-0.898703,0.403538,-0.0840959
Stk3,0.918088,0.403538,0.0563254
Ccdc51,0.959264,0.403563,0.106953
Gm12005,-0.898418,0.403574,-0.0243397
Olfr1010,0.945375,0.403575,0.0742563
Psmb9,0.925159,0.403608,0.065564
Gm22284,0.932929,0.40361,0.100823
Rtn1,0.904329,0.403635,0.068379
Tulp4,-1.03368,0.403703,-0.184603
Ppp1r15a,0.903006,0.403708,0.217855
Gm6525,0.918272,0.403715,0.095626
Igsf3,0.913734,0.40372,0.0776901
Gm25678,-0.916535,0.403753,-0.08315
Gm11466,-1.0395,0.403775,-0.208441
RP23-349I13.6,0.95272,0.40379,0.12561
Gm4631,-1.04124,0.403847,-0.0700225
Osmr,0.91264,0.40391,0.0773965
Tnnt2,0.98365,0.403915,0.115403
Gm22775,-0.904784,0.403916,-0.132918
Gm24590,0.913773,0.403952,0.0980785
Rps23-ps,0.900451,0.403971,0.0306401
Shank2,0.90868,0.403982,0.0643877
Gm26449,0.897505,0.40415,0.114511
E430024P14Rik,0.960877,0.404223,0.0576479
Phka1,0.903473,0.404226,0.0641295
E330027M22Rik,0.915297,0.404227,0.111795
Rps2,0.900164,0.404228,0.0836865
Gm13462,-0.941731,0.404258,-0.11226
Ttc12,0.906838,0.404281,0.0662486
Gm12408,-0.965357,0.404299,-0.103957
mmu-mir-6377,-0.954147,0.404317,-0.122882
Mir6377,-0.954147,0.404317,-0.122882
5530400C23Rik,0.899944,0.404329,0.156776
Vasp,-0.954286,0.404359,-0.0808584
Gm11856,-0.932868,0.404387,-0.0781799
Gm24999,0.910961,0.404393,0.0699307
Gm12728,-0.92359,0.404436,-0.0208757
Ehbp1l1,0.89866,0.404444,0.0316235
Chrnd,1.00617,0.404471,0.0820154
Pan2,0.896638,0.404545,0.0441237
Slc7a12,0.896716,0.404566,0.08328
Uqcr10,-0.914456,0.404601,-0.0385362
4930448I06Rik,0.897628,0.404626,0.0868969
Nkx2-3,0.934982,0.404705,0.127385
Gm26206,0.896228,0.404718,0.0532889
Nucb2,0.901416,0.404727,0.0353735
Lrrtm4,0.897439,0.404806,0.0704154
Apoa1bp,-0.896942,0.404818,-0.0490228
AU019990,0.903224,0.404825,0.0547286
Gm20757,0.902726,0.404841,0.107628
Ndrg2,-0.898631,0.404849,-0.0437752
Snord7,0.901715,0.404922,0.099804
Gm11812,0.957241,0.40494,0.0801618
Olfr832,0.901961,0.404942,0.18853
Gm25370,0.90195,0.404955,0.23771
Prpf38b,-0.939706,0.404977,-0.0892089
Gm11688,-0.931383,0.404992,-0.0443737
Fbxw23,0.964664,0.405018,0.0974358
Trp53bp1,0.91112,0.405021,0.0537634
1700010L04Rik,0.926302,0.405049,0.0954521
Irs1,0.949574,0.405062,0.186827
Medag,0.919552,0.405071,0.106863
Gm13806,-0.905393,0.405075,-0.0508601
Gm15730,0.902433,0.405103,0.0491539
Wdr65,0.963925,0.405109,0.0780392
C8a,0.942607,0.405133,0.0713358
Cmas,-0.915988,0.405135,-0.0509535
Gm15729,0.949044,0.405143,0.192299
Tuba1c,-0.98521,0.405163,-0.13912
Spata45,0.93513,0.405188,0.136912
Dph6,0.945483,0.405226,0.159248
Olfr1504,0.895208,0.405245,0.118824
4933406J09Rik,0.905307,0.405349,0.0588051
Gm7936,-0.89468,0.405416,-0.0525656
4930471L23Rik,0.895553,0.405428,0.0519054
Cenpp,-0.980065,0.40547,-0.114188
Rpgrip1,0.935566,0.405484,0.0395335
Mir6996,0.903362,0.40549,0.107957
Ch25h,0.92307,0.405504,0.100594
Tceal1,0.985968,0.405544,0.136253
Kcnd3os,0.923003,0.405553,0.069321
Twsg1,0.912515,0.405569,0.0743292
Tmem150c,0.995764,0.405586,0.0411647
Gm12969,1.01234,0.405588,0.11388
Gm5121,0.914931,0.405598,0.109173
Tas2r144,-0.895076,0.40562,-0.0493369
Olfr1445,-0.995293,0.405644,-0.179956
Fgg,0.901075,0.405649,0.055364
Gm12060,0.894118,0.405736,0.114116
Gm24567,-0.962567,0.405746,-0.115755
Gm23606,-0.962567,0.405746,-0.115755
Gm23304,-0.962567,0.405746,-0.115755
Gm22419,-0.962567,0.405746,-0.115755
Gm22112,-0.962567,0.405746,-0.115755
Gm22991,-0.962567,0.405746,-0.115755
Gm25778,-0.962567,0.405746,-0.115755
Gm22102,-0.962567,0.405746,-0.115755
Gm26190,-0.962567,0.405746,-0.115755
Gm24484,-0.962567,0.405746,-0.115755
Gm22029,-0.962567,0.405746,-0.115755
Gm24427,-0.962567,0.405746,-0.115755
Gm25208,-0.962567,0.405746,-0.115755
Gm26137,-0.962567,0.405746,-0.115755
Gm25347,-0.962567,0.405746,-0.115755
Gm26248,-0.962567,0.405746,-0.115755
Gm25774,-0.962567,0.405746,-0.115755
Gm25228,-0.962567,0.405746,-0.115755
Gm24744,-0.962567,0.405746,-0.115755
Gm22346,-0.962567,0.405746,-0.115755
Gm24802,-0.962567,0.405746,-0.115755
Gm23844,-0.962567,0.405746,-0.115755
Gm23177,-0.962567,0.405746,-0.115755
Gm24617,-0.962567,0.405746,-0.115755
Gm25754,-0.962567,0.405746,-0.115755
Gm24193,-0.962567,0.405746,-0.115755
Gm15578,-0.894396,0.405811,-0.0150175
Fam25c,0.898597,0.405857,0.092311
Gm1647,-0.903286,0.40589,-0.11474
Chrna9,0.89894,0.405892,0.0581694
Mir92b,0.895225,0.405907,0.135484
Gm26422,0.899494,0.405916,0.14451
Sim2,0.952523,0.405943,0.0717017
B430219N15Rik,0.962246,0.405966,0.0706335
Gm10616,0.957554,0.405969,0.181562
Tgm5,0.9068,0.406022,0.0576281
Dleu7,-0.904846,0.406053,-0.0654192
Trav4d-3,-0.920082,0.406077,-0.0842747
Ccdc109b,-0.901689,0.406086,-0.0627763
Gm8179,0.933419,0.406114,0.186966
Gm25627,0.977418,0.406116,0.176825
Gm26794,0.899951,0.406167,0.131209
4732491K20Rik,0.983147,0.406248,0.0921381
Wbp4,0.933753,0.406276,0.0457182
C1ql4,-1.01347,0.406316,-0.135682
Fam110b,0.901632,0.406339,0.056186
Gm13814,0.919537,0.406378,0.0837106
Rad54l2,0.924301,0.406407,0.0712988
Gm15850,0.996343,0.406451,0.0620307
Rhobtb3,0.895481,0.40647,0.0678319
Gm12970,0.928234,0.406472,0.0645375
Smpd4,0.912137,0.406505,0.0599645
Gm10305,0.892984,0.406506,0.110082
Mtrf1l,0.895932,0.406515,0.0605655
Gm14910,0.892677,0.40652,0.071521
Tspan18,0.896582,0.406568,0.0420239
Flrt3,-0.956478,0.406586,-0.0526098
Gm8513,-0.894897,0.406606,-0.0946459
Gm16083,0.912707,0.406607,0.0786554
Gm25606,0.957528,0.406657,0.195559
Gm4945,0.963646,0.40666,0.17652
9030025P20Rik,0.901893,0.406757,0.0802984
Gm26214,0.945339,0.406793,0.197168
Zfp341,1.01784,0.406835,0.0584217
Rab20,-0.898808,0.406854,-0.0799849
Olfr516,0.897547,0.406855,0.0702477
Gm12159,0.958838,0.406869,0.177513
Zpld1,0.899234,0.40687,0.0815588
Coil,0.893026,0.406905,0.0461979
Mir466l,-0.894107,0.406962,-0.041823
Gm15177,-0.962212,0.406994,-0.0756123
Gzf1,-0.89927,0.407013,0.0864119
Gm13010,0.903598,0.407013,-0.066872
Gm26860,0.920508,0.407034,0.0919045
Rgs5,0.89442,0.40706,0.0728691
Mmp2,0.89275,0.407099,0.046594
Acacb,0.939256,0.407163,0.0637218
Zfp106,-0.892187,0.407197,-0.0435282
Gm9761,-0.927903,0.407198,-0.0914501
Gm5532,0.897792,0.407228,0.0931858
4930524C18Rik,0.918174,0.40727,0.0521588
Arsi,0.914248,0.40728,0.121
Rpl31,-0.940589,0.407289,-0.106663
Gm25908,-1.00108,0.407292,-0.14433
Slc22a22,0.892372,0.407315,0.0645313
Olfr229,0.923784,0.407371,0.106697
Zfp784,1.00655,0.407392,0.133514
Nxf1,0.89085,0.407399,0.0670861
1700001J03Rik,-0.916874,0.407462,-0.115618
Nat3,0.910143,0.407506,0.0786017
Ocrl,0.897946,0.407531,0.0757372
Serpinf1,0.894545,0.407565,0.0917255
Gm13223,0.943179,0.40758,0.145683
Gm6369,0.923485,0.407582,0.0901954
Zfp33b,0.891634,0.407663,0.0379331
Spint2,-0.912597,0.407668,-0.041639
Gm11253,0.890335,0.407695,0.0855797
4833439L19Rik,-0.904665,0.407696,-0.117391
G530011O06Rik,0.96987,0.407711,0.165686
Ankrd46,-0.906328,0.407724,-0.0688401
LOC102640578,0.966235,0.407733,0.115684
Gm17739,-0.93657,0.407749,-0.118166
Tspyl1,0.940793,0.407774,0.137666
Fam171a1,0.960443,0.40781,0.0700761
Gm22216,-0.932587,0.407819,-0.118741
Usp19,-0.898607,0.407851,-0.0367504
Gm24177,1.00788,0.407863,0.0772441
Smndc1,-0.891333,0.407864,-0.0565663
Gm17172,0.913284,0.407878,0.107145
Muc15,0.89433,0.407891,0.0525291
Gm22088,-0.902366,0.407927,-0.0564387
Trpm3,0.893017,0.407957,0.0518975
Apol7d,0.961059,0.407961,0.069746
Olfr632,0.95728,0.407965,0.070541
1700106J16Rik,1.03202,0.407969,0.150167
Gm23047,0.900187,0.407972,0.169889
Vmn1r-ps45,-0.932993,0.407978,-0.0952874
Mos,0.890664,0.408033,0.124245
A330074K22Rik,0.898586,0.408036,0.112952
Mir100,0.901257,0.40806,0.117356
Samt4,0.891645,0.408115,0.0903008
Gm10557,0.895479,0.40812,0.0835939
Atp6v1h,-0.892903,0.408159,-0.0751419
Pigv,0.900088,0.408189,0.0413178
Nadk,-0.891464,0.408191,-0.0458778
Gm7945,0.896753,0.40821,0.0870062
Rhox9,0.889228,0.408247,0.0595821
Gm13738,0.907401,0.408275,0.108401
Nr2c2,-0.965703,0.408293,-0.0691181
Igkj3,0.963582,0.408326,0.420127
Atp5l,-0.888848,0.408424,-0.0389981
Gm3940,-0.889209,0.408459,-0.0542904
LOC102634101,0.891796,0.408486,0.0556871
3110039M20Rik,0.893461,0.408553,0.0912366
Gm24282,0.888341,0.40856,0.131333
Gm9097,-0.973452,0.408588,-0.0925124
2610020F03Rik,0.945987,0.408604,0.107246
Sars,-0.889256,0.408704,-0.0627997
Moap1,-0.928474,0.40876,-0.0715845
Zer1,0.917008,0.408816,0.0465223
Fscn2,0.888445,0.408864,0.092482
Gata6,0.898848,0.408922,0.0736236
Kdsr,0.887708,0.408927,0.0495018
Tshz1,0.887582,0.408941,0.0473598
Lmtk2,0.948794,0.408989,0.0745903
Gm13536,-0.892413,0.409101,-0.0879553
Xab2,-0.888223,0.409125,-0.0421721
Zeb2os,0.90589,0.409191,0.0652475
Gm10166,0.916063,0.409212,0.0912535
Gm20528,0.902609,0.409221,0.119657
Gm15135,-0.90813,0.409228,-0.142291
Gm11701,-0.906181,0.409252,-0.0433954
Slc46a2,0.897838,0.409258,0.10232
Gm4258,0.88694,0.409267,0.0788574
Gm15370,-0.91999,0.409286,-0.0578082
Gm6478,-0.902629,0.409336,-0.0627363
Vmn1r-ps40,0.888695,0.409354,0.117941
Gm12770,0.890951,0.409379,0.055285
Gm6851,1.00702,0.409394,0.1611
Gm22468,-0.963223,0.409408,-0.118108
Lrrc30,-0.932356,0.409421,-0.132248
Prune2,0.898197,0.409433,0.0634324
Sptssb,0.889671,0.409508,0.110481
C1qtnf5,0.895687,0.409535,0.0748638
Olfr690,0.918068,0.409537,0.153986
Gm1947,0.892412,0.409564,0.0365177
Xlr4c,0.900117,0.409568,0.0625327
Taf1,0.890715,0.409572,0.0602056
Gm14701,0.921904,0.409637,0.0559167
Nap1l5,0.925581,0.40964,0.103737
1700030C12Rik,0.886203,0.409689,0.0665029
Mir2137,0.986687,0.409703,0.0967708
Olfr325,-0.931753,0.409708,-0.125245
Khdc1b,-0.902336,0.409719,-0.135446
Mcm9,-0.89313,0.409741,-0.0508949
Cops5,-0.888674,0.409763,-0.0641884
Nsmaf,-0.905883,0.409766,-0.07171
Gm12913,0.901398,0.409787,0.17309
Gm13521,-0.988676,0.409831,-0.0987198
Olfr1183,0.886034,0.409841,0.0900409
Gm13656,0.889011,0.409843,0.0884007
Olfr1248,0.896416,0.409917,0.1095
Olfr629,-0.889421,0.409956,-0.092542
Fam208a,-0.979942,0.409959,-0.107637
Gm13202,0.888015,0.40996,0.0662653
Gm26632,-0.898112,0.409968,-0.0877823
4930459C07Rik,0.914717,0.409975,0.0968664
Bdkrb2,0.910858,0.40998,0.0701754
Gm13341,0.892063,0.409994,0.125059
Olfr19,0.895255,0.410125,0.0856536
Gm24207,0.889259,0.410142,0.166036
Clvs1,1.0199,0.41021,0.069186
Gm11725,0.885411,0.410222,0.0744753
4931429P17Rik,0.885686,0.410283,0.0500037
Gm11618,0.899824,0.410298,0.0657327
Gm9095,-0.941796,0.410324,-0.0567097
4732465J04Rik,-0.904334,0.410325,-0.105533
Gm7488,-0.900851,0.410332,-0.0946355
Gm11199,-0.889795,0.410352,-0.0583471
1300002E11Rik,0.901267,0.410364,0.0702679
Gadl1,0.886207,0.410371,0.0752562
A930024E05Rik,0.889951,0.410391,0.0815508
Tigd4,-0.899661,0.410394,-0.125895
Gm11060,-0.884454,0.410497,-0.0891943
Leng9,0.89713,0.41054,0.109644
Rab23,0.903331,0.410562,0.0301314
Gm7494,0.888703,0.410578,0.10277
Htr1d,0.889849,0.41062,0.0327483
Mpp7,0.904644,0.410624,0.0661208
Rpl19-ps4,-0.919846,0.410666,-0.0652138
Ntrk2,0.896061,0.410668,0.0498953
Cwc27,-0.944557,0.410688,-0.039968
Gm2431,0.884671,0.410724,0.0805619
Camsap1,0.884199,0.410735,0.0328386
Olfr1131,-0.901703,0.410749,-0.131142
Gm1989,0.886097,0.41076,0.0666749
4-Mar,0.893735,0.410772,0.0554339
Gm15564,0.887483,0.4108,0.0823688
Trpm4,-0.892266,0.410801,-0.0389326
Mok,0.889544,0.410802,0.0560778
Gm3143,0.915976,0.410824,0.142748
Nfkbia,-0.883791,0.410831,-0.0381973
Gm25406,0.889762,0.410834,0.101852
Sugct,0.951917,0.410838,0.049021
Amy1,0.917747,0.410863,0.0821933
Gm22583,0.889434,0.410876,0.110299
Gm15106,0.910286,0.410881,0.166711
Stoml3,0.887548,0.410887,0.0572057
Gm15521,0.891981,0.410889,0.0735025
Baiap3,-0.900855,0.410929,-0.0937709
Fzd9,0.883825,0.410952,0.0740804
Gm25564,0.945593,0.411046,0.112735
Dock8,0.92703,0.411061,0.0534501
Med25,0.931886,0.411069,0.0968582
Gm20187,0.963128,0.411073,0.061783
0610009K14Rik,0.890901,0.411093,0.0769855
Tbl1x,0.917683,0.411126,0.061272
Gm10846,-0.907771,0.41113,-0.0988784
Gm11904,0.8861,0.411136,0.131083
Gm9430,-0.889257,0.411166,-0.119735
H2-Ea-ps,0.909862,0.411169,0.0766988
Gm27042,-0.915517,0.411214,-0.0918076
Tceal7,0.886188,0.411217,0.0798888
Olfr212,0.88309,0.411224,0.0493529
Mir5621,-0.882961,0.411238,-0.0927681
Dapl1,0.888801,0.411247,0.164153
Syt1,0.919218,0.41125,0.0829544
Gm3443,0.882933,0.411276,0.103969
Gm5122,-0.903038,0.411311,-0.115499
Mras,0.891174,0.41133,0.058192
Gm5913,-0.898488,0.411374,-0.0505194
4631405J19Rik,-0.888478,0.411424,-0.0373235
Acer3,-0.906702,0.411429,-0.0542094
Copz1,0.964688,0.411437,0.187438
Olfr823,-0.913171,0.411441,-0.0976248
Gm9795,-0.894192,0.411457,-0.135863
Gm13649,-0.909341,0.411463,-0.050208
Gm22773,-0.925711,0.411487,-0.0676732
4930555M17Rik,0.900232,0.411505,0.0958867
Gm26082,0.969274,0.411514,0.107285
Wiz,0.9912,0.411541,0.0748537
Gm12955,-0.995879,0.411556,-0.0986925
Snord116,-0.96608,0.41157,-0.125981
Snord116l1,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116l1,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116l2,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Snord116,-0.96608,0.41157,-0.125981
Gm13630,0.91717,0.41162,0.113186
Gm5873,-0.91084,0.411624,-0.109068
Gm16020,0.98106,0.411626,0.0655309
Tas1r3,0.962389,0.411629,0.0562081
Tas2r107,0.890886,0.411665,0.101503
Glra1,0.883197,0.411691,0.0557104
Gm25423,0.933673,0.41172,0.151543
Tbc1d9,0.957195,0.411732,0.0877414
Gm25222,0.881977,0.411756,0.0815598
Shb,0.897858,0.411779,0.115973
Itm2a,-0.931056,0.411857,-0.145122
Gm12336,-0.891361,0.411882,-0.0912718
Gm21823,0.931432,0.411885,0.106025
LOC102632284,0.894468,0.411969,0.0611577
Ndufb3,-0.903617,0.411999,-0.040093
Gm26183,0.907629,0.412023,0.088094
Gm11440,-0.920573,0.412063,-0.0777012
4930580A09Rik,0.94783,0.412077,0.189739
Olfr1043,0.934571,0.412083,0.160392
Leprel2,0.906745,0.412112,0.0592646
n-R5s189,0.894436,0.41212,0.043699
Gm12014,0.888792,0.41214,0.0793629
Wisp2,0.932667,0.412157,0.141264
Gm13726,0.902813,0.412184,0.09822
AV320801,0.8959,0.41219,0.0897548
4933424G06Rik,0.910591,0.4122,0.0855199
Zyg11b,-0.893849,0.412237,-0.0674332
Rap1gap2,-0.99057,0.412335,-0.151096
Gm24626,0.895786,0.412381,0.0769236
Gm5761,-0.880404,0.412512,-0.042686
Gm16188,0.88676,0.412582,0.127478
Pole3,0.880457,0.412594,0.0447318
Gm12984,0.899852,0.412598,0.101623
Rbmy,0.880247,0.41261,0.0670878
Gnat1,-0.880848,0.412625,-0.0668516
Foxp1,0.891755,0.412642,0.0640727
Gm8256,0.894656,0.412687,0.112913
Gpr158,0.954888,0.412687,0.105061
0610009B22Rik,0.883932,0.412721,0.05922
Gm20822,0.914848,0.412758,0.0709882
Gm20822,0.914848,0.412758,0.0709882
Gm26306,0.909424,0.412759,0.108925
Cdk7,-0.883356,0.412822,-0.0605677
Mcemp1,0.880274,0.412897,0.061245
Grxcr1,0.88349,0.412933,0.0871007
Ptprm,0.882981,0.412983,0.0336096
