gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
RP23-333I5.6,0,0,0,0,0,0,0
RP23-333I5.7,1,0,1,0,0,0,0
RP23-333I5.9,0,0,0,0,0,0,0
RP23-334N1.2,0,0,0,0,0,0,0
RP23-335A19.3,0,0,0,0,1,0,0
RP23-335C9.1,73,78,66,67,77,49,81
RP23-335E20.2,0,0,0,0,2,0,0
RP23-335E20.3,0,0,0,0,0,0,0
RP23-336F4.1,1,0,1,0,0,0,0
RP23-336F4.4,5,8,2,7,3,3,6
RP23-336O18.1,14,3,5,7,37,37,27
RP23-336O18.2,2,0,0,0,3,2,1
RP23-336O18.3,0,0,0,0,0,0,0
RP23-336O18.4,0,0,0,0,0,0,0
RP23-337H1.2,0,0,0,0,0,0,0
RP23-338P12.2,2,0,0,1,2,3,0
RP23-338P12.3,0,0,0,0,0,0,0
RP23-339I6.1,0,0,0,1,1,1,2
RP23-339I6.2,1,0,0,0,0,0,0
RP23-339I6.3,0,0,0,0,0,0,0
RP23-339J4.3,1,1,0,2,2,1,0
RP23-339M5.2,0,0,0,0,0,0,0
RP23-33I24.2,0,0,0,0,0,0,0
RP23-340E6.2,25,20,29,44,295,62,182
RP23-342N8.2,1,2,1,0,3,1,1
RP23-344O11.3,0,0,0,3,4,5,6
RP23-345O17.5,4,6,3,6,3,3,6
RP23-345O17.6,0,0,0,0,1,0,0
RP23-345O17.7,0,5,0,1,2,2,2
RP23-346P15.3,2,2,1,0,3,0,3
RP23-347G20.3,27,15,18,11,22,38,26
RP23-347G20.4,0,0,0,0,0,0,0
RP23-349J3.2,0,0,0,0,1,1,0
RP23-349J3.3,0,0,0,0,0,0,0
RP23-349J3.4,0,0,1,0,0,0,0
RP23-349J3.5,0,0,0,0,0,0,0
RP23-349J3.6,0,0,0,0,0,0,0
RP23-349J3.8,0,1,1,0,0,0,0
RP23-34P11.1,4,7,4,2,6,4,7
RP23-34P11.2,78,63,68,70,64,58,88
RP23-350K3.2,145,139,148,157,181,161,152
RP23-352G19.2,0,0,0,0,0,0,0
RP23-353L10.2,2,2,2,1,4,3,5
RP23-353M5.2,8,8,6,6,11,7,8
RP23-354E8.1,7,5,6,17,12,5,12
RP23-356K2.5,97,77,60,95,66,50,87
RP23-356K2.6,3,0,4,2,4,3,4
RP23-357D17.3,3,5,1,5,9,6,6
RP23-357D17.4,11,9,11,8,25,35,24
RP23-357D17.6,0,1,0,0,0,0,0
RP23-357H5.5,0,0,0,0,0,0,0
RP23-358O22.1,1,0,0,0,0,1,0
RP23-363M4.2,0,0,0,0,0,0,0
RP23-366N13.2,0,0,0,0,0,0,0
RP23-369O21.1,14,15,7,11,22,31,30
RP23-370D2.2,1,2,1,0,1,2,0
RP23-370D2.4,0,0,0,1,0,0,0
RP23-370D2.5,0,0,0,0,0,0,0
RP23-370G17.1,9,6,8,7,8,14,17
RP23-370G17.2,0,0,1,0,0,4,2
RP23-370G17.3,0,0,0,0,0,0,1
RP23-370G17.4,6,3,7,1,5,4,6
RP23-371A16.3,7,7,11,8,24,24,39
RP23-371A16.4,1,2,0,2,2,6,8
RP23-372N19.2,0,0,0,1,1,0,1
RP23-372N19.4,0,0,0,0,0,0,0
RP23-373G12.1,0,0,0,1,0,0,0
RP23-373G12.4,0,0,0,0,0,0,0
RP23-373G12.5,0,0,0,0,0,1,0
RP23-374P12.1,0,0,0,0,0,0,0
RP23-375E13.3,0,0,0,0,0,0,0
RP23-375E13.4,0,0,0,0,0,0,0
RP23-375E13.6,1,0,3,2,5,1,2
RP23-376H8.2,0,0,2,0,0,0,1
RP23-378O9.1,0,0,0,0,0,0,0
RP23-379D24.2,0,0,0,0,0,0,0
RP23-37G19.3,0,0,0,0,0,0,0
RP23-37I24.1,3,0,0,0,0,0,0
RP23-380D12.1,1,0,0,1,2,1,0
RP23-380O16.6,0,0,0,0,0,0,0
RP23-380O16.7,0,0,0,1,0,0,0
RP23-381C14.5,0,0,0,0,0,0,0
RP23-382I10.1,23,11,11,13,28,19,45
RP23-382I10.2,13,5,9,13,9,11,16
RP23-382I10.3,0,0,0,0,0,0,0
RP23-382L1.3,1,0,1,0,0,3,1
RP23-382L1.4,5,3,4,1,89,61,24
RP23-382L1.6,10,9,11,8,11,13,12
RP23-382L1.7,6,1,2,2,1,0,0
RP23-383E21.1,23,17,21,18,39,44,47
RP23-383E21.4,0,0,0,0,1,0,0
RP23-384A11.5,0,0,0,0,0,0,0
RP23-385G21.3,0,0,0,0,1,0,0
RP23-385G21.4,0,0,0,0,1,1,0
RP23-386A17.7,1,0,0,0,0,1,0
RP23-386C10.5,2,0,0,0,15,13,10
RP23-386C10.8,8,16,15,8,14,7,9
RP23-387F14.1,6,6,11,9,36,29,41
RP23-387F14.2,1,0,3,0,1,1,3
RP23-387J8.3,0,1,0,0,0,0,0
RP23-387L12.3,2,2,1,4,3,3,2
RP23-387L12.4,0,0,1,0,0,0,0
RP23-387P23.3,2,0,1,1,0,1,1
RP23-387P23.4,8,4,2,1,5,1,1
RP23-387P23.5,0,0,0,0,1,1,1
RP23-387P23.7,1,0,1,0,0,0,0
RP23-387P23.9,0,1,0,0,0,0,2
RP23-38B15.1,0,0,0,2,3,2,3
RP23-38L11.1,0,0,0,0,5,6,2
RP23-38L11.2,0,0,0,0,0,1,1
RP23-38L11.3,1,1,1,1,1,1,0
RP23-38L11.4,1,1,1,1,3,3,1
RP23-391P21.2,0,1,0,0,0,0,0
RP23-391P21.4,0,0,0,0,0,0,0
RP23-391P21.5,0,0,0,0,0,0,0
RP23-392I2.3,0,1,0,2,15,8,7
RP23-393E10.2,60,44,44,43,69,60,61
RP23-393G8.10,1,1,0,3,2,0,3
RP23-393G8.5,0,0,1,0,0,0,0
RP23-394K8.3,0,0,0,0,0,0,0
RP23-394K8.5,0,0,0,0,0,0,0
RP23-394P9.1,0,0,0,0,1,0,0
RP23-395B13.2,4,8,2,6,6,7,9
RP23-396H16.2,4,3,11,7,8,10,13
RP23-396K22.3,1,2,5,2,5,2,3
RP23-396K22.4,34,44,38,35,24,20,29
RP23-397C5.4,0,0,0,1,0,0,0
RP23-397C5.5,0,0,0,0,1,1,0
RP23-39M18.2,6,0,2,3,4,3,2
RP23-3C4.2,2,2,2,0,2,3,6
RP23-3C4.5,0,0,0,0,1,0,0
RP23-3L20.3,0,0,0,0,1,0,0
RP23-3L23.1,1,1,1,2,0,3,1
RP23-3M10.11,0,0,0,0,1,0,0
RP23-400L4.7,3,3,4,1,1,3,1
RP23-403C5.3,0,0,0,0,0,1,1
RP23-403P24.1,6,4,2,1,0,6,3
RP23-403P24.3,0,0,0,0,0,0,0
RP23-403P24.5,0,2,4,3,5,6,5
RP23-403P24.6,1,0,0,0,0,0,0
RP23-403P24.7,0,1,0,0,1,0,0
RP23-403P24.8,1,1,0,2,1,1,0
RP23-403P6.1,0,0,1,1,1,0,0
RP23-404J7.8,3,0,3,4,2,1,4
RP23-407B16.4,0,0,0,0,0,0,0
RP23-407I6.1,2,0,2,1,1,1,1
RP23-407I6.2,11,11,5,5,42,27,19
RP23-407I6.4,2,1,1,1,2,0,0
RP23-407I6.5,0,1,1,2,8,9,11
RP23-407I6.6,1,2,1,1,11,10,8
RP23-407I6.7,0,0,0,0,0,0,0
RP23-408A1.8,0,0,0,0,0,1,0
RP23-409D19.1,0,0,0,1,1,0,0
RP23-409D19.2,0,0,0,0,0,0,1
RP23-409I5.4,7,5,2,4,5,2,2
RP23-412C8.2,0,0,0,0,0,0,1
RP23-413C3.1,0,0,0,0,0,0,0
RP23-413C3.4,0,0,0,0,0,1,0
RP23-415E17.3,0,0,0,0,0,0,0
RP23-416K11.3,0,0,0,0,0,0,0
RP23-418O21.3,64,49,74,57,35,33,53
RP23-418O21.5,16,25,22,24,29,26,26
RP23-41J13.2,114,138,108,84,100,120,113
RP23-422D12.3,12,7,6,7,21,28,22
RP23-422N18.1,9,2,8,6,15,18,29
RP23-422N18.3,1,0,1,0,0,4,0
RP23-422P4.2,0,0,0,0,0,0,0
RP23-423C8.4,0,0,0,0,0,0,0
RP23-424M12.5,1,1,0,0,1,0,0
RP23-424O22.1,0,0,0,0,0,0,0
RP23-425F8.1,0,0,0,0,0,1,0
RP23-425I8.2,19,7,16,16,25,18,30
RP23-425N12.2,34,29,31,26,36,22,26
RP23-425N17.3,0,1,2,2,0,0,0
RP23-425N17.5,0,0,0,0,0,0,0
RP23-429E19.4,13,11,5,11,19,40,34
RP23-429E19.5,80,66,69,56,77,75,74
RP23-429P17.1,0,0,0,1,0,0,0
RP23-42D10.2,0,0,0,0,0,0,0
RP23-42K10.4,1,2,1,0,0,1,0
RP23-42M8.2,149,110,126,147,236,198,242
RP23-42O8.4,33,22,16,22,23,34,28
RP23-42O8.5,1,1,1,0,4,2,5
RP23-42O8.7,4,0,1,4,10,5,11
RP23-42O8.9,12,8,14,7,9,10,5
RP23-430D14.1,0,1,0,0,1,1,1
RP23-431M7.2,0,0,0,0,0,0,0
RP23-431M7.4,1,0,0,2,0,0,0
RP23-434H17.3,4,3,1,3,3,5,2
RP23-434H17.4,0,0,0,1,2,0,0
RP23-434H17.5,4,1,2,2,2,1,2
RP23-434H17.6,33,32,33,26,40,22,40
RP23-434L7.5,1,0,0,0,1,0,0
RP23-435I4.11,228,166,298,152,582,165,541
RP23-437D10.1,0,0,0,0,0,0,0
RP23-441I24.3,10,4,13,6,7,6,12
RP23-441I24.4,2,2,2,4,3,3,3
RP23-441I24.5,35,20,33,28,40,26,31
RP23-442L7.2,0,0,0,0,0,0,0
RP23-442L7.3,59,52,44,62,134,129,146
RP23-443N7.10,0,1,2,1,0,1,0
RP23-443N7.4,0,0,0,0,0,0,0
RP23-443N7.6,1,0,0,0,7,14,0
RP23-443N7.7,0,0,0,0,0,0,0
RP23-446B13.7,33,27,47,38,73,76,86
RP23-446N16.6,0,0,0,0,0,0,0
RP23-447N11.2,0,0,0,0,0,0,0
RP23-447N11.3,53,41,54,43,54,43,53
RP23-447N11.5,2,0,6,2,9,12,1
RP23-448G18.6,0,0,0,0,0,0,0
RP23-44L13.1,0,0,0,0,0,0,0
RP23-451E8.2,2,0,0,2,0,0,1
RP23-451E8.7,12,6,7,8,9,14,20
RP23-452K12.17,0,2,0,0,0,0,0
RP23-453M11.3,0,0,0,0,2,4,4
RP23-453M11.4,33,23,25,29,24,18,21
RP23-453O15.1,0,0,0,0,0,1,0
RP23-454P8.3,1,1,0,0,0,1,0
RP23-455A10.2,1,0,0,0,0,0,0
RP23-455E11.1,0,0,0,0,0,1,1
RP23-458A10.4,0,1,0,0,1,1,0
RP23-458G12.1,0,0,0,0,0,0,0
RP23-459F14.2,0,0,1,1,0,1,0
RP23-459I1.3,34,28,30,28,30,26,40
RP23-45G4.2,8,7,1,7,7,3,9
RP23-45G4.3,104,66,90,89,103,109,111
RP23-45P1.1,0,0,0,0,1,0,1
RP23-461P7.1,22,14,13,19,16,26,20
RP23-462C22.1,0,0,0,0,0,0,0
RP23-462C22.2,0,0,0,0,0,0,0
RP23-462C22.5,34,33,23,17,19,20,14
RP23-465A17.7,0,0,0,0,0,0,1
RP23-465M13.2,0,0,0,0,0,0,0
RP23-468H22.3,0,2,0,0,0,1,0
RP23-46J11.4,1,0,2,0,0,0,2
RP23-46J11.5,0,0,0,0,0,0,0
RP23-477L20.1,0,1,0,0,1,0,0
RP23-477N9.1,9,12,7,14,27,18,19
RP23-477N9.2,0,3,0,0,3,1,3
RP23-477N9.3,3,4,3,9,3,2,1
RP23-477N9.4,2,3,1,4,0,5,1
RP23-477N9.5,3,0,3,3,2,0,2
RP23-477N9.6,5,3,1,3,6,8,3
RP23-477O15.1,41,60,54,64,39,30,44
RP23-478E6.1,0,0,0,0,0,0,0
RP23-479D21.3,1,0,0,0,1,0,0
RP23-480E8.1,0,0,0,0,0,0,0
RP23-480P21.3,0,0,0,0,0,0,0
RP23-48L9.1,0,0,0,0,0,0,0
RP23-48L9.4,0,0,0,0,0,0,0
RP23-49B23.1,0,0,0,0,0,0,0
RP23-49O17.4,43,28,38,41,64,75,75
RP23-49O17.5,0,0,0,0,0,0,0
RP23-49O22.2,1,1,0,0,0,1,0
RP23-4F17.1,0,1,0,1,0,1,1
RP23-4H14.1,0,0,0,0,0,0,1
RP23-4P1.1,0,0,0,0,0,0,0
RP23-4P1.5,0,0,0,0,0,0,0
RP23-50E10.5,0,0,0,0,0,0,0
RP23-50E10.7,0,1,0,0,0,0,0
RP23-50G20.4,0,0,0,0,0,0,1
RP23-50I16.1,0,0,0,0,0,0,0
RP23-50I16.2,1,4,2,0,5,3,2
RP23-50I16.3,0,0,0,2,0,1,1
RP23-51N3.3,1,0,1,0,0,1,1
RP23-53G23.3,0,0,0,0,0,0,0
RP23-54L16.2,0,0,0,0,0,0,0
RP23-55P19.1,0,4,3,7,14,10,13
RP23-55P22.2,0,0,0,0,0,0,0
RP23-56M18.8,0,0,0,0,0,0,0
RP23-57A17.2,5,3,4,0,0,2,0
RP23-57P23.4,0,0,0,0,1,0,0
RP23-57P23.5,1,0,0,1,0,0,0
RP23-58C20.4,0,0,0,0,1,0,0
RP23-59B8.1,0,0,0,0,0,0,0
RP23-59B8.2,3,13,10,9,8,4,2
RP23-5K15.1,0,0,0,0,0,0,0
RP23-60D3.3,0,1,1,1,0,0,0
RP23-60E24.3,8,13,9,15,6,7,13
RP23-60E7.2,2,0,0,0,0,0,1
RP23-62K10.1,2,0,1,2,0,1,0
RP23-64J23.14,0,1,0,0,0,0,0
RP23-64J23.3,0,0,0,0,0,0,0
RP23-64P1.1,0,0,0,0,0,0,0
RP23-69J7.1,9,3,4,2,12,15,14
RP23-6A14.10,0,0,0,0,0,0,0
RP23-6A14.5,0,0,0,0,0,0,0
RP23-6C10.3,1,7,2,4,0,2,6
RP23-6C10.4,7,3,10,4,14,21,21
RP23-70G12.3,3,1,3,0,2,4,1
RP23-71G16.6,0,2,0,0,0,0,0
RP23-71G16.7,0,0,0,0,1,0,0
RP23-72O23.3,1,0,1,0,0,0,2
RP23-72O23.4,1,0,0,0,0,0,0
RP23-73P16.2,0,0,0,0,0,0,0
RP23-74J16.1,0,0,0,0,1,0,0
RP23-76J15.3,0,0,0,0,0,0,0
RP23-76J15.4,0,0,0,0,0,0,0
RP23-76L18.2,0,1,0,0,0,0,0
RP23-77E18.5,0,0,0,0,0,0,0
RP23-7D3.3,3,2,0,0,4,6,1
RP23-7E4.3,1,1,1,1,0,0,0
RP23-7E4.4,1,0,0,0,6,7,5
RP23-7E4.9,6,7,7,4,1,0,2
RP23-7K18.3,0,1,0,0,0,0,0
RP23-7M16.1,26,44,46,47,36,28,46
RP23-7M16.2,26,18,21,31,45,49,55
RP23-7M16.3,2,0,2,1,1,0,1
RP23-81D20.2,0,0,0,0,0,0,0
RP23-84N24.1,0,0,0,0,0,1,0
RP23-85H24.1,4,1,4,2,1,1,2
RP23-85H24.2,1,1,0,0,0,0,0
RP23-86H7.3,6,5,2,4,16,13,16
RP23-89M15.15,0,1,0,0,0,2,1
RP23-8L20.6,0,0,1,0,2,1,0
RP23-8L20.8,0,0,0,0,0,0,0
RP23-92N2.1,0,0,1,0,1,1,0
RP23-92N2.2,0,0,0,1,0,0,0
RP23-93F11.4,0,0,1,1,5,3,4
RP23-94F17.1,1,2,3,2,2,1,2
RP23-97A19.1,0,1,0,0,0,0,0
RP23-97A19.2,0,0,0,0,0,0,0
RP23-97M20.1,0,0,0,0,0,0,0
RP23-99A9.1,0,1,2,0,1,1,2
RP23-99A9.2,0,0,0,0,0,0,0
RP23-9D24.2,0,0,0,0,0,0,0
RP24-100P9.4,0,0,0,0,0,2,0
RP24-100P9.5,0,0,0,0,0,2,0
RP24-103L16.3,0,0,0,0,0,1,0
RP24-103L16.4,0,0,1,0,0,0,0
RP24-104D12.1,0,0,0,0,0,0,0
RP24-104D12.2,2,0,2,0,0,2,1
RP24-105J12.3,2,1,0,1,0,1,0
RP24-111L5.2,0,0,0,0,0,0,0
RP24-115G23.2,0,0,0,0,0,0,0
RP24-117O8.1,0,1,0,0,2,1,0
RP24-121I11.4,8,8,1,2,7,8,6
RP24-122I22.4,2,1,2,2,0,0,3
RP24-122I22.6,44,44,48,45,62,60,58
RP24-122N23.3,0,0,0,0,0,0,0
RP24-122N24.1,0,0,0,0,1,0,0
RP24-122N24.2,0,0,0,0,2,1,0
RP24-122N24.3,1,0,0,0,0,0,0
RP24-122N24.4,0,2,1,0,0,0,1
RP24-126A19.2,0,0,0,0,0,0,0
RP24-129H9.1,0,0,0,0,0,0,0
RP24-129H9.7,0,0,0,0,0,0,0
RP24-132B11.1,1,1,0,0,0,2,0
RP24-132L16.11,2,0,0,0,0,0,0
RP24-134A5.1,0,0,2,1,0,1,0
RP24-134B9.2,1,0,0,0,0,0,0
RP24-137F10.1,1,0,0,0,0,0,1
RP24-140D11.1,2,3,4,1,1,0,1
RP24-140D11.4,5,4,3,7,5,7,2
RP24-140D11.5,1,1,0,0,1,0,1
RP24-140D11.6,0,0,0,0,3,2,2
RP24-142B15.10,1,0,1,1,1,6,2
RP24-142B15.11,2,0,2,4,4,7,7
RP24-142B15.3,0,0,1,1,0,0,0
RP24-142B15.4,2,0,0,0,0,0,3
RP24-142B15.5,0,1,1,2,3,1,0
RP24-142B15.6,0,0,0,0,0,0,1
RP24-142B15.7,14,10,15,8,12,4,11
RP24-142B15.8,8,5,4,8,6,2,7
RP24-142B15.9,1,0,1,0,0,0,1
RP24-142K18.4,0,0,0,0,0,0,1
RP24-149B7.2,0,0,0,0,0,0,0
RP24-155C13.3,3,1,6,7,9,11,8
RP24-155C13.7,1,0,0,0,0,0,0
RP24-155C13.8,0,0,0,0,0,0,0
RP24-159A20.4,1,3,2,0,4,8,4
RP24-161C20.4,124,141,147,201,166,146,205
RP24-162F23.9,0,0,0,0,0,0,0
RP24-164P24.2,0,0,0,0,0,0,1
RP24-166N8.9,3,4,2,1,1,0,5
RP24-173B18.1,0,1,1,2,1,5,1
RP24-173D2.11,0,0,0,0,0,0,0
RP24-174D10.3,0,1,0,0,0,0,0
RP24-174D10.5,0,0,0,0,0,0,0
RP24-174D10.6,1,0,0,0,0,0,1
RP24-176O2.1,0,0,0,0,0,0,0
RP24-176O2.2,1,0,0,0,0,0,0
RP24-176P19.1,0,0,0,0,0,0,0
RP24-176P19.3,53,67,71,76,37,69,62
RP24-176P19.6,1,0,2,0,1,1,1
RP24-179L19.4,0,0,0,0,0,0,0
RP24-180F7.1,1,0,0,0,2,4,3
RP24-180F7.2,31,22,27,15,143,135,75
RP24-182A8.1,0,0,0,1,0,0,0
RP24-183G19.6,0,0,1,0,0,0,0
RP24-186A17.1,4,7,6,6,3,5,1
RP24-188B2.1,0,0,0,0,0,0,0
RP24-188B2.2,0,2,0,0,0,0,0
RP24-189M4.1,0,0,1,0,0,0,0
RP24-190F20.3,0,0,0,0,0,0,0
RP24-196M24.2,13,4,6,8,6,7,9
RP24-196M24.3,0,0,0,0,0,0,1
RP24-207A18.2,0,0,0,1,0,1,0
RP24-209L5.1,0,0,0,0,0,1,1
RP24-210N1.1,0,0,0,0,0,0,0
RP24-210N1.3,0,0,0,0,0,0,0
RP24-212G3.4,0,0,0,0,0,0,0
RP24-218M19.4,0,0,0,0,0,0,0
RP24-221D2.1,0,0,0,0,0,0,0
RP24-221P14.1,0,0,0,2,0,0,0
RP24-223I19.6,0,0,0,0,0,1,0
RP24-223N5.1,0,1,3,0,19,20,7
RP24-224M8.1,6,7,5,1,8,4,2
RP24-224N3.4,0,0,0,0,0,0,0
RP24-224N3.8,0,0,1,0,0,0,0
RP24-224N3.9,0,0,0,0,0,0,0
RP24-226L20.1,12,11,8,4,29,30,24
RP24-226L20.2,1,4,3,1,4,0,0
RP24-229D18.2,2,0,0,1,1,1,0
RP24-230D18.1,0,0,0,0,0,0,0
RP24-230J14.10,16,13,14,8,5,8,7
RP24-230J14.2,0,0,0,0,0,0,0
RP24-230J14.4,0,0,0,0,0,0,0
RP24-230J14.5,0,1,0,0,0,0,0
RP24-230J14.7,0,0,0,0,0,0,0
RP24-230J14.8,1,1,0,0,8,8,3
RP24-230J14.9,0,0,0,0,0,0,0
RP24-230L5.2,0,0,0,0,0,0,2
RP24-230L5.3,3,1,3,1,10,8,7
RP24-230L5.4,1,0,0,0,0,0,0
RP24-230L5.5,0,0,0,0,0,0,0
RP24-230N16.2,0,0,0,0,0,0,0
RP24-230P10.6,0,0,2,2,1,0,0
RP24-231P10.2,0,0,1,0,0,0,0
RP24-232H5.3,0,0,0,1,0,0,0
RP24-239E2.2,0,2,1,1,0,0,2
RP24-240P8.1,0,1,0,0,0,1,1
RP24-241H23.2,1,2,0,0,0,0,3
RP24-245I16.1,3,2,2,1,5,2,4
RP24-245O20.1,18,6,23,10,41,41,42
RP24-245O20.2,0,0,0,0,0,0,0
RP24-246G10.3,3,0,2,1,2,3,2
RP24-246N21.1,16,27,16,20,15,7,12
RP24-253I2.4,1,0,1,0,0,0,1
RP24-255E8.1,1,0,1,0,0,1,0
RP24-255F19.2,0,1,0,0,0,0,0
RP24-255F19.5,0,0,0,2,0,1,3
RP24-257C17.2,55,89,73,65,46,51,42
RP24-257M14.2,0,0,1,0,0,0,0
RP24-257M14.3,23,5,14,10,15,22,21
RP24-258A20.1,0,0,1,0,1,0,3
RP24-260H22.2,0,0,0,0,0,0,0
RP24-267O6.1,0,0,0,0,0,0,1
RP24-270K7.3,0,0,0,1,0,1,0
RP24-274B10.1,0,0,1,0,0,0,0
RP24-274H19.1,0,0,0,0,0,1,0
RP24-274I18.1,0,0,0,0,0,0,0
RP24-275F18.1,0,1,1,0,2,0,0
RP24-275F18.2,0,0,0,0,0,0,0
RP24-275F18.4,0,0,0,1,1,1,1
RP24-276A6.1,1,0,0,1,2,1,1
RP24-277J22.3,0,0,0,0,0,0,1
RP24-277J22.4,0,0,0,0,0,0,0
RP24-279C2.3,2,0,0,1,0,0,0
RP24-285A14.1,0,0,0,0,0,0,0
RP24-285G1.2,0,0,0,2,0,1,0
RP24-291E8.2,5,13,5,8,4,2,4
RP24-291L17.1,1,0,1,0,0,0,0
RP24-292F8.1,9,5,6,8,8,3,14
RP24-294K15.4,0,0,0,0,1,0,1
RP24-294K15.5,4,1,1,1,0,0,3
RP24-294K15.7,1,0,0,0,0,0,1
RP24-295A5.2,2,0,0,2,1,1,0
RP24-295A5.3,1,0,1,0,2,0,0
RP24-295P14.1,0,0,0,0,0,0,0
RP24-295P14.2,0,0,0,0,0,0,0
RP24-298F19.6,3,5,7,2,3,1,1
RP24-299A7.2,1,0,1,4,24,10,8
RP24-299M10.1,0,0,0,0,0,0,0
RP24-300K9.1,1,0,0,0,0,0,3
RP24-303G10.1,0,0,1,0,1,0,0
RP24-303G10.2,0,0,0,0,0,1,0
RP24-309H3.1,2,1,3,0,2,1,1
RP24-309H3.3,0,0,0,0,3,1,1
RP24-309H3.6,0,0,0,0,0,0,0
RP24-314I8.3,0,0,0,0,0,0,0
RP24-315J23.1,0,0,0,0,0,0,0
RP24-316D12.2,7,3,7,6,1,2,5
RP24-316L21.3,1,0,2,1,2,3,2
RP24-317M4.1,7,13,7,7,0,1,4
RP24-317M4.2,1,0,0,2,3,2,2
RP24-317M4.6,0,0,0,0,0,0,0
RP24-321M14.4,2,0,0,2,0,0,3
RP24-321M14.5,0,0,0,0,0,0,0
RP24-322E13.1,0,0,0,0,0,0,0
RP24-323L24.1,0,1,0,0,0,0,0
RP24-324D14.5,0,0,0,0,0,0,0
RP24-324L19.2,0,2,1,3,1,0,4
RP24-324L19.3,14,22,16,16,13,12,13
RP24-324M10.2,1,0,0,0,0,1,0
RP24-325G15.2,1,3,0,1,0,0,0
RP24-326F21.2,1,0,0,0,0,1,0
RP24-328P2.5,648,727,584,700,846,969,1039
RP24-328P2.7,0,0,0,0,0,0,0
RP24-330A11.12,7,2,5,0,0,4,0
RP24-330A11.9,0,0,0,0,0,0,0
RP24-332C17.4,0,1,1,2,1,1,0
RP24-332E15.1,0,0,0,0,0,0,0
RP24-332L11.2,0,0,0,0,0,0,0
RP24-333H9.1,0,0,0,0,0,0,0
RP24-333H9.2,0,0,0,2,2,0,0
RP24-333I1.2,2,0,0,0,0,2,0
RP24-333I1.5,2,1,6,4,2,4,2
RP24-333I1.6,0,1,1,3,1,1,1
RP24-333I1.7,14,7,10,8,9,9,3
RP24-334B8.20,1,4,1,0,1,1,0
RP24-334B8.8,2,0,0,0,0,0,1
RP24-335I21.1,0,0,0,0,0,0,0
RP24-338C23.2,0,0,0,0,0,0,0
RP24-341L14.2,0,0,0,2,0,0,1
RP24-341O14.3,1,0,0,0,0,0,0
RP24-341O14.4,0,0,1,0,0,0,0
RP24-341P14.2,0,0,0,0,0,0,0
RP24-343A12.3,0,0,0,0,0,0,0
RP24-343A12.4,0,0,1,0,0,1,2
RP24-344B20.5,0,0,0,0,0,0,0
RP24-346C14.1,0,0,0,0,0,0,0
RP24-347B12.1,83,58,78,79,258,215,251
RP24-349N15.1,0,0,0,0,0,0,0
RP24-349N15.2,0,0,0,0,0,0,0
RP24-349N15.4,1,3,1,2,2,4,0
RP24-349N15.5,2,0,0,2,2,0,2
RP24-351E22.2,0,0,0,0,0,0,0
RP24-351O18.2,0,0,0,0,1,0,0
RP24-351O18.5,0,1,1,3,1,2,2
RP24-352B14.1,50,76,50,71,1886,1589,1840
RP24-352B14.2,0,0,1,2,0,0,0
RP24-353A8.1,1,7,5,5,5,15,10
RP24-353A8.2,0,0,0,0,0,0,0
RP24-354P12.2,0,0,0,0,0,0,0
RP24-354P12.3,0,0,2,0,0,1,2
RP24-357G2.2,0,0,0,0,0,0,0
RP24-359H20.2,0,0,0,0,1,0,0
RP24-359H20.3,1,0,0,0,1,1,2
RP24-360B3.1,1,2,1,1,5,0,0
RP24-363D4.1,0,1,0,1,0,0,0
RP24-363K20.7,0,1,2,2,2,2,2
RP24-365I5.1,0,1,0,0,0,0,1
RP24-370B22.3,0,0,0,1,0,0,1
RP24-370G23.12,0,0,0,0,0,0,1
RP24-372J15.4,58,55,43,73,59,52,69
RP24-372J15.5,5,4,3,3,8,6,12
RP24-372J8.3,0,0,0,0,0,0,0
RP24-374B14.4,4,2,0,2,2,0,1
RP24-374B14.6,8,5,4,12,17,39,20
RP24-374B14.8,1,2,3,0,4,6,3
RP24-378G4.3,160,166,116,56,206,199,333
RP24-378G4.4,0,0,0,0,0,0,0
RP24-378G4.6,19,12,23,15,24,11,31
RP24-380C2.1,0,0,0,0,0,1,0
RP24-380C2.2,5,4,4,4,12,5,8
RP24-380G1.1,0,0,0,0,0,0,0
RP24-380G1.2,0,0,0,0,0,0,0
RP24-383C4.1,0,0,0,0,1,0,0
RP24-388K6.6,0,0,0,0,0,0,0
RP24-390N7.1,1,0,0,1,0,0,1
RP24-390N7.2,0,1,0,0,0,0,2
RP24-392E13.1,0,1,0,1,0,0,0
RP24-394C15.4,1,0,0,0,0,0,0
RP24-394C15.7,0,0,0,0,0,0,0
RP24-400H4.1,0,0,0,0,0,0,0
RP24-404P10.2,0,0,0,0,0,0,0
RP24-404P10.6,2,1,3,2,4,6,4
RP24-404P10.7,16,17,11,12,32,29,40
RP24-404P10.8,0,1,1,1,0,0,0
RP24-404P10.9,0,0,0,0,0,0,0
RP24-405C17.4,0,0,0,0,0,0,0
RP24-405C17.5,0,0,0,0,0,0,0
RP24-405C17.6,0,0,0,0,0,0,0
RP24-405C17.7,0,0,0,0,0,0,0
RP24-405O23.8,1,0,0,1,0,0,0
RP24-409D4.3,0,0,0,0,1,0,0
RP24-409P22.2,0,0,0,0,0,0,0
RP24-411A22.2,0,0,0,0,0,0,0
RP24-418J2.5,4,1,1,0,2,5,3
