gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
Lsm14b,1155,1048,1193,1315,1182,1198
Lsm2,320,278,346,383,320,335
Lsm3,426,374,477,477,394,437
Lsm4,802,576,699,1138,916,1080
Lsm5,141,129,166,229,163,178
Lsm6,321,293,374,370,259,306
Lsm7,101,92,111,116,104,113
Lsm8,578,489,568,655,532,652
Lsmem1,0,0,0,0,0,1
Lsmem2,0,0,0,0,1,0
Lsp1,6476,6571,7088,7836,6853,7912
Lsr,125,83,101,41,35,36
Lss,403,365,432,984,1051,1009
Lst1,17,12,10,15,6,10
Lta,382,521,407,427,435,435
Lta4h,1462,1594,1696,2684,2494,2487
Ltb,7727,7408,8036,10269,8702,10146
Ltb4r1,4,3,2,0,0,0
Ltb4r2,0,0,0,0,0,0
Ltbp1,0,0,0,0,0,0
Ltbp2,9,15,18,0,0,0
Ltbp3,78,54,112,1,1,0
Ltbp4,283,235,248,1,2,1
Ltbr,34,20,31,2,2,3
Ltc4s,3,0,3,0,0,0
Ltf,0,0,0,0,0,0
Ltk,11,237,277,1,1,3
Ltn1,1968,1853,2219,2333,2192,2336
Ltv1,524,428,571,713,638,719
Luc7l,2482,2376,2688,3015,2987,2980
Luc7l2,7456,7162,7429,5959,5499,5590
Luc7l3,2577,2403,3221,2352,2397,2902
Lum,0,0,0,0,0,0
Lurap1,0,0,0,2,0,1
Lurap1l,0,0,0,0,0,0
Luzp1,313,292,356,90,82,77
Lvrn,0,0,0,0,0,0
Lxn,244,276,289,66,42,68
Ly6a,2749,2049,3032,1860,995,1655
Ly6c1,11,2,4,1153,833,999
Ly6c2,9,15,2,7,16,22
Ly6d,0,2,0,1,1,8
Ly6e,19508,17559,20548,19500,13269,17091
Ly6g,0,0,0,0,0,0
Ly6g5b,30,18,27,33,45,33
Ly6g6c,8,3,1,0,0,0
Ly6g6d,0,0,0,0,0,0
Ly6g6f,0,0,0,0,0,0
Ly6h,0,0,0,0,0,0
Ly6i,5,1,3,4,2,11
Ly6k,13,22,10,55,85,41
Ly75,1327,1152,1497,1590,1343,1911
Ly86,0,0,1,0,0,0
Ly9,4213,4157,4432,5137,4435,5154
Ly96,112,98,123,7,6,9
Lyar,330,288,327,552,459,522
Lyg1,0,0,0,0,0,0
Lyl1,81,46,90,15,5,12
Lyn,191,157,202,0,2,4
Lynx1,10,10,7,93,77,100
Lypd1,5,2,6,0,0,1
Lypd3,1,0,0,1,0,0
Lypd4,0,0,0,0,0,0
Lypd6,0,0,0,0,0,0
Lypd6b,14,23,21,461,496,633
Lypla1,863,967,934,999,851,938
Lypla2,2898,2601,2971,2627,2288,2407
Lyplal1,49,54,64,0,2,3
Lyrm1,70,57,66,61,51,60
Lyrm2,198,195,210,213,170,211
Lyrm4,174,168,183,150,120,137
Lyrm5,214,230,292,294,194,311
Lyrm7,38,36,52,93,67,104
Lyrm9,328,315,368,463,360,560
Lysmd1,39,28,36,55,31,42
Lysmd2,194,183,183,200,145,160
Lysmd3,397,405,400,627,527,631
Lysmd4,204,191,211,193,137,202
Lyst,1849,1567,1967,3178,2841,3446
Lyve1,0,0,0,0,0,1
Lyz1,1,0,0,0,0,0
Lyz2,2,1,1,3,0,0
Lyzl1,0,0,0,0,0,0
Lyzl4,0,0,0,1,3,3
Lzic,330,369,398,364,350,408
Lztfl1,292,244,322,247,205,288
Lztr1,1527,1327,1687,1504,1368,1494
Lzts1,142,172,181,366,299,381
Lzts2,104,78,95,44,64,54
Lzts3,94,67,78,67,64,52
M1ap,2,2,1,1,0,0
M5C1000I18Rik,0,2,3,0,0,0
M6pr,4181,3876,4396,3358,2870,3100
M6pr-ps,1,1,0,1,0,1
Maats1,9,5,10,0,0,0
Mab21l1,0,0,0,0,0,0
Mab21l2,1,3,6,0,0,0
Mab21l3,0,0,0,1,0,0
Macc1,4,1,1,0,0,0
Macf1,23643,24282,26367,53138,56859,66765
Macrod1,79,60,91,216,161,224
Macrod2,2,4,1,14,17,15
Mad1l1,371,318,429,420,420,564
Mad2l1,193,197,241,203,144,173
Mad2l1bp,287,278,277,408,334,418
Mad2l2,162,190,224,279,243,305
Madcam1,19,19,17,0,0,1
Madd,7786,6506,7988,9735,8683,9678
Maea,1709,1508,1612,1588,1351,1420
Maf,13668,11959,15681,284,178,227
Maf1,2174,1714,2211,2831,2409,2581
Mafa,2,5,4,0,3,1
Mafb,6,3,1,1,2,1
Maff,69,24,42,58,46,46
Mafg,2178,1744,2475,411,379,464
Mafk,802,644,637,1167,959,1011
Mag,2,1,3,0,0,0
Mageb3,1,0,0,0,0,1
Maged1,764,412,640,44,44,56
Maged2,267,267,328,52,44,44
Magee1,444,321,450,126,115,117
Magee2,24,13,26,2,0,0
Mageh1,85,73,91,6,2,4
Magi1,35,38,29,7,9,12
Magi2,43,39,47,18,20,26
Magi3,441,289,491,383,335,419
Magix,0,0,1,0,0,0
Magoh,580,429,637,671,524,650
Magohb,53,55,74,50,41,49
Magt1,745,706,796,1158,1135,1284
Mak,0,0,0,2,0,0
Mak16,905,803,987,1298,1149,1323
Mal,0,0,0,0,0,0
Mal2,0,0,0,0,0,0
Malat1,16873,12909,19741,14413,13732,11917
Malsu1,198,188,205,190,177,213
Malt1,13288,8656,14625,3341,3064,3787
Mamdc2,0,0,0,0,0,0
Mamdc4,109,130,127,230,273,285
Maml1,1551,1380,1524,1849,1554,1775
Maml2,1867,1607,2228,1989,1665,2462
Maml3,187,129,152,257,241,216
Mamld1,0,0,0,0,0,0
Mamstr,1,1,0,2,1,0
Man1a,2286,2420,2400,2345,1925,2033
Man1a2,1427,1347,1468,1797,1590,1753
Man1b1,1609,1393,1560,1621,1392,1543
Man1c1,1306,833,1182,188,251,207
Man2a1,2703,2607,2688,2519,2047,2259
Man2a2,5384,5405,5480,7061,6471,6635
Man2b1,3147,3163,3316,4188,4115,4523
Man2b2,1796,1629,1944,1232,1039,1224
Man2c1,2099,1818,2159,2991,2636,2749
Man2c1os,47,24,48,48,41,50
Manba,791,779,821,618,493,576
Manbal,250,224,243,269,221,268
Manea,376,315,381,512,425,513
Maneal,52,74,70,51,35,40
Manf,806,671,851,882,697,765
Mansc1,124,127,109,78,82,104
Mansc4,1,1,1,0,1,0
Maoa,1,0,0,5,8,11
Maob,0,0,0,0,0,0
Map10,23,17,30,61,48,55
Map1a,6,13,9,3,1,0
Map1b,17,9,21,3,0,1
Map1lc3a,41,41,36,36,42,42
Map1lc3b,1921,1692,1921,1793,1598,1487
Map1s,1489,1256,1541,1303,1143,1249
Map2,1241,704,1143,26,19,23
Map2k1,1442,1214,1365,1534,1257,1363
Map2k2,1477,1267,1435,1645,1415,1497
Map2k3,1219,962,1125,570,535,499
Map2k3os,13,10,14,13,5,16
Map2k4,1315,1110,1323,1370,1110,1271
Map2k5,528,485,489,532,539,539
Map2k6,171,165,211,278,277,340
Map2k7,2716,2322,2728,3136,2758,3194
Map3k1,3016,2752,3128,4144,3658,3854
Map3k10,361,305,363,287,265,364
Map3k11,2193,1869,2122,1972,1951,1964
Map3k12,549,516,569,319,332,326
Map3k13,61,60,60,41,35,49
Map3k14,1244,1127,1302,2639,2118,2368
Map3k15,78,84,85,87,88,102
Map3k19,110,107,105,16,11,9
Map3k2,2036,1980,2316,2405,2159,2478
Map3k3,2217,1941,2210,3475,3050,3153
Map3k4,1302,1221,1308,1299,1084,1226
Map3k5,3150,2463,2989,1322,1126,1239
Map3k6,3,2,6,1,1,1
Map3k7,1799,1725,1941,1976,1833,2035
Map3k7cl,0,0,0,0,0,0
Map3k8,418,330,384,138,110,113
Map3k9,36,59,43,280,240,204
Map4,3138,2776,3303,3157,2841,2982
Map4k1,4784,4299,4805,2568,2358,2768
Map4k2,10278,10335,10144,16694,16225,17078
Map4k3,347,373,363,455,393,428
Map4k4,4956,4311,5063,7390,6412,7243
Map4k5,162,203,164,383,310,309
Map6,551,441,521,6,7,3
Map7,508,429,480,554,559,696
Map7d1,1747,1764,1666,1187,1174,1104
Map7d2,0,0,0,0,0,0
Map9,73,56,82,4,8,6
Mapk1,6408,4537,6259,3936,3569,4083
Mapk10,2,0,0,0,0,0
Mapk11,1314,1401,1424,1314,1206,1161
Mapk12,639,601,756,42,83,85
Mapk13,0,0,0,0,0,0
Mapk14,3584,2890,3405,3974,3703,3507
Mapk15,2,2,2,2,4,1
Mapk1ip1,861,769,960,1018,941,1179
Mapk1ip1l,1509,1367,1569,2002,1723,1991
Mapk3,1099,953,1180,831,782,873
Mapk4,0,0,1,0,0,1
Mapk6,1088,1097,1125,1270,1121,1263
Mapk7,549,515,522,634,548,660
Mapk8,671,633,647,835,740,842
Mapk8ip1,199,146,172,2,4,1
Mapk8ip2,5,2,2,1,2,2
Mapk8ip3,5435,5128,6066,6478,6181,6922
Mapk9,1505,1369,1558,1413,1356,1469
Mapkap1,924,757,1060,805,658,874
Mapkapk2,2121,1667,2038,1280,1100,1173
Mapkapk3,1349,1151,1351,1050,974,939
Mapkapk5,82,74,108,94,115,104
Mapkbp1,1260,808,1023,620,566,682
Mapre1,2633,2512,2874,3186,2952,3070
Mapre2,2024,1775,2034,584,579,518
Mapre3,697,554,745,136,156,188
Mapt,4,5,5,1,0,0
Marc1,2,0,0,0,3,2
Marc2,986,916,1022,1485,1302,1472
March1,3,0,1,0,0,0
March11,0,1,0,0,0,0
March2,836,763,912,943,795,937
March3,241,238,236,44,28,37
March4,1,0,0,0,0,0
March5,858,769,863,877,744,872
March6,2839,2348,3069,3050,2649,2947
March7,3343,3180,3387,4294,3925,4381
March8,112,76,92,2,2,1
March9,276,242,244,138,110,124
Marcks,27,31,26,21,18,29
Marcksl1,2026,1123,1835,82,83,75
Marco,0,0,0,0,0,0
Marf1,3691,3532,4155,4064,3727,4343
Mark1,94,25,70,0,0,0
Mark2,5144,4753,5140,7500,6713,7292
Mark3,1679,1502,1629,1806,1593,1769
Mark4,560,505,494,610,564,580
Mars,855,815,867,1374,1138,1285
Mars2,355,380,473,816,775,1012
Marveld1,776,743,935,680,573,647
Marveld2,419,358,399,145,118,113
Marveld3,0,0,1,0,0,0
Mas1,0,0,0,0,0,0
Masp1,0,0,0,0,0,1
Masp2,2,2,3,12,12,14
Mast1,15,11,13,18,18,23
Mast2,1348,1173,1414,1114,970,1074
Mast3,4828,4517,4658,5892,5353,5648
Mast4,746,568,763,517,462,530
Mastl,6,8,7,6,8,4
Mat1a,0,0,0,0,0,0
Mat2a,2785,2605,2519,3779,3351,2818
Mat2b,2457,2143,2371,2675,2265,2544
Matk,4564,2704,3770,680,568,586
Matn1,1,1,0,2,3,4
Matn2,216,297,227,1,2,5
Matn3,0,0,0,0,0,0
Matn4,0,0,0,0,0,0
Matr3,4352,4214,4719,4905,4238,4716
Matr3-ps2,49,31,54,0,0,0
Mau2,4644,4288,4718,5154,4989,5363
Mavs,853,665,787,749,562,726
Max,2702,2188,2527,2619,2271,2430
Maz,8901,7559,8875,6061,5429,6286
Mb21d1,88,116,121,307,259,285
Mb21d2,0,0,0,0,0,0
Mbd1,1376,1238,1518,1229,1136,1330
Mbd2,2066,1781,1983,2905,2560,2739
Mbd3,1605,1385,1489,1690,1492,1639
Mbd3l1,0,0,0,0,0,0
Mbd4,288,242,301,270,275,305
Mbd5,643,589,741,500,524,629
Mbd6,3931,3822,4123,4103,3811,4609
Mbip,373,379,451,345,334,320
Mblac1,8,3,10,7,4,7
Mblac2,168,156,189,188,185,231
Mbnl1,21030,20629,21840,20950,17438,21454
Mbnl2,1139,1062,1230,879,785,1066
Mbnl3,317,363,341,384,338,344
Mboat1,722,574,907,737,713,801
Mboat2,2,0,7,2,0,3
Mboat4,0,3,4,4,3,3
Mboat7,2604,2344,2734,1613,1612,1591
Mbp,4024,3792,4231,5313,4462,5127
Mbtd1,1239,1146,1249,1235,1209,1259
Mbtps1,4030,3480,4496,3702,3427,3979
Mbtps2,502,411,509,419,368,436
Mc1r,0,0,0,0,0,1
Mc3r,2,0,1,0,0,0
Mc5r,0,0,0,0,0,0
Mcam,1,3,2,5,4,0
Mcat,312,220,339,245,227,228
Mcc,0,1,1,0,1,0
Mccc1,744,799,892,589,553,687
Mccc1os,23,19,24,27,13,17
Mccc2,200,149,271,210,172,237
Mcee,40,32,52,58,59,63
Mcemp1,0,0,0,1,0,0
Mcf2,0,0,0,0,0,1
Mcf2l,22,17,15,4,1,2
Mcfd2,420,377,484,482,382,452
Mchr1,0,0,0,0,0,0
Mcidas,0,0,0,0,1,0
Mcl1,6942,6377,6549,11969,9584,10024
Mcm10,16,22,29,3,1,3
Mcm2,948,876,1047,1018,827,1021
Mcm3,783,825,1012,973,772,976
Mcm3ap,2356,2124,2656,2853,2634,3124
Mcm4,1650,1471,1754,1993,1590,1931
Mcm5,988,912,1061,992,867,1057
Mcm6,3863,3003,3973,1662,1382,1556
Mcm7,936,876,977,1226,1082,1199
Mcm8,53,58,65,31,34,39
Mcm9,484,477,581,549,500,603
Mcmbp,2150,1914,2094,3343,3152,3301
Mcmdc2,0,1,0,9,4,7
Mcoln1,1164,1098,1211,1265,1122,1306
Mcoln2,127,93,160,82,59,55
Mcoln3,124,116,116,166,171,199
Mcph1,193,195,238,249,177,262
Mcpt1,0,0,0,0,0,0
Mcpt8,0,0,0,2,0,0
Mcrs1,503,437,541,667,549,622
Mctp1,65,47,63,2,0,1
Mctp2,121,232,160,863,806,895
Mcts1,611,589,758,657,574,718
Mcts2,88,115,101,99,132,129
Mcu,1032,897,1129,550,550,595
Mcur1,1113,1027,1161,1043,867,999
Mdc1,2987,2705,3504,3864,3538,4419
Mdfi,0,0,0,1,0,0
Mdfic,1738,1606,1877,76,58,62
Mdga1,1,3,2,0,0,0
Mdh1,1839,1565,1942,1739,1446,1813
Mdh2,2803,2378,2810,3080,2629,2982
Mdk,185,148,119,182,145,104
Mdk-ps1,0,0,0,0,0,0
Mdm1,161,146,195,202,195,216
Mdm2,2027,1856,2015,1920,1853,2042
Mdm4,11822,10799,12655,13303,12933,14397
Mdm4-ps,6,3,1,5,4,4
Mdn1,4220,4554,4891,8069,8148,9612
Mdp1,1054,970,1176,1299,1123,1310
Me1,1,0,0,0,0,0
Me2,629,661,660,1960,1684,1964
Me3,1,0,3,0,0,0
Mea1,694,587,687,562,457,556
Meaf6,1222,1071,1284,699,705,850
Mecom,0,0,0,0,0,0
Mecp2,3040,2634,3193,2746,2408,2937
Mecr,247,210,279,365,321,362
Med1,2977,2600,2981,4040,3447,3831
Med10,522,492,574,623,556,602
Med11,291,251,346,409,331,400
Med12,5956,5576,6094,7148,6589,7340
Med12l,31,39,29,77,67,65
Med13,4963,4165,5289,4523,4112,4692
Med13l,3817,3330,3875,4736,4007,4575
Med14,2508,2320,2619,2231,2169,2486
Med15,4105,3353,4151,2655,2373,2652
Med16,585,512,622,592,452,573
Med17,1105,896,1156,1163,960,1172
Med18,128,113,148,157,122,171
Med19,442,419,485,433,370,402
Med20,578,450,641,745,557,740
Med21,306,269,290,427,401,408
Med22,744,601,803,740,646,662
Med23,1311,1409,1491,1039,911,1076
Med24,2010,1889,2266,1652,1411,1947
Med25,1373,1165,1284,1280,1209,1192
Med26,433,399,438,535,503,499
Med27,306,264,288,375,357,376
Med28,1072,818,1103,862,722,874
Med29,63,57,49,96,68,69
Med30,433,451,516,447,336,447
Med31,104,107,115,95,73,67
Med4,610,535,577,676,649,638
Med6,266,261,285,315,254,295
Med7,458,407,492,197,202,193
Med8,924,769,887,848,761,822
Med9,189,164,193,152,128,175
Med9os,0,0,0,0,0,0
Medag,0,0,1,0,0,0
Mef2a,1032,957,1107,1618,1487,1635
Mef2b,1,2,3,1,4,3
Mef2c,7,0,7,1,0,2
Mef2d,5248,4448,4538,7061,6946,7038
Mefv,0,0,0,0,0,0
Meg3,90,12,88,0,0,0
Megf11,0,0,0,0,0,0
Megf6,0,0,1,0,0,0
Megf8,1046,852,1181,222,137,184
Megf9,242,199,242,218,175,219
Mei1,11,13,11,0,0,0
Mei4,1,0,0,1,1,0
Meig1,0,1,0,1,2,0
Meikin,0,0,0,0,0,0
Meiob,0,0,0,0,0,0
Meis1,1,1,2,1,0,0
Meis2,0,0,0,0,0,0
Meis3,1300,988,1230,778,682,770
Melk,31,24,56,6,1,5
Memo1,419,367,463,455,446,465
Men1,956,898,1034,1321,1149,1283
Meox1,4,2,4,0,0,0
Mep1b,0,0,1,0,0,0
Mepce,2136,1899,2376,2837,2625,2903
Mertk,1,0,0,0,0,0
Mesdc1,438,365,458,284,239,273
Mesdc2,853,748,889,893,771,860
Mesp2,2,4,5,0,0,0
Mest,0,0,1,1,0,1
Met,0,0,0,0,1,0
Metap1,1395,1232,1478,1242,1142,1210
Metap1d,796,780,918,1063,1022,1073
Metap2,2018,1739,1868,1726,1459,1622
Metrn,256,206,237,284,239,252
Metrnl,42,20,32,0,2,1
Mettl1,146,152,162,434,340,354
Mettl10,295,239,350,221,208,232
Mettl13,252,236,274,557,510,555
Mettl14,769,680,840,758,707,797
Mettl15,106,73,117,82,61,84
Mettl16,840,804,886,912,838,1012
Mettl17,943,875,1059,1321,1216,1255
Mettl18,147,121,183,154,145,166
Mettl2,400,379,430,492,451,522
Mettl20,144,133,142,169,130,173
Mettl21a,338,274,361,270,204,261
Mettl21b,0,0,0,0,0,2
Mettl21c,0,0,0,0,1,0
Mettl22,195,170,189,291,213,270
Mettl23,863,738,934,1068,891,978
Mettl24,1,2,2,0,0,0
Mettl25,170,115,161,149,120,132
Mettl3,1146,1124,1300,1436,1308,1494
Mettl4,307,274,349,332,268,349
Mettl4-ps1,1,1,4,1,2,2
Mettl5,254,256,292,303,226,275
Mettl5os,1,4,1,2,5,3
Mettl6,450,403,508,444,353,451
Mettl7a1,215,240,283,82,52,83
Mettl7a3,0,0,0,0,0,0
Mettl7b,0,1,0,0,0,0
Mettl8,336,275,328,491,466,561
Mettl9,457,425,455,1038,818,965
Mex3a,16,28,9,134,144,148
Mex3b,468,380,418,528,501,588
Mex3c,652,665,701,850,814,870
Mex3d,197,163,177,244,191,197
Mfap1a,659,619,743,684,688,742
Mfap1b,315,155,210,347,167,172
Mfap2,0,0,2,0,0,0
Mfap3,949,847,1047,876,669,903
Mfap3l,0,0,0,0,0,0
Mfap4,0,0,0,0,0,0
Mfap5,2,2,0,0,0,0
Mff,1293,1170,1380,1515,1258,1451
Mfge8,689,617,671,946,773,853
Mfhas1,1114,1066,1190,2395,1935,2198
Mfi2,0,0,0,1,0,0
Mfn1,648,634,658,577,513,594
Mfn2,1302,1137,1354,1094,970,1164
Mfng,3107,2581,2877,3237,2674,2953
Mfrp,1,0,2,0,1,0
Mfsd1,1155,979,1189,1142,917,988
Mfsd10,686,602,655,553,427,409
Mfsd11,357,315,395,274,220,262
Mfsd12,151,121,137,234,201,212
Mfsd2a,29,22,35,24,19,20
Mfsd2b,31,43,41,37,49,45
Mfsd3,105,90,107,117,86,134
Mfsd4,19,18,35,10,12,22
Mfsd5,617,564,608,638,513,582
Mfsd6,1976,1571,2010,1410,1170,1340
Mfsd6l,0,0,0,0,0,0
Mfsd7a,0,0,0,0,0,1
Mfsd7b,655,547,614,558,531,547
Mfsd7c,0,1,0,0,0,0
Mfsd8,302,281,358,316,273,317
Mfsd9,39,50,43,54,34,48
Mga,3246,3265,3954,3933,3977,4800
Mgam,0,0,0,2,2,3
Mgam2-ps,1,0,0,0,1,0
Mgarp,9,2,2,4,0,1
Mgat1,1652,1494,1782,1327,1233,1495
Mgat2,1107,1048,1159,1136,1024,1102
Mgat3,4,0,4,0,0,0
Mgat4a,299,377,386,1051,943,1045
Mgat4b,249,239,304,82,90,81
Mgat4d,0,0,0,0,0,0
Mgat4e,1,0,0,0,0,0
Mgat5,1502,1631,1796,1006,868,1084
Mgat5b,0,0,0,0,0,0
Mgea5,6956,6130,7127,7051,6521,7327
Mgl2,0,0,0,0,0,0
Mgll,1,2,0,16,18,19
Mgme1,192,150,247,147,125,129
Mgmt,100,107,78,21,19,20
Mgrn1,1883,1536,1825,1522,1409,1452
Mgst1,0,0,0,0,0,0
Mgst2,1453,1222,1598,1225,1407,1464
Mgst3,2,1,3,14,24,23
Mia,1,1,1,1,2,3
Mia2,0,0,0,0,0,0
Mia3,2730,2561,2948,3204,2905,3158
Miat,4,2,3,1,1,0
Mib1,1734,1678,1811,1552,1377,1576
Mib2,1635,1443,1545,2112,1868,1968
Mical1,2423,2300,2480,2485,2237,2645
Mical2,170,192,182,43,32,21
Mical3,527,565,534,870,871,963
Micalcl,5,4,5,4,1,1
Micall1,3002,2799,2877,3869,3490,3977
Micall2,31,24,22,2,0,1
Micu1,895,844,926,541,495,558
Micu2,1269,1193,1464,1014,817,1039
Micu3,372,312,395,159,183,169
Mid1,75,56,84,182,152,175
Mid1ip1,425,356,449,206,181,170
Mid2,299,260,338,1,0,1
Midn,3211,2879,3021,3801,3391,3950
Mief1,969,847,1073,1214,1041,1126
Mief2,257,249,253,295,252,329
Mien1,474,416,597,543,472,531
Mier1,3137,2956,3051,3330,2828,3162
Mier2,930,837,906,940,962,1004
Mier3,701,632,697,714,654,706
Mif,714,536,791,675,662,726
Mif-ps3,0,0,0,0,0,0
Mif4gd,2076,1702,1985,1210,1143,1209
Miip,1401,1290,1556,1519,1392,1553
Mill1,0,0,1,0,0,0
Mill2,96,103,103,7,2,1
Milr1,117,118,173,121,99,168
Mina,1016,878,1060,1533,1236,1493
Mink1,7432,7156,8006,5472,5116,5494
Minos1,701,580,743,661,562,692
Minpp1,706,566,645,730,728,779
Mios,604,537,618,693,599,664
Mip,0,0,0,0,0,0
Mipep,232,184,255,205,179,254
Mipep-ps,0,0,0,1,0,0
Mipepos,0,0,0,0,2,1
Mipol1,117,87,111,78,65,85
Mir101b,0,0,0,0,0,0
Mir103-2,0,0,1,3,1,0
Mir106b,0,0,0,0,0,1
Mir10a,0,0,0,0,0,0
Mir1188,0,0,1,0,0,0
Mir1190,0,0,0,0,0,0
Mir1191,6,4,5,4,10,11
Mir1192,0,0,0,0,0,0
Mir1195,0,0,1,0,0,1
Mir1198,5,2,3,2,0,0
Mir1247,1,6,3,0,0,0
Mir128-1,0,0,0,0,0,0
Mir130c,0,0,0,0,0,0
Mir132,0,0,0,0,1,0
Mir140,0,1,1,0,0,2
Mir142b,1,0,0,0,2,0
Mir142hg,247,150,189,537,443,391
Mir146,2,1,2,0,0,0
Mir148a,0,0,0,0,0,0
Mir148b,0,0,0,0,0,0
Mir149,0,0,1,0,0,0
Mir150,0,0,0,1,1,1
Mir15a,0,0,0,0,0,0
Mir15b,0,0,0,0,0,0
Mir17hg,98,109,88,344,278,211
Mir181b-2,0,0,0,0,0,0
Mir181c,0,0,0,0,0,0
Mir181d,0,0,0,0,0,0
Mir186,5,4,5,6,2,3
Mir1898,23,21,33,19,26,26
Mir18b,0,0,0,0,0,0
Mir1901,0,0,0,0,0,0
Mir1904,3,0,0,1,2,3
Mir1905,0,0,2,0,0,0
Mir1907,0,0,0,0,0,0
Mir1927,1,0,0,0,0,0
Mir1929,4,6,5,3,2,2
Mir1931,4,6,0,2,1,4
Mir1932,0,0,1,0,1,0
Mir1933,0,0,0,0,0,0
Mir1934,0,0,1,0,0,1
Mir1936,0,1,0,0,0,0
Mir1938,3,4,2,0,0,1
Mir1942,0,0,0,0,0,0
Mir1943,0,4,2,3,0,3
Mir1946b,0,0,0,0,1,0
Mir1947,0,0,0,1,0,0
Mir1948,0,0,0,0,0,0
Mir1950,0,0,2,0,0,0
Mir1953,1,1,0,0,1,0
Mir1955,0,0,0,0,2,0
Mir1957a,4,2,2,6,1,6
Mir1960,0,3,1,0,0,0
Mir1964,5,7,5,4,4,5
Mir1966,0,0,0,0,0,1
Mir1967,1,1,0,0,0,0
Mir1968,1,2,1,0,0,0
Mir1969,0,0,0,0,0,0
Mir196a-1,0,0,0,0,0,0
Mir1981,0,0,0,0,0,2
Mir19b-2,0,0,0,0,0,0
Mir1b,0,0,0,0,0,0
Mir207,0,0,0,0,0,0
Mir20b,0,0,0,1,0,0
Mir211,0,0,0,0,0,0
Mir212,2,1,0,0,0,1
Mir219a-1,0,0,0,0,1,0
Mir221,1,0,1,0,0,0
Mir22hg,100,58,50,25,11,15
Mir23a,6,11,3,0,0,0
Mir23b,0,0,0,0,1,0
Mir24-2,6,1,0,0,0,0
Mir26a-2,0,0,0,0,0,0
Mir26b,1,0,1,1,0,0
Mir27a,10,5,1,1,0,0
Mir27b,2,0,1,0,1,1
Mir297b,0,0,0,0,0,0
Mir297c,0,0,0,0,0,0
Mir29a,0,0,0,0,0,0
Mir29b-1,0,0,0,0,0,0
Mir301,1,0,0,0,0,0
Mir3057,6,3,3,5,3,4
Mir3058,6,4,5,2,2,4
Mir3060,9,7,3,4,5,3
Mir3066,0,0,0,0,0,0
Mir3068,0,0,0,0,0,0
Mir3070b,0,0,1,0,0,0
Mir3072,0,0,1,0,0,0
Mir3074-1,0,0,0,0,0,0
Mir3075,0,0,0,0,0,0
Mir3076,0,0,0,0,0,0
Mir3079,0,0,0,0,0,2
Mir3082,21,25,20,30,25,35
Mir3091,3,2,1,5,5,2
Mir3094,0,0,0,0,1,0
Mir3096,0,1,0,0,0,0
Mir3097,0,0,0,0,0,0
Mir3098,4,1,2,2,3,2
Mir30c-1,0,0,0,0,0,0
Mir30e,0,0,0,0,1,0
Mir3109,1,2,0,0,0,0
Mir32,0,0,0,0,0,0
Mir320,1,1,0,0,0,0
Mir33,0,2,0,0,0,0
Mir339,0,2,0,0,3,0
Mir340,0,0,0,0,0,0
Mir341,0,0,1,0,0,0
Mir342,0,0,0,0,0,1
Mir343,10,5,7,16,14,14
Mir345,0,0,0,0,0,0
Mir3473a,0,0,2,0,0,0
Mir3473c,2,4,4,1,0,4
Mir3473d,0,0,1,1,2,1
Mir3473e,5,3,4,1,0,2
Mir3473f,0,0,0,0,0,0
Mir3473g,0,1,3,1,0,1
Mir3474,0,1,0,0,0,0
Mir350,0,0,0,0,0,0
Mir3569,0,0,1,0,0,0
Mir361,0,0,0,0,0,0
Mir3620,0,0,0,0,0,1
Mir363,0,0,0,0,1,0
Mir365-2,0,0,0,0,0,0
Mir374b,1,4,4,0,0,0
Mir3971,0,1,0,0,0,0
Mir421,3,1,0,1,3,1
Mir423,0,0,0,2,0,1
Mir466d,0,0,0,0,0,0
Mir466i,1,0,0,0,0,1
Mir466l,0,0,0,0,0,1
Mir466q,0,0,0,0,0,0
Mir484,0,1,0,0,0,0
Mir486,0,0,0,0,0,0
Mir491,0,0,0,0,1,0
Mir5098,1,1,0,0,0,1
Mir5100,1,0,0,0,0,1
Mir5104,3,1,3,1,0,0
Mir5107,1,0,1,0,0,0
Mir5119,1,3,5,8,1,3
Mir5123,1,0,0,0,0,1
Mir5125,397,367,392,398,364,391
Mir5128,0,0,0,0,0,0
Mir5135,0,0,0,0,0,0
Mir5136,0,1,0,0,1,0
Mir5618,1,1,0,1,0,1
Mir5619,0,0,0,0,1,0
Mir5620,2,0,0,1,2,3
Mir5621,0,0,0,0,0,1
Mir5622,0,0,1,0,0,0
Mir5623,0,0,0,0,0,0
Mir6236,2363,1675,1306,3826,4769,1469
Mir6240,0,0,0,0,0,0
Mir6340,0,0,0,0,0,0
Mir6345,1,1,0,0,0,0
Mir6357,0,0,0,0,0,0
Mir6360,0,0,0,0,0,0
Mir6371,0,0,0,0,0,0
Mir6374,0,0,0,0,0,0
Mir6387,10,2,2,7,13,9
Mir6391,0,0,0,0,0,1
Mir6392,1,1,1,0,0,0
Mir6399,0,0,0,1,1,1
Mir6400,2,2,2,0,0,0
Mir6403,4,3,2,2,2,0
Mir6406,0,0,2,1,0,1
Mir6407,0,0,0,0,0,0
Mir6417,1,0,0,0,0,0
Mir6418,0,0,2,1,0,0
Mir652,0,0,0,0,0,0
